Sentences,Logic-words
"The slowly growing mass of unrecycled, discarded phones has now reached 90 million handsets, the equivalent of 9,000 tonnes of waste, estimates James Goodman, report author and a senior adviser at the Forum for the Future.",['and']
Its quite common for people to have two or three phones just lying around,['or']
"Older mobile phones are proving particularly useful in poorer nations where people want to use a mobile and keep in touch with friends and family but do not have the income to buy the most up to date model. The Forum for the Future report took an in,depth look at Romania where reconditioned mobile phones were proving very popular.","['but', 'and']"
Its an interesting country because it has a really crap fixed line network,['because']
"But the relatively low wages in Romania, which is one of the poorest countries in Europe, mean few people can afford a shiny new phone.",['but']
"Reconditioned handsets have boosted take,up of mobiles as the report revealed that almost one,third of Romanian pre,pay mobile phone users were using reconditioned handsets.",['as']
Mr Goodman said phone operators and consumers needed to do more to ensure that more of Britains mobile mountain made it overseas.,['and']
"But, he added, those keen to use a mobile will not accept any old handset.",['but']
"Sony, IBM and Toshiba, who have been working on the Cell processor for three years, will unveil the chip at a technology conference.",['and']
"It is being designed for use in graphics workstations, the new PlayStation console, and has been described as a supercomputer on a chip.","['as', 'and']"
Sony has said the Cell processor could be used to bridge the gap between movies and video games.,['and']
"Special effects and graphics designed for films could be ported for use directly in a video game, Sony told an audience at the E3 exhibition in Los Angeles last year.",['and']
"Cell could also be marketed as an ideal technology for televisions and supercomputers, and everything in between, said Kevin Krewell, the editor in chief of Microprocessor Report.","['as', 'and', 'also']"
The PlayStation 3 is expected in 2006 but developers are expecting to get prototypes early next year to tune games that will appear on it at launch.,"['but', 'next']"
"Some details have already emerged, however.",['however']
"When put inside powerful computer servers, the Cell consortium expects it to be capable of handling 16 trillion floating point operations, or calculations, every second.","['when', 'or']"
The chip has also been refined to be able to handle the detailed graphics common in games and the data demands of films and broadband media.,"['and', 'also']"
The first machines off the line using the Cell processor will be computer workstations and servers.,['and']
A working version of the PS3 is due to be shown off in May 2005 but a full launch of the next generation console is not expected to start until 2006.,"['but', 'until', 'next']"
"In the future, all forms of digital content will be converged and fused onto the broadband network",['and']
Scientists at Intel have overcome a fundamental problem that before now has prevented silicon being used to generate and amplify laser light.,"['and', 'before']"
"Writing in the journal Nature, Dr Paniccia , and colleagues Haisheng Rong, Richard Jones, Ansheng Liu, Oded Cohen, Dani Hak and Alexander Fang , show how they have made a continuous laser from the same material used to make computer processors.",['and']
"Currently, says Dr Paniccia, telecommunications equipment that amplifies the laser light that travels down fibre optic cables is very expensive because of the exotic materials, such as gallium arsenide, used to make it.","['as', 'because']"
"Telecommunications firms and chip makers would prefer to use silicon for these light,moving elements because it is cheap and many of the problems of using it in high,volume manufacturing have been solved.","['and', 'because']"
Were trying to take our silicon competency in manufacturing and apply it to new areas,['and']
"While work has been done to make some of the components that can move light around, before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances.","['while', 'or', 'before']"
"Dr Paniccia said that the structure of silicon meant that when laser light passed through it, some colliding photons rip electrons off the atoms within the material.",['when']
It creates a cloud of electrons sitting in the silicon and that absorbs all the light,['and']
But the Intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light.,"['but', 'and']"
"Semi,conductor lasers made before now have only produced light in a narrow frequency ranges.",['before']
The result could be the close integration of the fibre optic cables that carry data as light with the computer chips that process it.,['as']
Dr Paniccia said the work was the one of several steps needed if silicon was to be used to make components that could carry and process light in the form of data pulses.,['and']
The revamp has been prompted by Microsofts growing concern with security as well as increased competition from rival browsers.,"['as', 'as well']"
"The announcement about Internet Explorer was made by Bill Gates, Microsoft chairman and chief software architect, during a keynote speech at the RSA Security conference currently being held in San Francisco.",['and']
"Although details were scant, Mr Gates, said IE7 would include new protections against viruses, spyware and phishing scams.","['although', 'and']"
This last category of threats involves criminals setting up spoof websites that look identical to those of banks and try to trick people into handing over login and account information.,['and']
"In a bid to shore up the poor security in IE 6, Microsoft has regularly issued updates to patch loopholes exploited by criminals and the makers of nuisance programs such as spyware.","['as', 'and']"
"Earlier this month it released a security bulletin that patched eight critical security holes , some of which were found in the IE browser.",['earlier']
Microsoft has also made a series of acquisitions of small firms that specialise in computer security.,['also']
"The decision to make Internet Explorer 7 is widely seen as a U,turn because, before now, Microsoft said it had no need to update the browser.","['as', 'because', 'before']"
"A new version of IE was widely expected to debut with the next version of Windows, codenamed Longhorn, which is due to appear in 2006.",['next']
"The current version of Internet Explorer is four years old, and is widely seen as falling behind rivals such as Firefox and Opera.","['as', 'and']"
There are also persistent rumours that search engine Google is poised to produce its own brand browser based on Firefox.,['also']
In particular the Firefox browser has been winning fans and users since its first full version was released in November 2004.,"['and', 'in particular', 'since']"
"However, other browser stat gatherers say the figure is closer to 15%.",['however']
"Internet Explorer still dominates with a share of about 90% but this is down from a peak of almost 96% in mid,2004.","['but', 'still']"
"They are fed up with slow speeds, high prices and the level of customer service they receive.",['and']
17% of readers have switched suppliers and a further 16% are considering changing in the near future.,"['further', 'and']"
"It is particularly bad news for BT, the UKs biggest internet supplier, with almost three times as many people trying to leave as joining.",['as']
"A third of the 2,000 broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks Tim Danton, editor of PC Pro Magazine.",['but']
"Every month the prices drop, and more and more people are trying to switch",['and']
The survey found that BT and Tiscali have been actively dissuading customers from leaving by offering them a lower price when they phone up to cancel their subscription.,"['when', 'and']"
"Some readers were offered a price drop just 25p more expensive than that offered by an alternative operator, making it hardly worth while swapping.",['while']
Broadband has become hugely competitive and providers are desperate to hold on to customers.,['and']
"We discovered a huge variety of problems, but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier",['but']
"This breaks the code of practice, but because that code is voluntary theres nothing we or Ofcom can do to help","['but', 'because', 'or']"
There is a vast choice of internet service providers in the UK now and an often bewildering array of broadband packages.,['and']
With prices set to drop even further in coming months Mr Danton advises everyone to shop around carefully.,['further']
If you just stick with your current connection then theres every chance youre being ripped off,['then']
Sun Grid costs users $1  for an hours worth of processing and storage power on systems maintained by Sun.,['and']
"So,called grid computing is the latest buzz phrase in a company which believes that computing capacity is as important a commodity as hardware and software.","['as', 'and', 'so']"
"The system could mature in the same way utilities such as electricity and water have developed, said Suns chief operating officer Jonathan Schwartz.","['as', 'and']"
Why build your own grid when you can use ours for a buck an hour,['when']
"The company will have to persuade data centre managers to adopt a new model but it said it already had interest from customers in the oil, gas and financial services industries.","['but', 'and']"
"Hundreds of servers were used simultaneously, working on the problem for a few seconds each.",['simultaneously']
"Although it only took a few seconds, the experiment cost $12  because it had used up 12 hours worth of computing power.","['although', 'because']"
Initially it will house the grid in existing premises and will use idle servers to test software before shipping it to customers.,"['and', 'before']"
"It has not said how much the system will cost to develop but it already has a rival in IBM, which argues that its capacity on,demand service is cheaper than that offered by Sun.",['but']
Lasers help bridge network gaps  An Indian telecommunications firm has turned to lasers to help it overcome the problems of setting up voice and data networks in the country.,['and']
Tata Teleservices is using the lasers to make the link between customers offices and its own core network.,['and']
The laser bridges work across distances up to 4km and can be set up much faster than cable connections.,['and']
"In this particular geography getting permission to dig the ground and lay the pipes is a bit of a task Sridharan, vice president of networks at Tata.",['and']
Heavy traffic and the layout under the ground mean that digging is uniquely difficult,['and']
"In some locations, he said, permission to dig up roads and lay cables was impossible to get.",['and']
"This has led Chennai,based Tata to turn to equipment that uses lasers to make the final mile leap between Tatas core network and the premises of customers.",['and']
The Lightpointe laser bridges work over distances of up to 4km and are being used to route both voice and data from businesses on to the backbone of the network.,['and']
The hardware works in pairs and beam data through the air in the form of laser pulses.,['and']
"The laser bridges can route data at speeds up to 1.25gbps  but Tata is running its hardware at more modest speeds of 1,2mbps.",['but']
The lasers are also ideal for India because of its climate.,"['also', 'because']"
Its particularly suitable as the rain rate is a little low and its hardly ever foggy,"['as', 'and']"
In places where rain is heavy and fog is common laser links can struggle to maintain good connection speeds.,['and']
"The laser links also take far less time to set up and get working, said Mr Sridharan.","['and', 'also']"
"Once we get the other permissions, normal time period for set up is a few hours",['once']
"By contrast, he said, digging up roads and laying cables can take weeks or months.","['by contrast', 'and', 'or']"
Just over 12 months ago the firm had customers in only about 70 towns and cities.,['and']
"But by the end of March the firm hopes to reach more than 1,000.",['but']
Speed is very important because of the pace of competition,['because']
"The company, which makes role playing games such as Knights of the Old Republic and Neverwinter Nights, is seeking people aged 18 to 99.","['as', 'and']"
"The Canada,based company says it was looking for a wide variety of people to use as face models for characters",['as']
"The company is inviting people to come along to a shopping mall in West Edmonton, Alberta, on Friday and Saturday, bringing along a piece of photo identification.",['and']
There are hundreds and hundreds of characters in a typical Bioware game,['and']
"Those people live in any city and village and so we need ordinary people, people with interesting faces","['and', 'so']"
She added: Not everyone is a model in the world so we dont want just models in our games,['so']
Hundreds of photos of the persons head are taken so that a model of the head can be generated in 3D.,"['so', 'so that']"
"But their face could be used in multiple games , so they could be the hero in one, the villain in another and just a merchant in a third","['but', 'and', 'so']"
"Sony PSP console hits US in March  US gamers will be able to buy Sonys PlayStation Portable from 24 March, but there is no news of a Europe debut.",['but']
"The handheld console will go on sale for $250  and the first million sold will come with Spider,Man 2 on UMD, the disc format for the machine.",['and']
"Sony has billed the machine as the Walkman of the 21st Century and has sold more than 800,000 units in Japan.","['as', 'and']"
"The console  will play games, movies and music and also offers support for wireless gaming.","['and', 'also']"
It launched its DS handheld in Japan and the US last year and has sold 2.8 million units.,['and']
"Sony has said it wanted to launch the PSP in Europe at roughly the same time as the US, but gamers will now fear that the launch has been put back.","['but', 'as']"
"It has gaming at its core, but its not a gaming device.",['but']
The program makes spam look like it is being sent by legitimate mail servers making it hard to spot and filter out.,['and']
"Before now many spammers have recruited home PCs to act as anonymous e,mail relays in an attempt to hide the origins of their junk mail.","['as', 'before']"
The PCs are recruited using viruses and worms that compromise machines via known vulnerabilities or by tricking people into opening an attachment infected with the malicious program.,"['and', 'or']"
Once compromised the machines start to pump out junk mail on behalf of spammers.,['once']
Spamhaus helps to block junk messages from these machines by collecting and circulating blacklists of net addresses known to harbour infected machines.,['and']
But the novel worm spotted recently by Spamhaus routes junk via the mail servers of the net service firm that infected machines used to get online in the first place.,['but']
"As blocking all mail from net firms just to catch the spam is impractical, Spamhaus is worried that the technique will give junk mailers the ability to spam with little fear of being spotted and stopped.","['as', 'and']"
"David Stanley, UK managing director of filtering firm Ciphertrust, said the new technique was the next logical step for spammers.",['next']
"The amount of spam in circulation was still growing, said Mr Stanley, but he did not think that the appearance of this trick would mean e,mail meltdown.","['but', 'still']"
"But Kevin Hogan, senior manager at Symantec security response, said such warnings were premature.",['but']
"If something like this mean the end of e,mail then e,mail would have stopped two,three years ago",['then']
While the technique of routing mail via mail servers of net service firms might cause problems for those that use blacklists and block lists it did not mean that other techniques for stopping spam lost their efficacy too.,"['while', 'and']"
"For instance, said Mr Hogan, filtering out e,mail messages that contain a web link can stop about 75% of spam.",['for instance']
The site looks plausible because it uses an old version of the official Disasters Emergency Committee webpage.,['because']
"However, DEC has no connection with the fake site and says it has contacted the police about it.","['however', 'and']"
The messages subject line reads Urgent Tsunami Earthquake Appeal and its text bears all the poor grammar and bad spelling that characterises many other phishing attempts.,['and']
"Patricia Sanders, spokeswoman for the Disaster Emergency Committee said it was aware of the site and had contacted the Computer Crime Unit at Scotland Yard to help get it shut down.",['and']
"She said the spam e,mails directing people to the site started circulating two days ago shortly after the domain name of the site was registered.",['after']
Ms Sanders said DEC had contacted US net registrars who handle domain ownership and the net hosting firm that is keeping the site on the web.,['and']
"BT and DECs hosting company were also making efforts to get the site shut down, she said.","['and', 'also']"
"Ms Sanders said sending out spam e,mail to solicit donations was not DECs style and that it would never canvass support in this way.",['and']
She said that DEC hoped to get the fake site shut down as soon as possible.,"['as soon as', 'as']"
"None of the e,mail addresses supplied on the site work and the real owner of the domain is obscured in publicly available net records.",['and']
"One e,mail sent out in early January came from someone who claimed that he had lost his parents in the disaster and was asking for help moving an inheritance from a bank account in the Netherlands.",['and']
"Other scam e,mails included a link to a website that supposedly let people donate money but instead loaded spyware on their computers that grabbed confidential information.","['but', 'instead']"
"Another tsunami,related e,mail is also circulating that carries the Zar worm which tries to spread via the familiar route of Microsofts Outlook e,mail program.",['also']
"But the England players are incensed , arguing that the pass was forward and the try should not stand.","['but', 'and']"
"In the past, sports fans would be left debating the validity of the try for days and weeks to come.",['and']
But BBC Sports new tool Piero could end discussions in minutes.,['but']
"Piero, named after the Italian painter and pioneer of perspective Piero della Francesco, creates a virtual stadium in which virtual players can be tracked from almost any angle.","['and', 'after']"
"Viewers will be able to see precisely how the ball was thrown and by whom, giving a greater depth to the growing wealth of analysis available during sports broadcasts.",['and']
The technology has been created by BBC Research and Development for BBC Broadcast and BBC Outside Broadcasts.,['and']
In order to keep audiences growing and growing.,['and']
Piero works by taking telemetric data from fixed camera positions and sending that data inside the video signal to a PC which can then render the information into 3D graphics.,"['then', 'and']"
"The more cameras using Piero, the better the detail possible out the other end when the data is turned into 3D models.",['when']
"An operator can manipulate the information and provide almost real,time replays of incidents, as well as more in,depth analysis.","['as', 'as well', 'and']"
"Piero also provides a wealth of statistical detail , from the length of kicks, to the length of a run of an individual player and the height of a lift at any lineout.","['and', 'also']"
"BBC Broadcast hopes the technology can be sold to third parties interested in using it a number of different ways , from sport broadcasting to entertainment and game shows.",['and']
Open source leaders slam patents  The war of words between Microsoft and the open source movement heated up this week as Linux founder Linus Torvalds led an attack on software patents.,"['as', 'and']"
"It relies on a community of programmers for its development and is based on open source principles, which allow others to use and modify it without having to pay licence fees.",['and']
The attack on software patents comes at a time when IBM has made 500 of its patents freely available.,['when']
"There are between 150,000 and 300,000 registered software patents in the US and open source developers argue that many should never have been granted.",['and']
Some of the patents have dubious validity and are being wielded by some big companies to force smaller companies to buy licenses in the knowledge that they cant afford to take them to court,['and']
"If totally pushed to the wall , because their business model no longer holds up in an era in which open source is an economically superior way to produce software.",['because']
"Microsoft did not want to comment directly, referring the issue instead to trade body Intellect, of which it is a member.",['instead']
"As far as Intellect is concerned, open source and patents have co,existed for many years without problems","['as', 'and']"
"The industry respects the open source movement and in fact many of the members we represent use the open source system to develop software, We think the important point to make is that companies should be able to choose between patents, copyrights and open source as to the treatment of their intellectual discoveries, and not be forced into using one or the other","['in fact', 'as', 'and', 'or']"
"The Legal Affairs Committee  said the Commission should re,submit the Computer Implemented Inventions Directive after MEPs failed to back it.",['after']
"It has had vocal critics who say it could favour large over small firms and impact open,source software innovation.",['and']
"The directive is intended to offer patent protection to inventions that use software to achieve their effect, in other words, computer implemented invention",['in other words']
"The draft law suffered setbacks when Poland, one of the largest EU member states, rejected its adoption twice in two months.",['when']
Opponents of the draft directive welcomed the decision and said a new first reading of the proposals would give the EU a chance to have fuller debates about its implications in all member states.,['and']
"In the US, the patenting of computer programs and internet business methods is permitted.",['and']
"This means that the US,based Amazon.com holds a patent for its one,click shopping service, for example.",['for example']
"This, they fear, could hurt small software developers because they do not have the legal and financial might of larger companies if they had to fight patent legal action in court.","['and', 'because']"
Supporters say current laws are inefficient and it would serve to even up a playing field without bringing EU laws in line with the US.,['and']
"Solutions to net security fears  Fake bank e,mails, or phishing, and stories about ID theft are damaging the potential of using the net for online commerce, say e,business experts.","['and', 'or']"
Trust in online security is falling as a result.,"['as', 'as a result']"
It is worrying for shopaholics and firms who want to exploit the net.,['and']
"More people are becoming aware of online security issues but they have little confidence that companies are doing enough to counter the threats, said security firm RSA, which carried out the poll.",['but']
An estimated 12 million Britons now use the net as a way of managing their financial affairs.,['as']
"Security experts say that scare stories and the vulnerabilities dogging e,commerce and e,banking are being taken seriously , by banks in particular.","['and', 'in particular']"
He added: The challenge for banks is to provide the customer with something that improves security but balances that with usability,['but']
"Ensuring extra security measures are in place protects them too, as well as the individual, and it is up to both parties to make sure they do what is necessary to prevent fraud, he said.","['as', 'as well', 'and']"
Card issuers will keep us informed of types of attacks and what procedure to take to protect ourselves.,['and']
Many believe using login details like usernames and passwords are simply not good enough anymore though.,"['though', 'and']"
"Several security companies have developed methods which complement or replace passwords, which are easily compromised and easy to forget.","['and', 'or']"
Those who use several passwords often write them down and hide them in a desk or in a document on their computer.,"['and', 'or']"
"In a separate survey by RSA, 80% said they were fed up with passwords and would like a better way to login to work computer systems.",['and']
"For many, the ideal is a single online identity that can be validated once with a series of passwords and questions, or some biometric measurement like a fingerprint or iris scan with a token like a smartcard.","['once', 'and', 'or']"
The most difficult is to ascertain whether an individual is who they say they are when they are online.,['when']
The end solution is to provide a method where you combine something the user knows with something they have and present those both,['and']
The method it has developed makes use of the chip embedded in bank cards and a special card reader which can generate unique codes that are active for a specified amount of time.,['and']
This can be adjusted at any time and can be active for as little as 30 seconds before it changes.,"['as', 'and', 'before']"
"It combines that with usual usernames and passwords, as well as other security questions.","['as', 'as well', 'and']"
"You take the card, put it in the reader, enter your pin number, and a code is given.",['and']
"If you wanted then to transfer funds, for instance, you would have to have the code to authorise the transaction","['then', 'for instance']"
"It means that in a typical security attack, explains Mr Ash, even if password information is captured by a scammer using keystroke software or just through spoof websites, they need the passcode.",['or']
"By the time they go back [to use the information], the code has expired, so they cant prove who they are",['so']
"In the next few years, Mr Ash predicts that this kind of method will be commonplace before we see biometric authentication that is acceptable for widespread use.","['before', 'next']"
"PCs will have readers built into them, the cost of readers will be very cheap, and more people will have the cards",['and']
"The gadgets we carry around, like personal digital assistants  and mobiles, could also have integrated card reader technology in them.","['and', 'also']"
The PDA or phone method is a possible alternative as people are always carrying phones around,"['as', 'or']"
"Mobile networks seek turbo boost  Third,generation mobile  networks need to get faster if they are to deliver fast internet surfing on the move and exciting new services.",['and']
"Fast 3G networks are here but the focus has shifted to their evolution into a higher bandwidth service, says the Global Mobile Suppliers Association.",['but']
"The system is not available commercially yet, but Motorola, the US mobile handset and infrastructure maker, held a clinic for mobile operators on HSDPA , a high,speed, high bandwidth technology available now.","['but', 'yet', 'and']"
"High,Speed Downlink Packet Access  , sometimes called Super 3G , will be vital for profitable services like mobile internet browsing and mobile video clips",['and']
"Nokia and Canada,based wireless communication products company Sierra Wireless recently agreed to work together on High Speed Downlink Packet Access.",['and']
"While HSDPA theoretically enables data rates up to a maximum of 14Mbps, practical throughputs will be lower than this in wide,area networks",['while']
Motorola has conducted five trials of its technology and says speeds of 2.9Mbps have been recorded at the edge of an outdoor 3G cell using a single HSDPA device.,['and']
"But some mobile operators are opting for a technology called Evolution, Data Optimised .",['but']
"We are expanding our network and deploying EV,DO technology to meet customer demand for faster wireless speeds",['and']
"As part of $3bn in multi,year contracts announced late last year, Sprint will spend around $1bn on EV,DO technology from Lucent Technologies, Nortel Networks and Motorola that provides average data speeds of 0.3,0.5 megabits a second, and peak download rates of 2.4Mbps.","['as', 'and']"
"MMO2, the UK,based operator with services in the UK, Ireland and Germany, has opted for technology based on the High Speed Downlink Packet Access  standard.",['and']
"Using technology from Lucent, it will offer data speeds of 3.6Mbps from next summer on its Isle of Man 3G network, and will eventually support speeds of up to 14.4Mbps.","['and', 'next']"
"US operator Cingular Wireless is also adopting HSDPA, using technology from Lucent alongside equipment from Siemens and Ericsson.","['and', 'also']"
"Siemens plans for a one gigabit network may be more than a user needs today, but Christoph Caselitz, president of the mobile networks division at the firm says that: By the time the next generation of mobile communication debuts in 2015, the need for transmission capacities for voice, data, image and multimedia is conservatively anticipated to rise by a factor of 10","['but', 'and', 'next']"
"Siemens , in collaboration with the Fraunhofer German,Sino Lab for Mobile Communications and the Institute for Applied Radio System Technology , has souped up mobile communications by using three transmitting and four receiving antennae, instead of the usual one.","['instead', 'and']"
"This enables a data transmission, such as sending a big file or video, to be broken up into different flows of data that can be sent simultaneously over one radio frequency band.","['as', 'simultaneously', 'or']"
"But today, instead of connecting to the internet by slow, dial,up phone connection, many people are used to broadband networks that offer speeds of 0.5 megabits a second , must faster than 3G.","['but', 'instead']"
This means users are likely to find 3G disappointing unless the networks are souped up.,['unless']
"If they arent, those lucrative power users, such as computer geeks and busy business people will avoid them for all but the most urgent tasks, reducing the potential revenues available to mobile operators.","['but', 'as', 'and']"
But one gigabit a second systems will not be available immediately.,['but']
"Siemens says that though the system works in the laboratory, it still has to assess the mobility of multiple,antennae devices and conduct field trials.","['though', 'still', 'and']"
"A commercial system could be as far away as 2012, though Siemens did not rule out an earlier date.","['though', 'as', 'earlier']"
"Global digital divide narrowing  The digital divide between rich and poor nations is narrowing fast, according to a World Bank report.",['and']
The World Bank questioned a United Nations campaign to increase usage and access to technology in poorer nations.,['and']
But a spokesman for the UNs World Summit on the Information Society said the digital divide remained very real.,['but']
"Half the worlds population now has access to a fixed,line telephone, the report said, and 77% to a mobile network.",['and']
The UN hopes that widening access to technology such as mobile phones and the net will help eradicate poverty.,"['as', 'and']"
"A spokesman for the World Summit for the Information Society , which is meeting this week in Geneva, told the BBC News website: The digital divide is very much real and needs to be addressed.",['and']
"The fund is voluntary and will help finance local community,based projects",['and']
"Sixty percent of resources collected by the fund will be made available for projects in least developed countries, 30% for projects in developing countries, and 10% for projects in developed countries.",['and']
"The service, IT Safe, will issue warnings about damaging viruses, software vulnerabilities and weaknesses on devices such as mobile phones.","['as', 'and']"
Alerts tell people how the threats affect them and what they can do to avoid trouble and protect themselves.,['and']
"The service will be free and those who sign up can get e,mail or text alerts.","['and', 'or']"
The scheme is aimed at home users and small businesses.,['and']
"There is a clear need for easy,to,understand and simple independent advice for non,technically minded people who use computers either at home or at work","['and', 'or']"
The purpose of this new government service is to ensure computer users are aware of the risks involved and how to deal with them easily and effectively without causing alarm,['and']
"Full,time staff are being employed to comb through the many hundreds of alerts issued each year by computer security firms to spot which ones have the potential to catch out a large number of people Between alerts the service will occasionally send messages giving people advice about safe ways to use their computers and phones.",['and']
"IT Safe will take our technical expertise and use it to help home users understand the risks and keep their computer systems, mobile phones and a range of related consumer electronic items, safe",['and']
"The NISCC, which is running the service, also stressed that those signing up would still need to use anti,virus software, firewalls, and software updates to stay secure.","['still', 'and', 'also']"
"Warnings about security problems will tell people what the problem is, how it affects them and what they can do to avoid trouble.",['and']
Alerts will not be issued unless users can do something to protect themselves against the threat.,['unless']
"This might include downloading an update from an anti,virus vendor or updating software to close loopholes and fix vulnerabilities.","['and', 'or']"
However no software patches or programs will actually be dispensed through the site.,"['however', 'or']"
The NISCC spokesman said the site and alerting service would stay in existence for as long as there were security bugs on home computers and other gadgets.,"['as long as', 'as', 'and']"
The launch comes as the number of viruses and other malicious programs in existence is reaching unprecedented numbers.,"['as', 'and']"
The creation of the national alert service follows similar efforts in the Netherlands and US.,['and']
The National Alerting Service for the Netherlands  and the US National Cyber Alerting Service also tell citizens of serious security threats.,"['and', 'also']"
"Iran jails blogger for 14 years  An Iranian weblogger has been jailed for 14 years on charges of spying and aiding foreign counter,revolutionaries.",['and']
Arash Sigarchi was arrested last month after using his blog to criticise the arrest of other online journalists.,['after']
"Mr Sigarchi, who also edits a newspaper in northern Iran, was sentenced by a revolutionary court in the Gilan area.",['also']
"His sentence, criticised by human rights watchdog Reporters Without Borders, comes a day after an online day of action to secure his release.",['after']
"A second Iranian blogger, Motjaba Saminejad, who also used his website to report on bloggers arrests, is still being held.","['still', 'also']"
"A spokesman for Reporters Without Borders, which tracks press freedom across the globe, described Mr Sigarchis sentence as harsh and called on Iranian President Mohammed Khatami to work to secure his immediate release.","['as', 'and']"
"By handing down this harsh sentence against a weblogger, their aim is to dissuade journalists and internet,users from expressing themselves online or contacting foreign media","['and', 'or']"
"In the days before his arrest Mr Sigarchi gave interviews to the BBC Persian Service and the US,funded Radio Farda.","['and', 'before']"
"They accused Mr Sigarchi of a string of crimes against Iranian state, including espionage, insulting the founder of Irans Islamic Republic, Ayatollah Ruhollah Khomenei, and current Supreme Leader Ayatollah Ali Khamenei.",['and']
Mr Sigarchis lawyer labelled the revolutionary court illegal and incompetent and called for a retrial in a public court.,['and']
Mr Sigarchi was sentenced one day after an online campaign highlighted his case in a day of action in defence of bloggers around the world.,['after']
The Committee to Protect Bloggers designated 22 February 2005 as Free Mojtaba and Arash Day.,"['as', 'and']"
"The eyes of 8 million bloggers are going to be more focused on Iran since Sigarchis sentence, not less.",['since']
"The unnamed woman from Georgia says that a chip inside the cartridge tells the printer that it needs re,filling even when it does not.",['when']
The lawsuit seeks to represent anyone in the US who has purchased an HP inkjet printer since February 2001.,['since']
HP ink cartridges use a chip technology to sense when they are low on ink and advise the user to make a change.,"['when', 'and']"
But the suit claims the chips also shut down the cartridges at a predetermined date regardless of whether they are empty.,"['but', 'regardless', 'also']"
"The smart chip is dually engineered to prematurely register ink depletion and to render a cartridge unusable through the use of a built,in expiration date that is not revealed to the consumer",['and']
"The lawsuit is asking for restitution, damages and other compensation.",['and']
"The price of inkjet printers has come down to as little as £34 but it could cost up to £1,700 in running costs over an 18,month period due to cartridge, a study by Computeractive Magazine revealed last year.","['but', 'as']"
"The inkjet printer market has been the subject of an investigation by the UKs Office of Fair Trading , which concluded in a 2002 report that retailers and manufacturers needed to make pricing more transparent for consumers.",['and']
The Motion Picture Association of America  also said it had succeeded in getting a network called LokiTorrent closed down.,['also']
"The action came after the operators of LokiTorrent agreed a settlement with the MPAA. A stark message has appeared on the site from the MPAA warning You can click, but you cant hide","['but', 'after']"
"They host links, called trackers that direct people to others that have it instead.",['instead']
"As well as filing an unspecified number of file suits across the US, the MPAA said it had given operators that host eDonkey servers take down notices.","['as', 'as well']"
"Hollywood studios are aggressively clamping down on file,sharers who it says infringe copyright laws by copying films and TV programmes then share the files online.","['then', 'and']"
But it is now targeting the operators of BitTorrent networks themselves.,['but']
It has filed 100 lawsuits against operators of BitTorrent server sites since December.,['since']
"The film industry says the black market for illegally copied videos and DVDs already costs them billions every year and it is worried that illegal file,sharing is adding to their losses.",['and']
"The popular Suprnova.org website was forced to close, and others like Phoenix Torrent followed soon after.","['and', 'after']"
"The e,mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites.",['and']
The message asks recipients to click on the attachment and answer some questions about their internet use.,['and']
"But rather than being a questionnaire, the attachment contains a virus that infects the recipients computer, according to the agency.","['but', 'rather']"
It is not clear what the virus does once it has infected a computer.,['once']
"Users are warned never to open attachment from unsolicited e,mails or from people they do not know.",['or']
"Recipients of this or similar solicitations should know that the FBI does not engage in the practice of sending unsolicited e,mails to the public in this manner",['or']
"The agency earlier this month shut down fbi.gov accounts, used to communicate with the public, because of a security breach.","['because', 'earlier']"
Apple iPod family expands market  Apple has expanded its iPod family with the release of its next generation of the digital music players.,['next']
"The company, which hopes to keep its dominant place in the digital music market, also said the gold coloured version of the mini would be dropped.",['also']
A 30GB version has also been added to the iPod Photo family.,['also']
The latest models have a longer battery life and their prices have been cut by an average of £40.,['and']
The original iPod took an early lead in the digital music player market thanks to its large storage capacity and simple design.,['and']
"But analysts agree that the success is also down to its integration with the iTunes online store, which has given the company a 70% share of the legal download music market.","['but', 'also']"
"Mike McGuire, a research director at analyst Gartner, told the BBC News website that Apple had done a good job in sealing off the market from competition so far.",['so']
"They have created a very seamless package which I think is the idea of the product , the design, function and the software are very impressive",['and']
"He added that the threat from others was always present, however.",['however']
"Creative, other Microsoft,partnered devices, Real, Sony and so on, are ratcheting up the marketing message and advertising","['and', 'so']"
"Digital music players are now the gadget of choice among young Americans, according to recent research by the Pew Internet and American Life Project.",['and']
"Sales of legally downloaded songs also rose more than tenfold in 2004, according to the record industry, with 200 million tracks bought online in the US and Europe in 12 months.","['and', 'also']"
Analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players.,['and']
People are also starting to use them in novel ways.,['also']
But 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets.,"['but', 'and', 'also']"
"According to Mr McGuire, research suggests that people like the idea of building up huge libraries of music, which they can do with high,capacity storage devices, like iPods and Creative Zens.",['and']
