,sentence1,sentence2,label
10851,the tiger is awful or Erin is rough.,,0
10852,the tiger is not awful or the bear is not little.,"If it is awful, then it will be not the tiger.",1
10853,the tiger is not awful or the bear is not little.,"If it is the tiger, then it will be awful. ",0
10854,the tiger is fierce or the tiger is not nice.,"If it is not fierce, then it will be not the tiger.",1
10855,the tiger is fierce or the tiger is not nice.,"If it is fierce, then it will be the tiger. ",0
10856,the tiger is not fierce or Charlie is not awful.,"If it is fierce, then it will be not the tiger.",1
10857,the tiger is not fierce or Charlie is not awful.,"If it is not fierce, then it will be the tiger. ",0
10858,the tiger is heavy or the snake is not sad.,"If it is not heavy, then it will be not the tiger.",1
10859,the tiger is heavy or the snake is not sad.,"If it is heavy, then it will be the tiger. ",0
10860,the tiger is not heavy or Bob is not rough.,"If it is Bob, then it will be not the tiger.",1
10861,the tiger is not heavy or Bob is not rough.,,0
10862,the tiger is horrible or the wolf is not nice.,"If it is not horrible, then it will be not the tiger.",1
10863,the tiger is horrible or the wolf is not nice.,"If it is horrible, then it will be the tiger. ",0
10864,the tiger is not horrible or the snake is powerful.,"If it is horrible, then it will be not the tiger.",1
10865,the tiger is not horrible or the snake is powerful.,"If it is the tiger, then it will be horrible. ",0
10866,the tiger is powerful or the dog is angry.,"If it is not powerful, then it will be not the tiger.",1
10867,the tiger is powerful or the dog is angry.,"If it is the tiger, then it will be not powerful. ",0
10868,the tiger is not powerful or the wolf is not clever.,"If it is powerful, then it will be not the tiger.",1
10869,the tiger is not powerful or the wolf is not clever.,"If it is not powerful, then it will be the tiger. ",0
10870,the tiger is angry or the tiger is not dull.,"If it is not angry, then it will be not the tiger.",1
10871,the tiger is angry or the tiger is not dull.,,0
10872,the tiger is not angry or the bear is cute.,"If it is angry, then it will be not the tiger.",1
10873,the tiger is not angry or the bear is cute.,"If it is the tiger, then it will be angry. ",0
10874,the tiger is high or the leopard is not boring.,"If it is not high, then it will be not the tiger.",1
10875,the tiger is high or the leopard is not boring.,"If it is high, then it will be the tiger. ",0
10876,the tiger is not high or Charlie is not cute.,"If it is high, then it will be not the tiger.",1
10877,the tiger is not high or Charlie is not cute.,"If it is the tiger, then it will be high. ",0
10878,the tiger is huge or the dog is not lazy.,"If it is not huge, then it will be not the tiger.",1
10879,the tiger is huge or the dog is not lazy.,"If it is not the tiger, then it will be huge. ",0
10880,the tiger is not huge or Alan is not dull.,"If it is huge, then it will be not the tiger.",1
10881,the tiger is not huge or Alan is not dull.,"If it is not the tiger, then it will be not huge. ",0
10882,the tiger is short or Bob is not funny.,"If it is not short, then it will be not the tiger.",1
10883,the tiger is short or Bob is not funny.,"If it is not the tiger, then it will be short. ",0
10884,the tiger is not short or the wolf is rough.,"If it is short, then it will be not the tiger.",1
10885,the tiger is not short or the wolf is rough.,"If it is not short, then it will be the tiger. ",0
10886,the tiger is thin or Fiona is not big.,"If it is not thin, then it will be not the tiger.",1
10887,the tiger is thin or Fiona is not big.,"If it is the tiger, then it will be not thin. ",0
10888,the tiger is not thin or the leopard is not awful.,"If it is thin, then it will be not the tiger.",1
10889,the tiger is not thin or the leopard is not awful.,,0
10890,the tiger is little or the squirrel is strong.,"If it is not or the squirrel, then it will be not the tiger.",1
10891,the tiger is little or the squirrel is strong.,"If it is or the squirrel, then it will be the tiger. ",0
10892,the tiger is not little or the bald eagle is clever.,"If it is little, then it will be not the tiger.",1
10893,the tiger is not little or the bald eagle is clever.,"If it is not little, then it will be the tiger. ",0
10894,the tiger is tiny or Dave is boring.,"If it is not Dave, then it will be not the tiger.",1
10895,the tiger is tiny or Dave is boring.,,0
10896,the tiger is not tiny or the bear is big.,"If it is tiny, then it will be not the tiger.",1
10897,the tiger is not tiny or the bear is big.,"If it is not the tiger, then it will be not tiny. ",0
10898,the tiger is wealthy or the snake is not smart.,"If it is not wealthy, then it will be not the tiger.",1
10899,the tiger is wealthy or the snake is not smart.,"If it is wealthy, then it will be the tiger. ",0
10900,the tiger is not wealthy or the dog is not horrible.,"If it is wealthy, then it will be not the tiger.",1
10901,the tiger is not wealthy or the dog is not horrible.,"If it is not wealthy, then it will be the tiger. ",0
10902,the tiger is poor or Gary is not boring.,"If it is not poor, then it will be not the tiger.",1
10903,the tiger is poor or Gary is not boring.,"If it is not the tiger, then it will be poor. ",0
10904,the tiger is not poor or the dog is powerful.,"If it is poor, then it will be not the tiger.",1
10905,the tiger is not poor or the dog is powerful.,"If it is not poor, then it will be the tiger. ",0
10906,the tiger is dull or the lion is not short.,"If it is not dull, then it will be not the tiger.",1
10907,the tiger is dull or the lion is not short.,,0
10908,the tiger is not dull or Harry is not slow.,"If it is dull or Harry is not slow, then it will be not the tiger.",1
10909,the tiger is not dull or Harry is not slow.,"If it is not dull or Harry is not slow, then it will be the tiger. ",0
10910,the tiger is rough or Fiona is not slow.,"If it is not rough, then it will be not the tiger.",1
10911,the tiger is rough or Fiona is not slow.,"If it is not the tiger, then it will be rough. ",0
10912,the tiger is not rough or the snake is not short.,"If it is rough, then it will be not the tiger.",1
10913,the tiger is not rough or the snake is not short.,"If it is the tiger, then it will be rough. ",0
10914,the tiger is bad or the snake is poor.,"If it is not bad, then it will be not the tiger.",1
10915,the tiger is bad or the snake is poor.,"If it is not the tiger, then it will be bad. ",0
10916,the tiger is not bad or the squirrel is horrible.,"If it is bad, then it will be not the tiger.",1
10917,the tiger is not bad or the squirrel is horrible.,"If it is not the tiger, then it will be not bad. ",0
10918,the tiger is sad or the mouse is not powerful.,"If it is not sad, then it will be not the tiger.",1
10919,the tiger is sad or the mouse is not powerful.,"If it is sad, then it will be the tiger. ",0
10920,the tiger is not sad or the snake is not boring.,"If it is sad, then it will be not the tiger.",1
10921,the tiger is not sad or the snake is not boring.,,0
10922,the bear is kind or the lion is not thin.,"If it is not the lion, then it will be not the bear.",1
10923,the bear is kind or the lion is not thin.,,0
10924,the bear is not kind or the crocodile is not lovely.,"If it is kind, then it will be not the bear.",1
10925,the bear is not kind or the crocodile is not lovely.,"If it is not kind, then it will be the bear. ",0
10926,the bear is quiet or Fiona is not awful.,"If it is not quiet, then it will be not the bear.",1
10927,the bear is quiet or Fiona is not awful.,"If it is the bear, then it will be not quiet. ",0
10928,the bear is not quiet or Bob is rough.,"If it is quiet or Bob is rough, then it will be not the bear.",1
10929,the bear is not quiet or Bob is rough.,"If it is not quiet or Bob is rough, then it will be the bear. ",0
10930,the bear is round or Gary is not tired.,"If it is not round, then it will be not the bear.",1
10931,the bear is round or Gary is not tired.,"If it is round, then it will be the bear. ",0
10932,the bear is not round or the dog is not fierce.,"If it is round, then it will be not the bear.",1
10933,the bear is not round or the dog is not fierce.,"If it is not round, then it will be the bear. ",0
10934,the bear is nice or Fiona is not powerful.,"If it is not nice, then it will be not the bear.",1
10935,the bear is nice or Fiona is not powerful.,"If it is not the bear, then it will be nice. ",0
10936,the bear is not nice or the squirrel is small.,"If it is nice, then it will be not the bear.",1
10937,the bear is not nice or the squirrel is small.,"If it is not nice, then it will be the bear. ",0
10938,the bear is smart or the tiger is reckless.,"If it is not smart, then it will be not the bear.",1
10939,the bear is smart or the tiger is reckless.,,0
10940,the bear is not smart or the dog is not strong.,"If it is smart, then it will be not the bear.",1
10941,the bear is not smart or the dog is not strong.,"If it is the bear, then it will be smart. ",0
10942,the bear is clever or the dog is strong.,"If it is not clever, then it will be not the bear.",1
10943,the bear is clever or the dog is strong.,,0
10944,the bear is not clever or Alan is not thin.,"If it is clever, then it will be not the bear.",1
10945,the bear is not clever or Alan is not thin.,"If it is not clever, then it will be the bear. ",0
10946,the bear is dull or Bob is not horrible.,"If it is not dull, then it will be not the bear.",1
10947,the bear is dull or Bob is not horrible.,"If it is the bear, then it will be not dull. ",0
10948,the bear is not dull or the bald eagle is fierce.,"If it is dull, then it will be not the bear.",1
10949,the bear is not dull or the bald eagle is fierce.,,0
10950,the bear is rough or Charlie is funny.,"If it is not rough, then it will be not the bear.",1
10951,the bear is rough or Charlie is funny.,"If it is not the bear, then it will be rough. ",0
10952,the bear is not rough or Fiona is round.,"If it is rough, then it will be not the bear.",1
10953,the bear is not rough or Fiona is round.,"If it is the bear, then it will be rough. ",0
10954,the bear is lazy or Alan is not angry.,"If it is not lazy, then it will be not the bear.",1
10955,the bear is lazy or Alan is not angry.,"If it is the bear, then it will be not lazy. ",0
10956,the bear is not lazy or the squirrel is quiet.,"If it is lazy, then it will be not the bear.",1
10957,the bear is not lazy or the squirrel is quiet.,"If it is not lazy, then it will be the bear. ",0
10958,the bear is slow or Gary is cute.,"If it is not slow, then it will be not the bear.",1
10959,the bear is slow or Gary is cute.,"If it is not the bear, then it will be slow. ",0
10960,the bear is not slow or the crocodile is not awful.,"If it is slow, then it will be not the bear.",1
10961,the bear is not slow or the crocodile is not awful.,"If it is not slow, then it will be the bear. ",0
10962,the bear is sleepy or Alan is not fierce.,"If it is not sleepy, then it will be not the bear.",1
10963,the bear is sleepy or Alan is not fierce.,"If it is sleepy, then it will be the bear. ",0
10964,the bear is not sleepy or Bob is not cute.,"If it is Bob, then it will be not the bear.",1
10965,the bear is not sleepy or Bob is not cute.,"If it is not Bob, then it will be the bear. ",0
10966,the bear is boring or Gary is not huge.,"If it is not boring, then it will be not the bear.",1
10967,the bear is boring or Gary is not huge.,"If it is boring, then it will be the bear. ",0
10968,the bear is not boring or Erin is not high.,"If it is boring, then it will be not the bear.",1
10969,the bear is not boring or Erin is not high.,"If it is the bear, then it will be boring. ",0
10970,the bear is tired or the bald eagle is not little.,"If it is not tired, then it will be not the bear.",1
10971,the bear is tired or the bald eagle is not little.,"If it is the bear, then it will be not tired. ",0
10972,the bear is not tired or the crocodile is bad.,"If it is tired, then it will be not the bear.",1
10973,the bear is not tired or the crocodile is bad.,"If it is not tired, then it will be the bear. ",0
10974,the bear is reckless or Dave is not huge.,"If it is not reckless, then it will be not the bear.",1
10975,the bear is reckless or Dave is not huge.,"If it is not the bear, then it will be reckless. ",0
10976,the bear is not reckless or the bear is poor.,"If it is reckless, then it will be not the bear.",1
10977,the bear is not reckless or the bear is poor.,"If it is not the bear, then it will be not reckless. ",0
10978,the bear is furry or the rabbit is strong.,"If it is not furry, then it will be not the bear.",1
10979,the bear is furry or the rabbit is strong.,"If it is not the bear, then it will be furry. ",0
10980,the bear is not furry or Charlie is funny.,"If it is furry or Charlie is funny, then it will be not the bear.",1
10981,the bear is not furry or Charlie is funny.,"If it is not furry or Charlie is funny, then it will be the bear. ",0
10982,the bear is small or the mouse is not slow.,"If it is not small, then it will be not the bear.",1
10983,the bear is small or the mouse is not slow.,"If it is small, then it will be the bear. ",0
10984,the bear is not small or the squirrel is not clever.,"If it is small, then it will be not the bear.",1
10985,the bear is not small or the squirrel is not clever.,,0
10986,the bear is cute or the bear is not awful.,"If it is not cute, then it will be not the bear.",1
10987,the bear is cute or the bear is not awful.,"If it is cute, then it will be the bear. ",0
10988,the bear is not cute or Harry is high.,"If it is cute or Harry is high, then it will be not the bear.",1
10989,the bear is not cute or Harry is high.,"If it is not the bear, then it will be not cute or Harry is high. ",0
10990,the bear is lovely or Charlie is not beautiful.,"If it is not lovely, then it will be not the bear.",1
10991,the bear is lovely or Charlie is not beautiful.,,0
10992,the bear is not lovely or the dinosaur is not dull.,"If it is lovely, then it will be not the bear.",1
10993,the bear is not lovely or the dinosaur is not dull.,"If it is not the bear, then it will be not lovely. ",0
10994,the bear is beautiful or the cat is not poor.,"If it is not beautiful, then it will be not the bear.",1
10995,the bear is beautiful or the cat is not poor.,"If it is the bear, then it will be not beautiful. ",0
10996,the bear is not beautiful or Fiona is not nice.,"If it is beautiful, then it will be not the bear.",1
10997,the bear is not beautiful or Fiona is not nice.,"If it is not the bear, then it will be not beautiful. ",0
10998,the bear is funny or the dinosaur is lovely.,"If it is not funny, then it will be not the bear.",1
10999,the bear is funny or the dinosaur is lovely.,"If it is funny, then it will be the bear. ",0
11000,the bear is not funny or the wolf is not awful.,"If it is funny, then it will be not the bear.",1
11001,the bear is not funny or the wolf is not awful.,"If it is not the bear, then it will be not funny. ",0
11002,the bear is big or the lion is lovely.,"If it is not big, then it will be not the bear.",1
11003,the bear is big or the lion is lovely.,"If it is big, then it will be the bear. ",0
11004,the bear is not big or the tiger is not high.,"If it is big, then it will be not the bear.",1
11005,the bear is not big or the tiger is not high.,,0
11006,the bear is strong or the tiger is huge.,"If it is not strong, then it will be not the bear.",1
11007,the bear is strong or the tiger is huge.,,0
11008,the bear is not strong or the lion is not tired.,"If it is strong, then it will be not the bear.",1
11009,the bear is not strong or the lion is not tired.,"If it is the bear, then it will be strong. ",0
11010,the bear is awful or the snake is boring.,"If it is not awful, then it will be not the bear.",1
11011,the bear is awful or the snake is boring.,"If it is the bear, then it will be not awful. ",0
11012,the bear is not awful or Dave is not huge.,"If it is awful, then it will be not the bear.",1
11013,the bear is not awful or Dave is not huge.,"If it is not the bear, then it will be not awful. ",0
11014,the bear is fierce or the dog is not high.,"If it is not fierce, then it will be not the bear.",1
11015,the bear is fierce or the dog is not high.,,0
11016,the bear is not fierce or the dog is not dull.,"If it is fierce, then it will be not the bear.",1
11017,the bear is not fierce or the dog is not dull.,"If it is not fierce, then it will be the bear. ",0
11018,the bear is heavy or the crocodile is not boring.,"If it is not heavy, then it will be not the bear.",1
11019,the bear is heavy or the crocodile is not boring.,,0
11020,the bear is not heavy or the tiger is not dull.,"If it is heavy, then it will be not the bear.",1
11021,the bear is not heavy or the tiger is not dull.,"If it is not heavy, then it will be the bear. ",0
11022,the bear is horrible or the snake is not clever.,"If it is not horrible, then it will be not the bear.",1
11023,the bear is horrible or the snake is not clever.,"If it is horrible, then it will be the bear. ",0
11024,the bear is not horrible or Charlie is not rough.,"If it is Charlie, then it will be not the bear.",1
11025,the bear is not horrible or Charlie is not rough.,"If it is not the bear, then it will be not Charlie. ",0
11026,the bear is powerful or the cat is nice.,"If it is not powerful, then it will be not the bear.",1
11027,the bear is powerful or the cat is nice.,"If it is powerful, then it will be the bear. ",0
11028,the bear is not powerful or the rabbit is rough.,"If it is powerful, then it will be not the bear.",1
11029,the bear is not powerful or the rabbit is rough.,"If it is the bear, then it will be powerful. ",0
11030,the bear is angry or Gary is not fierce.,"If it is not angry, then it will be not the bear.",1
11031,the bear is angry or Gary is not fierce.,"If it is angry, then it will be the bear. ",0
11032,the bear is not angry or the bald eagle is big.,"If it is angry, then it will be not the bear.",1
11033,the bear is not angry or the bald eagle is big.,"If it is the bear, then it will be angry. ",0
11034,the bear is high or the crocodile is not dull.,"If it is not high, then it will be not the bear.",1
11035,the bear is high or the crocodile is not dull.,"If it is not the bear, then it will be high. ",0
11036,the bear is not high or the mouse is round.,"If it is high, then it will be not the bear.",1
11037,the bear is not high or the mouse is round.,,0
11038,the bear is huge or the dinosaur is slow.,"If it is not huge, then it will be not the bear.",1
11039,the bear is huge or the dinosaur is slow.,"If it is huge, then it will be the bear. ",0
11040,the bear is not huge or Anne is small.,"If it is Anne, then it will be not the bear.",1
11041,the bear is not huge or Anne is small.,"If it is not Anne, then it will be the bear. ",0
11042,the bear is short or the bald eagle is not heavy.,"If it is not short, then it will be not the bear.",1
11043,the bear is short or the bald eagle is not heavy.,"If it is short, then it will be the bear. ",0
11044,the bear is not short or Charlie is not sleepy.,"If it is short, then it will be not the bear.",1
11045,the bear is not short or Charlie is not sleepy.,"If it is not short, then it will be the bear. ",0
11046,the bear is thin or Bob is not high.,"If it is not thin, then it will be not the bear.",1
11047,the bear is thin or Bob is not high.,,0
11048,the bear is not thin or the mouse is slow.,"If it is the mouse, then it will be not the bear.",1
11049,the bear is not thin or the mouse is slow.,"If it is not the mouse, then it will be the bear. ",0
11050,the bear is little or Charlie is not cute.,"If it is not or Charlie, then it will be not the bear.",1
11051,the bear is little or Charlie is not cute.,"If it is or Charlie, then it will be the bear. ",0
11052,the bear is not little or Erin is not horrible.,"If it is little or Erin is not horrible, then it will be not the bear.",1
11053,the bear is not little or Erin is not horrible.,"If it is not little or Erin is not horrible, then it will be the bear. ",0
11054,the bear is tiny or the snake is not dull.,"If it is not tiny, then it will be not the bear.",1
11055,the bear is tiny or the snake is not dull.,"If it is not the bear, then it will be tiny. ",0
11056,the bear is not tiny or the dog is round.,"If it is tiny, then it will be not the bear.",1
11057,the bear is not tiny or the dog is round.,"If it is not tiny, then it will be the bear. ",0
11058,the bear is wealthy or Anne is awful.,"If it is not Anne, then it will be not the bear.",1
11059,the bear is wealthy or Anne is awful.,"If it is Anne, then it will be the bear. ",0
11060,the bear is not wealthy or Gary is tired.,"If it is wealthy, then it will be not the bear.",1
11061,the bear is not wealthy or Gary is tired.,,0
11062,the bear is poor or Alan is not beautiful.,"If it is not poor, then it will be not the bear.",1
11063,the bear is poor or Alan is not beautiful.,"If it is poor, then it will be the bear. ",0
11064,the bear is not poor or the squirrel is powerful.,"If it is poor, then it will be not the bear.",1
11065,the bear is not poor or the squirrel is powerful.,"If it is not poor, then it will be the bear. ",0
11066,the bear is dull or Bob is not tiny.,"If it is not dull, then it will be not the bear.",1
11067,the bear is dull or Bob is not tiny.,"If it is not the bear, then it will be dull. ",0
11068,the bear is not dull or Fiona is not huge.,"If it is dull, then it will be not the bear.",1
11069,the bear is not dull or Fiona is not huge.,"If it is the bear, then it will be dull. ",0
11070,the bear is rough or the dinosaur is short.,"If it is not rough, then it will be not the bear.",1
11071,the bear is rough or the dinosaur is short.,"If it is rough, then it will be the bear. ",0
11072,the bear is not rough or the snake is not round.,"If it is rough, then it will be not the bear.",1
11073,the bear is not rough or the snake is not round.,"If it is not rough, then it will be the bear. ",0
11074,the bear is bad or Fiona is not dull.,"If it is not bad, then it will be not the bear.",1
11075,the bear is bad or Fiona is not dull.,"If it is bad, then it will be the bear. ",0
11076,the bear is not bad or the dinosaur is not sleepy.,"If it is bad, then it will be not the bear.",1
11077,the bear is not bad or the dinosaur is not sleepy.,,0
11078,the bear is sad or Erin is not tired.,"If it is not sad, then it will be not the bear.",1
11079,the bear is sad or Erin is not tired.,"If it is not the bear, then it will be sad. ",0
11080,the bear is not sad or Alan is strong.,"If it is sad, then it will be not the bear.",1
11081,the bear is not sad or Alan is strong.,"If it is not sad, then it will be the bear. ",0
11082,the lion is kind or Gary is not tired.,"If it is not kind, then it will be not the lion.",1
11083,the lion is kind or Gary is not tired.,"If it is not the lion, then it will be kind. ",0
11084,the lion is not kind or Bob is wealthy.,"If it is Bob, then it will be not the lion.",1
11085,the lion is not kind or Bob is wealthy.,"If it is not the lion, then it will be not Bob. ",0
11086,the lion is quiet or Gary is not sleepy.,"If it is not quiet, then it will be not the lion.",1
11087,the lion is quiet or Gary is not sleepy.,"If it is quiet, then it will be the lion. ",0
11088,the lion is not quiet or Alan is slow.,"If it is quiet, then it will be not the lion.",1
11089,the lion is not quiet or Alan is slow.,"If it is not quiet, then it will be the lion. ",0
11090,the lion is round or the bald eagle is not powerful.,"If it is not round, then it will be not the lion.",1
11091,the lion is round or the bald eagle is not powerful.,,0
11092,the lion is not round or the dinosaur is not boring.,"If it is round, then it will be not the lion.",1
11093,the lion is not round or the dinosaur is not boring.,"If it is not round, then it will be the lion. ",0
11094,the lion is nice or the bear is smart.,"If it is not nice, then it will be not the lion.",1
11095,the lion is nice or the bear is smart.,"If it is the lion, then it will be not nice. ",0
11096,the lion is not nice or the bear is dull.,"If it is nice, then it will be not the lion.",1
11097,the lion is not nice or the bear is dull.,,0
11098,the lion is smart or Charlie is strong.,"If it is not smart, then it will be not the lion.",1
11099,the lion is smart or Charlie is strong.,,0
11100,the lion is not smart or the bald eagle is rough.,"If it is smart, then it will be not the lion.",1
11101,the lion is not smart or the bald eagle is rough.,,0
11102,the lion is clever or Fiona is not rough.,"If it is not clever, then it will be not the lion.",1
11103,the lion is clever or Fiona is not rough.,"If it is clever, then it will be the lion. ",0
11104,the lion is not clever or the rabbit is fierce.,"If it is clever, then it will be not the lion.",1
11105,the lion is not clever or the rabbit is fierce.,"If it is not clever, then it will be the lion. ",0
11106,the lion is dull or the snake is not tired.,"If it is not dull, then it will be not the lion.",1
11107,the lion is dull or the snake is not tired.,,0
11108,the lion is not dull or the bald eagle is not lovely.,"If it is dull, then it will be not the lion.",1
11109,the lion is not dull or the bald eagle is not lovely.,,0
11110,the lion is rough or Charlie is thin.,"If it is not rough, then it will be not the lion.",1
11111,the lion is rough or Charlie is thin.,"If it is the lion, then it will be not rough. ",0
11112,the lion is not rough or the leopard is small.,"If it is rough, then it will be not the lion.",1
11113,the lion is not rough or the leopard is small.,"If it is the lion, then it will be rough. ",0
11114,the lion is lazy or the bald eagle is cute.,"If it is not lazy, then it will be not the lion.",1
11115,the lion is lazy or the bald eagle is cute.,,0
11116,the lion is not lazy or Fiona is not tired.,"If it is lazy, then it will be not the lion.",1
11117,the lion is not lazy or Fiona is not tired.,,0
11118,the lion is slow or Dave is little.,"If it is not slow, then it will be not the lion.",1
11119,the lion is slow or Dave is little.,,0
11120,the lion is not slow or Dave is not slow.,"If it is slow, then it will be not the lion.",1
11121,the lion is not slow or Dave is not slow.,"If it is not slow, then it will be the lion. ",0
11122,the lion is sleepy or the bear is not rough.,"If it is not sleepy, then it will be not the lion.",1
11123,the lion is sleepy or the bear is not rough.,"If it is the lion, then it will be not sleepy. ",0
11124,the lion is not sleepy or the crocodile is not dull.,"If it is sleepy, then it will be not the lion.",1
11125,the lion is not sleepy or the crocodile is not dull.,,0
11126,the lion is boring or the snake is not bad.,"If it is not boring, then it will be not the lion.",1
11127,the lion is boring or the snake is not bad.,,0
11128,the lion is not boring or the dog is not horrible.,"If it is boring, then it will be not the lion.",1
11129,the lion is not boring or the dog is not horrible.,"If it is not boring, then it will be the lion. ",0
11130,the lion is tired or Alan is not lovely.,"If it is not tired, then it will be not the lion.",1
11131,the lion is tired or Alan is not lovely.,"If it is not the lion, then it will be tired. ",0
11132,the lion is not tired or the mouse is not little.,"If it is tired, then it will be not the lion.",1
11133,the lion is not tired or the mouse is not little.,"If it is the lion, then it will be tired. ",0
11134,the lion is reckless or the tiger is huge.,"If it is not reckless, then it will be not the lion.",1
11135,the lion is reckless or the tiger is huge.,"If it is reckless, then it will be the lion. ",0
11136,the lion is not reckless or Bob is cute.,"If it is reckless, then it will be not the lion.",1
11137,the lion is not reckless or Bob is cute.,"If it is not reckless, then it will be the lion. ",0
11138,the lion is furry or Alan is not powerful.,"If it is not furry, then it will be not the lion.",1
11139,the lion is furry or Alan is not powerful.,"If it is furry, then it will be the lion. ",0
11140,the lion is not furry or Charlie is rough.,"If it is Charlie, then it will be not the lion.",1
11141,the lion is not furry or Charlie is rough.,,0
11142,the lion is small or the wolf is not little.,"If it is not small, then it will be not the lion.",1
11143,the lion is small or the wolf is not little.,,0
11144,the lion is not small or the cat is furry.,"If it is small, then it will be not the lion.",1
11145,the lion is not small or the cat is furry.,"If it is not small, then it will be the lion. ",0
11146,the lion is cute or the bald eagle is bad.,"If it is not cute, then it will be not the lion.",1
11147,the lion is cute or the bald eagle is bad.,,0
11148,the lion is not cute or the mouse is not sad.,"If it is cute, then it will be not the lion.",1
11149,the lion is not cute or the mouse is not sad.,,0
11150,the lion is lovely or Fiona is rough.,"If it is not lovely, then it will be not the lion.",1
11151,the lion is lovely or Fiona is rough.,"If it is lovely, then it will be the lion. ",0
11152,the lion is not lovely or Anne is clever.,"If it is lovely, then it will be not the lion.",1
11153,the lion is not lovely or Anne is clever.,"If it is not the lion, then it will be not lovely. ",0
11154,the lion is beautiful or the dinosaur is short.,"If it is not beautiful, then it will be not the lion.",1
11155,the lion is beautiful or the dinosaur is short.,"If it is beautiful, then it will be the lion. ",0
11156,the lion is not beautiful or Dave is little.,"If it is beautiful, then it will be not the lion.",1
11157,the lion is not beautiful or Dave is little.,,0
11158,the lion is funny or the bald eagle is strong.,"If it is not funny, then it will be not the lion.",1
11159,the lion is funny or the bald eagle is strong.,"If it is the lion, then it will be not funny. ",0
11160,the lion is not funny or the bear is not lazy.,"If it is funny, then it will be not the lion.",1
11161,the lion is not funny or the bear is not lazy.,"If it is the lion, then it will be funny. ",0
11162,the lion is big or the bald eagle is horrible.,"If it is not big, then it will be not the lion.",1
11163,the lion is big or the bald eagle is horrible.,"If it is big, then it will be the lion. ",0
11164,the lion is not big or the bear is not sad.,"If it is big, then it will be not the lion.",1
11165,the lion is not big or the bear is not sad.,,0
11166,the lion is strong or the dog is not cute.,"If it is not strong, then it will be not the lion.",1
11167,the lion is strong or the dog is not cute.,"If it is strong, then it will be the lion. ",0
11168,the lion is not strong or the crocodile is huge.,"If it is strong, then it will be not the lion.",1
11169,the lion is not strong or the crocodile is huge.,"If it is the lion, then it will be strong. ",0
11170,the lion is awful or the cat is reckless.,"If it is not awful, then it will be not the lion.",1
11171,the lion is awful or the cat is reckless.,"If it is awful, then it will be the lion. ",0
11172,the lion is not awful or the bear is cute.,"If it is awful, then it will be not the lion.",1
11173,the lion is not awful or the bear is cute.,"If it is the lion, then it will be awful. ",0
11174,the lion is fierce or the cat is not round.,"If it is not fierce, then it will be not the lion.",1
11175,the lion is fierce or the cat is not round.,"If it is not the lion, then it will be fierce. ",0
11176,the lion is not fierce or Harry is not furry.,"If it is fierce, then it will be not the lion.",1
11177,the lion is not fierce or Harry is not furry.,,0
11178,the lion is heavy or Anne is tired.,"If it is not heavy, then it will be not the lion.",1
11179,the lion is heavy or Anne is tired.,"If it is not the lion, then it will be heavy. ",0
11180,the lion is not heavy or Harry is not furry.,"If it is heavy, then it will be not the lion.",1
11181,the lion is not heavy or Harry is not furry.,"If it is not heavy, then it will be the lion. ",0
11182,the lion is horrible or the dog is not boring.,"If it is not horrible, then it will be not the lion.",1
11183,the lion is horrible or the dog is not boring.,"If it is the lion, then it will be not horrible. ",0
11184,the lion is not horrible or Fiona is dull.,"If it is horrible, then it will be not the lion.",1
11185,the lion is not horrible or Fiona is dull.,,0
11186,the lion is powerful or Fiona is dull.,"If it is not powerful, then it will be not the lion.",1
11187,the lion is powerful or Fiona is dull.,"If it is not the lion, then it will be powerful. ",0
11188,the lion is not powerful or the dinosaur is not bad.,"If it is powerful, then it will be not the lion.",1
11189,the lion is not powerful or the dinosaur is not bad.,"If it is not powerful, then it will be the lion. ",0
11190,the lion is angry or the cat is furry.,"If it is not angry, then it will be not the lion.",1
11191,the lion is angry or the cat is furry.,"If it is angry, then it will be the lion. ",0
11192,the lion is not angry or the wolf is kind.,"If it is angry, then it will be not the lion.",1
11193,the lion is not angry or the wolf is kind.,,0
11194,the lion is high or the bear is not fierce.,"If it is not high, then it will be not the lion.",1
11195,the lion is high or the bear is not fierce.,,0
11196,the lion is not high or the dog is beautiful.,"If it is high, then it will be not the lion.",1
11197,the lion is not high or the dog is beautiful.,"If it is not the lion, then it will be not high. ",0
11198,the lion is huge or the snake is not huge.,"If it is not huge, then it will be not the lion.",1
11199,the lion is huge or the snake is not huge.,"If it is not the lion, then it will be huge. ",0
11200,the lion is not huge or the tiger is not tired.,"If it is huge, then it will be not the lion.",1
11201,the lion is not huge or the tiger is not tired.,,0
11202,the lion is short or the snake is not tired.,"If it is not short, then it will be not the lion.",1
11203,the lion is short or the snake is not tired.,"If it is the lion, then it will be not short. ",0
11204,the lion is not short or the squirrel is dull.,"If it is short, then it will be not the lion.",1
11205,the lion is not short or the squirrel is dull.,"If it is not short, then it will be the lion. ",0
11206,the lion is thin or the dinosaur is not angry.,"If it is not thin, then it will be not the lion.",1
11207,the lion is thin or the dinosaur is not angry.,"If it is thin, then it will be the lion. ",0
11208,the lion is not thin or Bob is not lovely.,"If it is Bob, then it will be not the lion.",1
11209,the lion is not thin or Bob is not lovely.,,0
11210,the lion is little or the squirrel is not dull.,"If it is dull, then it will be the lion is or the squirrel.",1
11211,the lion is little or the squirrel is not dull.,"If it is the lion is or the squirrel, then it will be not dull. ",0
