sentence1,sentence2,label
"If Charlie is not big, then the crocodile is not round.",Charlie isn't big or round like a crocodile.,0
the leopard is big and Bob is fierce.,"The leopard is big, Bob isn't fierce.",0
"If the lion is strong, then Harry is thin.",The lion is strong or thin.,0
"If the wolf is quiet, then the dinosaur is high.",Wolfes are quiet or dinosaurs are high.,0
Gary is wealthy and the mouse is wealthy.,"The mouse is wealthy, Gary is wealthy.",1
the squirrel is not strong and Alan is not little.,"Alan isn't little, and the squirrel isn't strong.",1
the rabbit is huge. or Fiona is not dull,Fiona wouldn't be dull if the rabbit wasn't huge.,1
"If Erin is not slow, then Fiona is not tiny.",Erin is slow or Fiona isn't tiny.,1
"If Alan is round, then Harry is not angry.",Alan won't get round if Harry is angry.,1
the squirrel is cute or the dinosaur is not huge.,The squirrel is cute or the dinosaur is huge.,0
the crocodile is not furry and the tiger is awful.,"Tigers are awful, crocodiles aren't furry.",1
Anne is not dull or Alan is not strong.,Alan is weak if Anne is dull.,1
Bob is not lazy and Dave is not cute.,"Bob isn't lazy, Dave is cute.",0
"If Erin is not round, then the rabbit is small.","If the rabbit wasn't small, Erin would have been round.",1
"If Harry is cute, then the mouse is dull.","If Harry wasn't cute, the mouse would have been dull.",0
the bald eagle is not sad or Bob is not big.,"If the bald eagle is sad, Bob isn't big.",1
the lion is furry. or the cat is not dull,"If the lion wasn't furry, the cat wouldn't be dull.",1
the leopard is not reckless and the crocodile is lazy.,"The leopard is not reckless, the crocodile is not lazy.",0
the snake is not tired or Fiona is not heavy.,Fiona isn't heavy if the snakes get tired.,1
the mouse is short and the dog is not tiny.,The mouse is short and the dog is tiny.,0
the crocodile is furry or Anne is dull.,Anne would be dull if the crocodile wasn't furry.,1
Bob is powerful or Alan is not slow.,Bob was powerful or Alan was slow.,0
"If the squirrel is small, then Bob is rough.",The squirrels are small or rough rooted.,0
"If the dog is kind, then the snake is huge.",The snake is huge if the dog isn't kind.,0
"If the dinosaur is round, then Alan is cute.","If Alan wasn't cute, dinosaurs wouldn't be round.",1
the wolf is not beautiful and the squirrel is not huge.,"The wolf isn't beautiful, the squirrel is huge.",0
"If the mouse is beautiful, then the bear is wealthy.",The mouse isn't beautiful or the bear is wealth.,1
"If the squirrel is not bad, then Erin is not round.","If the squirrel was bad, Erin wouldn't be round.",0
"If Fiona is rough, then Charlie is not nice.",Fiona is rough or Charlie isn't nice.,0
Anne is short. or Bob is not cute,Anne is short or Bob is cute.,0
Bob is cute and the rabbit is tiny.,Bob is cute and the rabbit isn't tiny.,0
"If Anne is not sleepy, then Alan is rough.",Anne isn't sleepy or rough with Alan.,0
"If the dinosaur is high, then the mouse is huge.",No dinosaurs were high or huge mice.,1
"If Charlie is not small, then the rabbit is wealthy.",Charlie would be small if the bunny wasn't wealthy.,1
Anne is bad or the tiger is not thin.,bad for Anne or a tiger thin.,0
"If Charlie is round, then the mouse is furry.",The mouse is furry if Charlie isn't round.,0
"If the wolf is heavy, then Anne is small.",Wolfes aren't heavy or Anne small.,1
"If the rabbit is not thin, then the squirrel is not cute.",The rabbit isn't thin or the squirrel isn't cute.,0
the bear is horrible and the squirrel is angry.,The squirrel was angry and the bear was horrible.,1
"If the leopard is not rough, then the lion is not nice.","If the lion was nice, the leopard would be rough.",1
"If the bald eagle is beautiful, then the lion is quiet.",The bald eagle isn't beautiful without the quiet of the lion.,1
"If the leopard is not smart, then the leopard is little.",Whether the leopard is rooted in intelligence or a little.,0
"If the leopard is not lovely, then the crocodile is powerful.","If a leopard is lovely, a crocodile is powerful.",0
Bob is not small and Dave is horrible.,Dave was horrible and Bob wasn't small.,1
"If the dog is not horrible, then the rabbit is not smart.","If the dog is horrible, the bunny isn't smart.",0
Bob is short or the bald eagle is huge.,Bob is short or the bald eagle isn't huge.,0
"If the bear is strong, then Alan is powerful.","Without Alan's power, the bears would not be strong.",1
Gary is not quiet and the cat is not small.,Gary was quiet and the cat was small.,0
"If Alan is not angry, then the leopard is not angry.",Alan is angry or the leopard is not.,1
Harry is not awful and Bob is tired.,"Harry isn't awful, and Bob isn't tired.",0
"If Charlie is small, then Harry is not reckless.",Harry isn't reckless if Charlie isn't small.,0
the tiger is not boring or Gary is not heavy.,Tigers are boring or Gary isn't heavy.,0
the rabbit is boring and the dog is not small.,The rabbits are boring and the dogs small.,0
Harry is not tiny or the bald eagle is not fierce.,Harry is tiny or the bald eagle is not fierce.,0
Erin is high. or the lion is not sleepy,Erin is high or the lion is sleepy.,0
"If the bald eagle is boring, then the rabbit is not cute.","If the bunny was cute, it wouldn't be boring to a bald eagle.",1
Harry is clever and the squirrel is not big.,"The squirrel wasn't big, Harry was clever.",1
Charlie is slow or the dinosaur is not funny.,"If Charlie wasn't slow, the dinosaurs wouldn't be funny.",1
the mouse is not tiny and the tiger is lazy.,"The mouse isn't tiny, and the tiger isn't lazy.",0
"If Dave is not boring, then Charlie is not powerful.",Dave isn't boring or Charlie isn't powerful.,0
"If Anne is dull, then the dog is not powerful.","If Anne wasn't dull, the dog wouldn't be powerful.",0
"If the rabbit is funny, then the snake is not high.",Bunnies aren't funny when snakes are high.,1
"If the dinosaur is not cute, then Harry is sad.","The dinosaurs are cute or sad, rooted in Harry.",1
the dog is awful or Alan is lovely.,Alan would be lovely without the awfulness of the dog.,1
"If Bob is not high, then the leopard is not cute.",Bob isn't high or the leopard isn't cute.,0
the leopard is not dull and the snake is not cute.,The snake isn't cute and the leopard isn't dull.,1
the snake is round or Erin is not smart.,The snake is round or smart Erin.,0
Alan is not high and Charlie is furry.,Charlie is furry and Alan isn't high.,1
the rabbit is not sad or the bald eagle is not kind.,"If the bunny is sad, the bald eagle isn't kind.",1
the squirrel is horrible. or Anne is not slow,"If the squirrel wasn't horrible, Anne wouldn't have been slow.",1
"If the snake is not huge, then the lion is not slow.","If the Lion slows down, the snake is huge.",1
"If Harry is not thin, then the dog is strong.",Harry is thin or strong.,1
Erin is boring and the cat is reckless.,The cat is reckless and Erin is boring.,1
Anne is short or the cat is not high.,"If Anne wasn't short, the cat wouldn't be high.",1
"If the lion is not sad, then Alan is not furry.",Alan isn't furry if the Lion is sad.,0
the mouse is bad and the crocodile is tired.,Crocodiles get tired and mice get bad.,1
the dinosaur is slow or the rabbit is not huge.,"If dinosaurs weren't slow, the rabbits wouldn't be huge.",1
Charlie is thin and the snake is fierce.,Charlie is thin and the snake isn't fierce.,0
"If the dinosaur is not quiet, then Bob is big.","If Bob wasn't big, the dinosaurs would be quiet.",1
"If the squirrel is boring, then Bob is rough.",No squirrels are boring or Bob rough.,1
the rabbit is fierce and the dinosaur is sleepy.,dinosaurs sleepy and bunnies fierce.,1
Harry is not quiet or the wolf is not kind.,Harry was quiet or the wolf was unkind.,0
Gary is not nice and Harry is not slow.,Gary wasn't nice and Harry was slow.,0
"If Bob is not slow, then Bob is rough.",Bob is rough if he's slow.,0
the leopard is bad or the crocodile is not wealthy.,Leopards are bad or crocodiles are wealthy.,0
Erin is not round and the cat is not quiet.,The cat was quiet and Erin wasn't round.,1
the dinosaur is lovely or Erin is fierce.,"The dinosaurs are lovely, or Erin isn't fierce.",0
Alan is not funny or the snake is not powerful.,Alan is funny or the snake isn't powerful.,0
"If Charlie is bad, then the snake is not smart.",Charlie is bad or the snake isn't smart.,0
"If Gary is awful, then Fiona is not nice.","If Gary wasn't awful, Fiona wouldn't have been nice.",0
"If the squirrel is angry, then the bald eagle is not short.",No squirrel anger or bald eagle short.,1
Fiona is beautiful and the lion is not rough.,"The Lion isn't rough, Fiona is beautiful.",1
"If Fiona is powerful, then the bald eagle is boring.",Fiona would be powerless if the bald eagle wasn't boring.,1
Alan is not boring and the bald eagle is heavy.,The bald eagle is heavy and Alan isn't boring.,1
"If Harry is not wealthy, then Erin is horrible.",Harry wasn't wealthy or Erin was horrible.,0
"If Erin is beautiful, then Charlie is not round.","If Erin wasn't beautiful, Charlie wouldn't be round.",0
the bear is clever and the crocodile is short.,Crocodiles are short and bears clever.,1
Harry is smart or Gary is not angry.,Gary isn't angry if Harry isn't smart.,1
Gary is round and the bear is angry.,Gary round and the bear isn't angry.,0
Harry is boring and Dave is not reckless.,"Dave isn't reckless, Harry is boring.",1
"If the snake is wealthy, then the snake is not tired.",The snake isn't tired of being wealthy.,0
"If the crocodile is heavy, then the crocodile is quiet.","If the crocodiles weren't quiet, they wouldn't be heavy.",1
"If Alan is rough, then the crocodile is smart.",Alan isn't rough or smart as a crocodile.,1
"If the wolf is not rough, then the bald eagle is not small.",A wolf is rough if a bald eagle is small.,1
"If the bear is dull, then the dinosaur is slow.",No bear is dull or slow.,1
"If the lion is reckless, then Bob is small.",Bob is small if the Lion isn't reckless.,0
"If the wolf is not quiet, then the leopard is not reckless.","If the leopard was reckless, the wolf would be quiet.",1
"If the tiger is dull, then the crocodile is not slow.",Tigers are dull without crocodiles slowing down.,1
the rabbit is rough or the squirrel is furry.,Bunnies are rough or squirrels aren't furry.,0
Erin is short. or the dog is not strong,"If Erin isn't short, the dog isn't strong.",1
the tiger is funny and the rabbit is tiny.,"Tigers are funny, bunnies aren't tiny.",0
the dog is nice or the mouse is rough.,"If the dog isn't nice, the mouse is rough.",1
"If the squirrel is nice, then the tiger is not sleepy.",Tigers aren't sleepy unless the squirrels are nice.,0
"If Anne is funny, then Harry is not dull.",Anne isn't funny if Harry is dull.,1
"If the snake is sleepy, then the snake is bad.","If the snake wasn't bad, it wouldn't be sleepy.",1
Alan is smart and the bear is not huge.,"The bear isn't huge, Alan is smart.",1
"If the cat is not short, then Gary is slow.",The cat is short or Gary slow.,1
the mouse is huge. or the bear is not furry,"If the mouse wasn't huge, bears wouldn't be furry.",1
"If Harry is dull, then the bald eagle is not quiet.",Harry isn't dull or the bald eagle is quiet.,1
the dinosaur is not sleepy or the lion is not sad.,The dinosaurs are sleepy or the lions are sad.,0
the wolf is huge or the dog is not lovely.,Wolfes are huge or dogs are lovely.,0
Bob is clever. or Gary is not round,"If Bob isn't clever, Gary won't be round.",1
"If the bear is rough, then Gary is strong.","If Gary wasn't strong, the bear wouldn't be rough.",1
"If the mouse is strong, then Charlie is awful.","If Charlie wasn't awful, the mouse wouldn't be strong.",1
the rabbit is not huge and the squirrel is not slow.,The bunny isn't huge and the squirrels are slow.,0
"If the mouse is lovely, then Charlie is not boring.",The mouse isn't lovely or Charlie isn't boring.,1
Dave is huge or Charlie is rough.,Dave is huge or Charlie is rough.,0
"If the wolf is not little, then the snake is not smart.","If the Wolf is little, the snake isn't smart.",0
"If Fiona is not thin, then the dog is not small.","If Fiona is thin, the dog isn't small.",0
the bear is not fierce and the wolf is not high.,"Wolfes aren't high, bears aren't fierce.",1
the dinosaur is not furry and the crocodile is not kind.,"The dinosaurs aren't furry, the crocodiles are kind.",0
the tiger is not lazy and the squirrel is beautiful.,"Tigers aren't lazy, squirrels aren't beautiful.",0
the lion is dull or the mouse is fierce.,"If the lion wasn't dull, the mouse would have been fierce.",1
"If Anne is not lovely, then Charlie is not boring.","If Anne was lovely, Charlie wouldn't be boring.",0
"If the rabbit is round, then the dinosaur is clever.","If the dinosaur wasn't clever, the rabbit wouldn't be round.",1
"If Fiona is dull, then the leopard is tiny.",Fiona wouldn't be dull if the leopard wasn't tiny.,1
Fiona is furry and the tiger is not dull.,Fiona is furry and the Tiger is dull.,0
the bald eagle is not heavy and Anne is not dull.,"Anne isn't dull, and the bald eagle isn't heavy.",1
"If the rabbit is not high, then the bear is dull.","If the bears weren't dull, the rabbits would be high.",1
"If Alan is boring, then Alan is not tired.",Alan isn't boring if he gets tired.,1
"If the crocodile is not poor, then the tiger is not quiet.",Tigers are quiet if the crocodiles are poor.,0
"If the lion is not lazy, then Anne is sad.",The lion isn't lazy or Anne sad.,0
the bear is dull and the leopard is rough.,The leopard is rough and the bear dull.,1
"If the squirrel is not tired, then the cat is not slow.",Whether the squirrel is tired or the cat is slow.,0
"If Bob is tired, then the mouse is horrible.",Bob isn't tired of being a mouse horrible.,1
Charlie is not dull or the squirrel is not slow.,"If Charlie is dull, the squirrel won't be slow.",1
Charlie is heavy. or the tiger is not horrible,Charlie is heavy or the Tiger is horrible.,0
"If the rabbit is dull, then Alan is not nice.","If Alan was nice, the rabbits wouldn't be dull.",1
"If the crocodile is not boring, then the crocodile is dull.",Crocodiles are dull if not boring.,1
the dinosaur is not smart and Gary is high.,Gary is high and the dinosaur isn't smart.,1
Dave is poor and the dinosaur is not tiny.,Dave is poor and the dinosaurs are tiny.,0
"If the leopard is not clever, then the squirrel is not lovely.",The squirrel isn't lovely unless the leopard is clever.,0
"If the mouse is not heavy, then the bear is dull.",The mouse is heavy if the bear isn't dull.,1
the lion is rough and the squirrel is not huge.,"The squirrels aren't huge, and the lions are rough.",1
"If the dog is not beautiful, then Dave is not sleepy.","The dog is beautiful, or Dave isn't sleepy.",1
"If the dog is wealthy, then the snake is dull.",The dog is wealthy or the snake dull.,0
the wolf is wealthy and Alan is small.,Wolf is wealthy and Alan is small.,0
"If the rabbit is not dull, then the leopard is kind.",The rabbit is not dull or the leopard is kind.,0
"If the leopard is powerful, then the lion is cute.",The leopard is not powerful or the lion is cute.,1
"If the tiger is not clever, then Harry is thin.",Tiger isn't clever or Harry is thin.,0
"If Alan is short, then the bald eagle is bad.",Alan isn't short or a bad bald eagle.,1
"If the lion is dull, then the snake is not little.",Lions aren't dull or snakes aren't little.,1
Charlie is not tiny and Gary is not clever.,"Charlie isn't tiny, and Gary is clever.",0
the bear is heavy and the cat is strong.,"The cat is strong, the bear is heavy.",1
Gary is not dull and the mouse is not bad.,"Gary isn't dull, the mouse is bad.",0
the bald eagle is smart or the lion is dull.,A dull lion is not a smart bald eagle.,1
Charlie is horrible and Dave is sleepy.,Charlie was horrible and Dave wasn't sleepy.,0
the lion is not boring or Harry is not poor.,Lions bore or Harry wasn't poor.,0
the wolf is rough. or Alan is not short,Alan wouldn't be short if the wolves weren't rough.,1
Dave is rough or Charlie is sleepy.,Dave is rough or Charlie isn't sleepy.,0
"If Erin is beautiful, then Charlie is not round.",Erin wouldn't be beautiful if Charlie was round.,1
"If Alan is not powerful, then the mouse is angry.",Alan was either powerless or the mouse was angry.,0
Harry is not smart and the snake is not slow.,Harry isn't smart and the snake is slow.,0
Gary is beautiful. or Dave is not angry,"If Gary wasn't beautiful, Dave wouldn't be angry.",1
the leopard is small. or Harry is not lazy,The leopard is small or Harry is lazy.,0
the rabbit is bad. or Erin is not high,Bad bunny or high for Erin.,0
Charlie is angry. or the snake is not high,"If Charlie wasn't angry, the snake wouldn't be high.",1
the bear is little. or Charlie is not sad,The bear is little or Charlie sad.,0
"If Dave is fierce, then Fiona is quiet.","If Dave wasn't fierce, Fiona would have been quiet.",0
"If Dave is not slow, then Anne is lovely.","If Anne wasn't lovely, Dave would have been slow.",1
the bald eagle is tiny. or the tiger is not smart,The bald eagle is tiny or the tiger smart.,0
the bald eagle is not nice and Fiona is not wealthy.,"Fiona isn't wealthy, and the bald eagle isn't nice.",1
"If the squirrel is smart, then the bald eagle is huge.","Not smart squirrels, or huge bald eagles.",1
"If the cat is smart, then the dinosaur is sad.",The dinosaurs are sad if the cat isn't smart.,0
Dave is tired and the snake is not dull.,Dave is tired and the snake dull.,0
the mouse is not lovely and Erin is not lazy.,Erin isn't lazy and the mouse isn't lovely.,1
Alan is furry or Harry is slow.,Harry would be slow if Alan wasn't furry.,1
"If the dog is not slow, then the mouse is not sleepy.",The dog is slow when the mouse is asleep.,1
"If the crocodile is fierce, then the tiger is dull.",Crocodiles aren't fierce or Tigers dull.,1
the lion is horrible and Fiona is fierce.,Fiona is fierce and the Lion is horrible.,1
"If the squirrel is powerful, then the rabbit is not wealthy.",The squirrel isn't powerful or the rabbit isn't wealthy.,1
"If the dinosaur is sad, then Dave is not smart.","If the dinosaurs weren't sad, Dave wouldn't have been smart.",0
"If the bald eagle is big, then Erin is not angry.","If the bald eagle wasn't big, Erin wouldn't be angry.",0
"If the bear is not reckless, then the dinosaur is not quiet.",The bear is reckless or the dinosaurs are quiet.,1
the bear is not small and the cat is not angry.,"The cat is not angry, and the bear is not small.",1
the dinosaur is beautiful or the tiger is thin.,Tigers are thin if dinosaurs aren't beautiful.,1
"If the squirrel is not smart, then the mouse is little.","If the squirrel was smart, the mouse would be little.",0
Erin is short. or the dog is not strong,Erin is short or strong.,0
the lion is not tired or the rabbit is not tired.,Lions or bunnies not tired.,0
"If Erin is rough, then the rabbit is not kind.",Erin wouldn't have been rough if the bunny had been kind.,1
the lion is boring or the bald eagle is not tired.,"If the lion isn't bored, the bald eagle won't get tired.",1
"If Bob is wealthy, then the lion is high.","If Bob wasn't wealthy, the Lion would be high.",0
the squirrel is clever or the bear is reckless.,"If the squirrel wasn't clever, bears would be reckless.",1
"If the snake is not rough, then the leopard is sleepy.","If the snake is rough, the leopard is sleepy.",0
"If the leopard is not slow, then the squirrel is not lovely.",Leopards slow or squirrels not lovely roots.,1
"If the crocodile is short, then Dave is dull.","Crocodiles aren't short or dull, Dave is dull.",1
"If the mouse is not powerful, then the leopard is not reckless.",The mouse is powerful or the leopard is reckless.,1
"If the cat is not horrible, then Dave is rough.",The cat was horrible or Dave rough.,1
"If Harry is not bad, then the crocodile is not kind.",Harry would be bad if a crocodile was kind.,1
"If the snake is not tired, then the crocodile is not lovely.",Crocodiles aren't lovely when snakes get tired.,0
"If the lion is not clever, then Anne is reckless.",lion clever or reckless Anne,1
Charlie is not strong or the crocodile is not heavy.,"If Charlie is strong, the crocodile isn't heavy.",1
"If Harry is not cute, then the bear is not furry.","If Harry was cute, a bear wouldn't be furry.",0
"If the bear is not cute, then the lion is not dull.","Bears are cute, lions aren't dull.",1
Gary is not lazy or Dave is not rough.,Gary is either lazy or Dave is rough.,0
"If the snake is poor, then the lion is heavy.",The lion is heavy if the snake is poor.,0
the leopard is not nice or Gary is not round.,If the leopard was nice Gary wouldn't be round.,1
the squirrel is strong and Erin is fierce.,Erin is fierce and the squirrel is strong.,1
the leopard is not slow or the bald eagle is not slow.,The leopard is slow or the bald eagle is slow.,0
"If Charlie is not reckless, then Erin is not dull.",Charlie is reckless or Erin is dull.,1
Gary is angry. or the wolf is not kind,"If Gary wasn't angry, the wolves wouldn't be kind.",1
Erin is poor or Erin is powerful.,"If Erin wasn't poor, she'd be powerful.",1
Erin is not lazy or the dinosaur is not awful.,Erin is lazy or the dinosaurs are awful.,0
the snake is reckless or the leopard is poor.,The snake is reckless or the leopard is poor.,0
the snake is not slow or the bald eagle is not strong.,The snake is slow or the bald eagle is weak.,0
Gary is not smart and the bear is not kind.,Bears aren't kind and Gary isn't smart.,1
Alan is not awful and the bald eagle is wealthy.,The bald eagle was wealthy and Alan wasn't awful.,1
"If the dinosaur is wealthy, then Harry is small.","The dinosaurs weren't wealthy or small, Harry wasn't.",0
Charlie is wealthy or the lion is not dull.,"If Charlie wasn't wealthy, the lion wouldn't be dull.",1
the bear is furry. or the tiger is not angry,Tigers aren't angry if bears aren't furry.,1
the tiger is not thin and the lion is not nice.,"Lions aren't nice, tigers aren't thin.",1
"If Bob is tiny, then Gary is round.",Bob isn't tiny if Gary isn't round.,1
the snake is not big and the tiger is sleepy.,Tigers are sleepy and snakes aren't big.,1
"If Erin is rough, then the rabbit is not kind.","If Erin wasn't rough, the bunny wouldn't be kind.",0
"If the tiger is not small, then Charlie is not angry.",Tigers aren't small or angry with Charlie.,0
"If the rabbit is not thin, then the squirrel is not cute.","If the squirrel was cute, the rabbit would be thin.",1
Bob is lovely or the bear is poor.,"If Bob wasn't lovely, then bears would be poor.",1
the bear is small or Anne is short.,"If the bear wasn't small, Anne would have been short.",1
Harry is powerful and Fiona is bad.,Fiona is bad and Harry is powerful.,1
the cat is angry and the bear is not small.,The cat was angry and the bear was small.,0
"If the cat is not fierce, then the squirrel is kind.",The cat isn't fierce or the squirrel is kind.,0
"If Bob is dull, then Alan is tiny.",Bob is dull or Alan is tiny.,0
"If Fiona is poor, then the crocodile is not bad.","If the crocodiles were bad, Fiona wouldn't have been poor.",1
"If Erin is high, then the snake is powerful.",Erin would not be high without the power of the snake.,1
"If the dinosaur is not lovely, then the tiger is smart.","If the dinosaurs were lovely, the tiger would be smart.",0
"If the squirrel is not wealthy, then Gary is lovely.",If the squirrel was wealthy Gary would be lovely.,0
Harry is kind and the mouse is not big.,The mouse isn't big and Harry is kind.,1
the cat is not quiet and Erin is not slow.,Erin was slow and the cat was quiet.,1
Fiona is furry or the tiger is not dull.,"If Fiona wasn't furry, the tiger wouldn't be dull.",1
"If the cat is not tired, then the dinosaur is not dull.",Tired of cats or dull of dinosaurs.,0
"If the squirrel is thin, then the bear is powerful.","If the bear isn't powerful, the squirrel won't be thin.",1
"If the squirrel is not reckless, then Anne is not sleepy.",The squirrel was reckless or Anne wasn't sleepy.,1
Charlie is not thin and the bald eagle is not tiny.,The bald eagle wasn't tiny and Charlie wasn't thin.,1
"If Harry is dull, then the dog is not tired.","If Harry isn't dull, the dog won't get tired.",0
Harry is not nice and the crocodile is not quiet.,Crocodiles are quiet and Harry isn't nice.,1
the lion is small and the mouse is not dull.,The lion is small and the mouse dull.,0
"If the cat is furry, then Harry is not kind.",Harry isn't kind to cats who aren't furry.,0
Anne is small or Gary is small.,"Anne is small, or Gary isn't.",0
the snake is not cute or the cat is not clever.,"If the snake is cute, the cat isn't clever.",1
Dave is awful or the tiger is round.,"If Dave wasn't awful, a tiger would have been round.",1
"If the dinosaur is tiny, then the squirrel is not kind.","If dinosaurs weren't tiny, squirrels wouldn't be kind.",0
"If Gary is awful, then Fiona is not nice.",Gary is awful or Fiona isn't nice.,0
the dinosaur is boring or Gary is not lovely.,If dinosaurs weren't boring Gary wouldn't be lovely.,1
Gary is quiet. or Charlie is not awful,Gary is quiet or Charlie is awful.,0
the mouse is horrible and the bear is thin.,The mouse was horrible and the bear wasn't thin.,0
"If the mouse is not huge, then Alan is not rough.","If Alan were rough, the mouse would be huge.",1
the squirrel is round and Alan is horrible.,"The squirrels were round, Alan wasn't horrible.",0
"If the squirrel is nice, then the tiger is not sleepy.",No squirrels or tigers are nice or sleepy.,1
"If the dog is not slow, then the mouse is not sleepy.",The mouse is not sleepy if the dog is slow.,0
the bear is little and Anne is not strong.,The bear is little and Anne is strong.,0
Gary is dull or the bear is not huge.,Gary is dull or the bear is huge.,0
Dave is not rough and Harry is not sleepy.,Harry isn't sleepy and Dave isn't rough.,1
the dog is furry and the crocodile is not strong.,"Crocodiles are weak, and dogs are furry.",1
"If the dog is nice, then Fiona is sleepy.","If Fiona isn't sleeping, the dog won't be nice.",1
the crocodile is horrible. or Gary is not awful,Gary isn't awful if the crocodile isn't horrible.,1
"If the wolf is not wealthy, then Bob is cute.","If the Wolf was wealthy, Bob would be cute.",0
"If the cat is lazy, then Erin is boring.",Erin would be bored if the cat wasn't lazy.,0
"If the snake is not sad, then the lion is not high.",The snake is not sad or the lion is not high.,0
the tiger is rough and the dog is heavy.,The dog is heavy and the tiger rough.,1
the squirrel is quiet or Dave is not heavy.,"The squirrels were quiet, or Dave was heavy.",0
the bald eagle is dull and the dog is not sleepy.,Bald Eagle dull and dog sleepy.,0
the bald eagle is cute or the bald eagle is slow.,"If the bald eagle wasn't cute, he'd be slow.",1
the wolf is rough or Alan is dull.,Alan would be dull if the wolves weren't rough.,1
the mouse is not lazy and Dave is poor.,"The mouse isn't lazy, Dave isn't poor.",0
"If the dinosaur is boring, then the bald eagle is not short.",No dinosaurs bore or the bald eagles short.,1
"If Anne is powerful, then the snake is nice.",-Anne's power or the snake's nice.,0
"If Fiona is not funny, then Alan is big.","If Fiona was funny, Alan would be big.",0
the dog is tired and Charlie is not horrible.,Tired of dogs and horrible Charlie.,0
the crocodile is short or the dinosaur is big.,"If the crocodiles weren't short, dinosaurs would be big.",1
"If Fiona is nice, then the mouse is lazy.",Fiona is nice or the mouse is lazy.,0
the rabbit is short or the squirrel is not high.,The rabbit is short or the squirrel is high.,0
"If the crocodile is powerful, then Fiona is not kind.","If Fiona was kind, the crocodiles wouldn't be powerful.",1
"If the bear is tiny, then Erin is dull.",The bear isn't tiny or dull.,1
"If Alan is lovely, then the rabbit is bad.",Alan isn't lovely or the bunny is bad.,1
the wolf is not boring and the leopard is dull.,"The wolves aren't boring, the leopards aren't dull.",0
"If the lion is sad, then Harry is tiny.",The lion is sad or Harry tiny.,0
"If the dinosaur is not tired, then Gary is not cute.","If Gary is cute, dinosaurs will tire.",1
the crocodile is quiet and Bob is huge.,Bob is huge and the crocodiles are quiet.,1
"If the bear is sad, then the mouse is tired.",Not sad for bears unless the mouse is tired.,1
"If Erin is not beautiful, then the crocodile is tiny.","Erin is beautiful, or the crocodile is not tiny.",0
"If the mouse is not dull, then the dog is slow.",The mouse is dull or the dog slow.,1
"If Bob is rough, then the snake is not rough.",Bob isn't rough if it's a snake.,1
"If Alan is little, then the crocodile is not small.","If Alan wasn't little, the crocodile wouldn't be small.",0
"If Charlie is high, then Dave is little.",Dave is little if Charlie isn't high.,0
the crocodile is not angry and the wolf is not heavy.,"Crocodiles are not angry, wolves are heavy.",0
the squirrel is rough and the wolf is not quiet.,"The squirrels were rough, the wolves quiet.",0
"If the crocodile is not furry, then the snake is not tired.",Crocodiles aren't furry or snakes aren't tired.,0
"If the lion is clever, then Charlie is not thin.",The lion is clever or Charlie isn't thin.,0
Dave is huge and Charlie is rough.,"Charlie is rough, Dave is huge.",1
"If Anne is not high, then the rabbit is sad.",-Anne high or sad bunny.,1
the dinosaur is beautiful and the tiger is thin.,"The dinosaurs are beautiful, the tiger isn't thin.",0
Gary is not angry and the leopard is not big.,The leopard isn't big and Gary isn't angry.,1
the tiger is not little and Dave is sad.,Tigers aren't little and Dave isn't sad.,0
the wolf is not powerful and Erin is not short.,"Erin isn't short, and the wolf isn't powerful.",1
"If the bald eagle is not poor, then the bald eagle is not nice.",Whether it's poor or a bald eagle isn't nice.,0
"If the lion is not wealthy, then the snake is thin.","If the lion was wealthy, the snake would be thin.",0
the rabbit is short and the squirrel is not high.,The squirrels were not high and the bunnies were short.,1
Anne is fierce and the crocodile is not huge.,Anne is fierce and the crocodiles are huge.,0
the dog is round and the leopard is huge.,The leopard is huge and the dog is round.,1
Charlie is poor and the bald eagle is not nice.,Charlie is poor and the bald eagle is nice.,0
"If Erin is not boring, then Gary is not fierce.",Erin is either boring or Gary is fierce.,0
"If Alan is dull, then Dave is smart.",Dave would be smart if Alan wasn't dull.,0
"If Harry is furry, then Bob is cute.","If Harry wasn't furry, Bob would have been cute.",0
"If the squirrel is bad, then the dinosaur is not dull.",The dinosaurs wouldn't be dull if the squirrel wasn't bad.,0
Charlie is not reckless and Dave is not wealthy.,"Dave isn't wealthy, Charlie isn't reckless.",1
"If the dog is lovely, then the squirrel is not kind.",The dog is lovely or the squirrel isn't kind.,0
the lion is not cute and the leopard is powerful.,The leopard is powerful and the lion isn't cute.,1
Bob is funny or the tiger is round.,"If Bob wasn't funny, the tiger would have been round.",1
the lion is reckless or the leopard is not huge.,Lions are reckless or leopards are huge.,0
the mouse is funny. or the rabbit is not dull,The mouse is funny or the rabbit dull.,0
Charlie is small. or Gary is not lovely,Charlie is small or Gary is lovely.,0
the bald eagle is heavy or Bob is sleepy.,"If the bald eagle wasn't heavy, Bob would have been sleepy.",1
the bear is lazy or the wolf is nice.,"If bears aren't lazy, nice wolves.",1
"If the bear is beautiful, then Charlie is thin.","Without Charlie, the bear wouldn't be beautiful.",1
"If the dinosaur is wealthy, then Harry is small.","If Harry wasn't small, dinosaurs wouldn't be wealthy.",1
"If Anne is round, then Alan is tired.",Anne isn't round or Alan is tired.,1
"If the dinosaur is not horrible, then Dave is not powerful.","No dinosaur is horrible or powerful, Dave is not.",0
"If the tiger is not quiet, then the mouse is lazy.",Tiger quiet or mouse lazy.,1
