sentence1,sentence2,label
"If Alan is not sleepy, then Alan is not poor.",Alan is not poor or sleepy.,1
Harry is not little or the cat is furry.,"If Harry was not little, a cat would be furry.",1
the cat is little or Erin is not clever.,The cat is little or clever.,0
"If Alan is not cute, then the dog is horrible.","If Alan was cute, the dog would have been horrible.",0
the cat is not reckless and the lion is not dull.,The cat is not reckless and the lion is dull.,0
the dinosaur is not bad or Fiona is heavy.,"Not bad for a dinosaur, or Fiona heavy.",0
"If Harry is high, then the crocodile is not strong.","Crocodiles are not strong, Harry is not high.",0
Anne is not tiny or Alan is not fierce.,Anne is not tiny or fierce.,0
"If Gary is awful, then the leopard is not short.","If Gary wasn't awful, the leopard would not be short.",0
Gary is lazy and Anne is not quiet.,Anne is not quiet and Gary is lazy.,1
the tiger is not powerful or the wolf is not clever.,The tiger is not powerful or the wolf clever.,0
the dog is not lazy and the dinosaur is not huge.,The dog is not lazy and the dinosaur is huge.,0
"If the crocodile is not beautiful, then the snake is little.","If the crocodile is beautiful, the snake is little.",0
the crocodile is not lazy and the dinosaur is not thin.,Crocodiles are not lazy and dinosaurs are thin.,0
Bob is not nice and the tiger is rough.,Bob is not nice and the tiger isn't rough.,0
"If Alan is not funny, then the snake is not poor.","The snake is not poor, Alan is not funny.",1
the crocodile is heavy and Alan is not poor.,Alan is not poor and the crocodile is heavy.,1
"If the cat is not clever, then Erin is cute.",Erin would be cute if the cat was clever.,0
the mouse is not dull and Fiona is not short.,Fiona was not short and the mouse was not dull.,1
"If the wolf is bad, then Anne is not wealthy.","If Anne was wealthy, the wolf would not be bad.",0
Bob is tiny or the wolf is reckless.,"If Bob were tiny, the Wolf would be reckless.",1
Bob is poor or the tiger is boring.,Bob is poor or a tiger isn't boring.,0
the dog is not bad or the snake is beautiful.,Not bad for a dog or a snake that isn't beautiful.,0
the dog is beautiful and the wolf is quiet.,"The dog was ugly, the wolf quiet.",1
the rabbit is strong or Gary is not fierce.,Gary would not be fierce if the rabbit was strong.,1
"If the dog is beautiful, then Erin is not tired.",The dog is beautiful or Erin isn't tired.,1
the crocodile is big or Bob is high.,Crocodiles are big or Bob isn't high.,0
"If the tiger is not lovely, then the bear is rough.","If the tiger was a lovely thing, bear would be rough.",0
Dave is big or the lion is angry.,Dave isn't big or unangry with the Lion.,1
"If the snake is not nice, then Erin is wealthy.","If Erin is not wealthy, then a snake is nice.",1
the crocodile is rough and the wolf is not strong.,The wolf is not strong and the crocodile is rough.,1
the cat is not angry or the bear is not rough.,"If the cat is not angry, the bear is not rough.",1
"If the wolf is sad, then the rabbit is strong.","If the rabbit is weak, the wolf isn't sad.",0
Erin is smart and Gary is not strong.,Erin is smart and Gary is strong.,0
"If Fiona is not smart, then the cat is huge.",Fiona isn't smart or the cat is huge.,1
the rabbit is not short and Erin is angry.,Bunny is not short and Erin is not angry.,0
the dinosaur is little and the squirrel is not poor.,The squirrel is not poor and the dinosaur is little.,1
"If the cat is boring, then Gary is not little.","If Gary were little, the cats wouldn't be bored.",1
the mouse is cute and Charlie is not lovely.,Charlie is not lovely and the mouse is cute.,1
"If the leopard is beautiful, then the mouse is not kind.",The roots are beautiful leopards or the mouse is unkind.,1
"If the cat is huge, then Bob is dull.",Bob would be dull if the cat wasn't huge.,0
the lion is not rough and the leopard is small.,The leopard is small and the lion is not rough.,1
the snake is thin and the bear is dull.,The snake is thin and the bear is dull.,0
"If the crocodile is not small, then the leopard is not wealthy.","The leopard is not wealthy, the crocodile is small.",0
"If the dog is not angry, then the rabbit is small.","If the rabbit is not small, the dog will be angry.",0
"If Harry is not horrible, then Gary is quiet.",Harry would have been horrible had Gary not been quiet.,1
Charlie is not small or Fiona is not poor.,Charlie is not small or Fiona poor.,0
"If Anne is not wealthy, then Bob is not funny.","If Anne was wealthy, Bob would not be funny.",0
"If Fiona is slow, then the mouse is not bad.",Fiona is slow or the mouse isn't bad.,1
the leopard is not rough or the squirrel is not wealthy.,"If the leopard is not rough, the squirrel is not wealthy.",1
Bob is not slow or Harry is not poor.,Bob is not slow or Harry poor.,0
the leopard is bad and Anne is powerful.,The leopard is bad and Anne is powerless.,0
"If Bob is not funny, then the leopard is not fierce.","If Bob is funny, the leopard is not fierce.",0
Gary is not kind or the dog is not rough.,"If Gary is not kind, the dog will not be rough.",1
"If the cat is not kind, then Charlie is powerful.","a cat isn't kind or powerful, Charlie.",1
Fiona is big and Dave is not awful.,Dave is not awful and Fiona is big.,1
"If the tiger is sleepy, then the lion is not round.",Tigers sleepy or lions round.,1
the leopard is poor and the bear is huge.,The leopard is poor and the bear isn't huge.,0
Alan is not clever or the crocodile is not smart.,Alan is not clever or the crocodile smart.,0
the crocodile is slow and the rabbit is not boring.,The rabbit is not boring and the crocodile is slow.,1
the mouse is not fierce and the dog is furry.,The dog is furry and the mouse is not fierce.,1
Alan is not reckless and the wolf is not quiet.,The wolf was not quiet and Alan was not reckless.,1
"If the cat is funny, then Anne is not quiet.",The cat is funny or Anne is quiet.,1
"If the leopard is not wealthy, then the bald eagle is not slow.","If the bald eagle was slow, the leopard would be wealthy.",1
Bob is smart or Gary is not thin.,Bob is smart or Gary is thin.,0
the wolf is rough or the tiger is angry.,Wolf rough or Tiger unangry?,1
"If Alan is not rough, then the squirrel is not tiny.","The squirrel is not tiny, Alan is not rough.",1
"If the bear is not furry, then the crocodile is not fierce.","If the crocodile is fierce, the bear is furry.",1
"If the squirrel is boring, then the tiger is not strong.","If the tiger is strong, the squirrel will not be bored.",1
the mouse is short and Gary is not lazy.,Gary is not lazy and the mouse is short.,1
Erin is not awful or the bald eagle is not dull.,Erin is not awful or the bald eagle dull.,0
the dinosaur is tired and the dinosaur is nice.,Nice dinosaur and tired.,1
Gary is boring and Alan is not bad.,Alan is not bad and Gary is boring.,1
"If Charlie is not reckless, then the lion is dull.","The lion is dull, Charlie reckless.",0
"If Gary is not tiny, then the tiger is nice.","If Gary were tiny, a tiger would be nice.",0
Erin is high and the mouse is not nice.,Erin is high and the mouse is nice.,0
the dinosaur is not little and the leopard is lazy.,The dinosaur is not little and the leopard is not lazy.,0
the snake is powerful or the bald eagle is not angry.,The Snake is powerful or the Bald Eagle is angry.,0
"If the dog is not furry, then the bear is not tired.","If bears tire, the dog will be furry.",1
"If the rabbit is not big, then Harry is not rough.",The bunny wasn't big or rough for Harry.,1
"If Alan is short, then Erin is not reckless.",Erin would not be reckless if Alan wasn't short.,0
"If the wolf is not tired, then the wolf is not dull.",The wolf is not dull if tired.,0
Gary is slow and the lion is not reckless.,The lion is not reckless and Gary is slow.,1
the mouse is small or Gary is not sad.,If the mouse was small Gary would not be sad.,1
Gary is dull and the tiger is beautiful.,The tiger is beautiful and Gary dull.,1
the crocodile is small or Fiona is not lovely.,Crocodiles are small or Fiona is lovely.,0
Alan is not wealthy or the leopard is not awful.,Alan is not wealthy or the leopard is awful.,0
"If the squirrel is slow, then Bob is kind.",Bob is kind if the squirrel isn't slow.,0
the lion is not strong or the crocodile is huge.,The lion is not strong or the crocodile is not huge.,0
the dog is lazy and the lion is not beautiful.,The dog is lazy and the lion is beautiful.,0
Alan is strong and the snake is not heavy.,The snake is not heavy and Alan is strong.,1
"If the mouse is not clever, then the crocodile is not slow.",The mouse isn't clever or the crocodile isn't slow.,1
"If Charlie is not lazy, then Alan is sad.",Charlie is lazy if Alan isn't sad.,1
"If the bald eagle is huge, then Bob is bad.","If Bob wasn't so bad, the bald eagle wouldn't be huge.",1
"If the snake is strong, then the snake is huge.",The snake is huge without being weak.,1
"If the leopard is big, then Alan is rough.",The leopard is big or rough rooted.,1
the rabbit is clever and the snake is not heavy.,The bunny is clever and the snake is heavy.,0
the cat is not heavy or Anne is horrible.,"If the cat was not heavy, Anne would have been horrible.",1
the rabbit is not nice and the dog is quiet.,The dog was quiet and the bunny was not nice.,1
Bob is not lazy or the dinosaur is not small.,Bob is not lazy or the dinosaur is small.,0
"If Dave is poor, then the lion is nice.","If Dave wasn't poor, a lion would be nice.",0
"If the snake is not little, then the bear is boring.","If the snake was little, the bear would be bored.",0
the dog is powerful or the snake is reckless.,The dog is not powerless or the snake is reckless.,1
"If the dog is boring, then the dog is fierce.",The root of the dog is boredom or fierceness.,1
"If the wolf is not nice, then the leopard is boring.","The wolf is nice, but the leopard is boring.",0
"If Harry is not dull, then the lion is not lovely.","If Harry is dull, the lion is not lovely.",0
the dinosaur is tiny or the bald eagle is horrible.,The bald eagle would be horrible if the dinosaur was tiny.,1
"If the snake is not quiet, then Bob is beautiful.",Bob would be beautiful if the snake was quiet.,0
Harry is sleepy or the dog is not furry.,"If Harry was sleepy, the dog would not be furry.",1
the rabbit is not huge and the tiger is big.,Bunny not huge and tiger not big.,0
the wolf is reckless or Dave is short.,The wolf is reckless or Dave is short.,0
"If the rabbit is high, then the rabbit is funny.",Bunnies are funny when they aren't high.,0
the dinosaur is not thin or Alan is not awful.,"Not thin a dinosaur, or awful Alan.",0
"If Erin is not big, then the tiger is thin.","If Erin is big, the tiger is thin.",0
"If the crocodile is boring, then the lion is not sleepy.",The lion is not sleepy if the crocodile isn't bored.,0
"If the bald eagle is angry, then the dog is not kind.","If the bald eagle isn't angry, the dog is not kind.",0
"If Bob is not thin, then Fiona is not sad.","If Fiona is sad, Bob is thin.",1
the squirrel is beautiful.,The squirrel isn't ugly.,1
the tiger is poor and Gary is not boring.,Gary is not boring and the tiger is poor.,1
"If the dinosaur is not wealthy, then the mouse is not fierce.","The mouse is not fierce, the dinosaur is not wealthy.",1
the dinosaur is quiet or the cat is tiny.,The dinosaur is quiet or the cat is tiny.,0
"If Gary is rough, then the lion is dull.","If Gary wasn't rough, the lion would have been dull.",0
"If the bear is powerful, then the bear is not awful.",Whether the bear is powerful or not awful.,1
the dog is slow and the cat is not funny.,The dog is slow and the cat is funny.,0
"If Anne is not boring, then the leopard is not dull.","The leopard is not dull, Anne is boring.",0
"If the bald eagle is not horrible, then the mouse is not wealthy.","The mouse is not wealthy, the bald eagle is horrible.",0
"If the lion is not huge, then the rabbit is not big.","Bunny not big, lion not huge.",0
"If Dave is not poor, then the mouse is furry.","If Dave were poor, the mouse would be furry.",0
the tiger is not poor or the dog is powerful.,The tiger is not poor or the dog is not powerful.,0
the lion is not strong and the crocodile is huge.,Crocodiles are huge and lions are not strong.,1
"If Harry is smart, then Anne is strong.","Anne is strong, Harry isn't smart.",0
Anne is not clever and Alan is slow.,Anne is not clever and Alan is not slow.,0
"If Dave is not boring, then the dog is not angry.","If Dave is boring, the dog is not angry.",0
"If the lion is not small, then Gary is not nice.","If Gary was nice, the lion would have been small.",1
the crocodile is short and Erin is not bad.,Crocodile short and bad for Erin.,0
"If the dog is tiny, then the snake is tired.",The dog isn't tiny unless the snakes get tired of it then.,1
the bald eagle is not smart or Bob is not nice.,Bald Eagle is not smart or Bob is nice.,0
the mouse is not furry or the squirrel is not huge.,"If the mouse is not furry, the squirrel is not huge.",1
"If Anne is funny, then Fiona is boring.",Anne isn't funny if Fiona isn't boring.,0
Dave is not nice and the squirrel is bad.,Bad squirrel and Dave is not nice.,1
"If Fiona is lazy, then Erin is dull.",Fiona isn't lazy if Erin isn't dull.,1
the squirrel is funny or the dinosaur is not nice.,"If the squirrel is funny, the dinosaur is not nice.",1
the squirrel is poor or the snake is angry.,Poor squirrel or snake not angry.,0
"If Fiona is nice, then Gary is not sad.",Fiona was nice or Gary wasn't sad.,1
the snake is kind or Erin is smart.,"If the snake was kind, Erin would be smart.",1
"If Gary is awful, then the leopard is not short.",Gary isn't awful if the leopard is short.,1
the tiger is not fierce and Charlie is not awful.,Charlie is not awful and the tiger is not fierce.,1
the squirrel is not dull and Harry is not kind.,The squirrel is not dull and Harry is kind.,0
"If Erin is angry, then the crocodile is horrible.","If Erin was unangry, the crocodile would have been horrible.",0
"If the bald eagle is not small, then the dog is tired.",The bald eagle isn't small or tired of being a dog.,1
"If the squirrel is not clever, then Gary is not huge.",The squirrel wasn't clever or huge Gary.,1
"If the leopard is thin, then Bob is not heavy.","If Bob is heavy, the leopard is not thin.",1
the crocodile is powerful or Fiona is clever.,"Crocodiles aren't powerless or clever, Fiona is.",1
the mouse is sad or Anne is tired.,Sad or tired of the mouse.,0
"If the wolf is not lovely, then the wolf is not poor.",The wolf is not poor or lovely.,1
the dinosaur is not dull and the mouse is heavy.,The mouse is heavy and the dinosaur is not dull.,1
Dave is not quiet and the lion is cute.,Dave was not quiet and the lion wasn't cute.,0
"If the bear is wealthy, then Bob is quiet.","Without Bob's quiet, a bear wouldn't be wealthy.",1
"If the tiger is not rough, then Dave is rough.",Tigers are rough if Dave isn't rough.,1
Harry is not lovely and the squirrel is quiet.,Harry is not lovely and the squirrel isn't quiet.,0
the cat is not furry or the rabbit is not heavy.,"If the cat is not furry, the rabbit is not heavy.",1
the rabbit is not small and Erin is strong.,The rabbit is not small and Erin is not strong.,0
"If the dinosaur is not quiet, then the squirrel is short.","If the dinosaur was quiet, the squirrel would be short.",0
the bear is not sleepy and Bob is not cute.,Bob is not cute and the bear is not sleepy.,1
the bald eagle is not clever or the cat is lazy.,"If the Bald Eagle was not clever, the cat would be lazy.",1
Harry is rough or the leopard is tired.,Harry is rough or the leopard isn't tired.,0
Anne is not lazy and Gary is lazy.,Gary is lazy and Anne is not.,1
Charlie is not kind or the mouse is not beautiful.,Charlie is not kind or the mouse is beautiful.,0
the wolf is poor and the mouse is not strong.,The mouse is not strong and the wolf is poor.,1
"If the rabbit is poor, then the dog is not round.",The rabbit is not poor if the dog is round.,1
"If the leopard is furry, then the lion is rough.",A lion is rough if the leopard isn't furry.,0
the bald eagle is sleepy or the dinosaur is not lazy.,Bald Eagle Sleepy or lazy dinosaur,0
Gary is furry or the leopard is bad.,Gary is furry or a leopard isn't a bad thing.,0
the leopard is not small or the rabbit is tired.,"If the leopard is not small, the rabbit will get tired.",1
the lion is not cute and the mouse is not sad.,The mouse is not sad and the lion is not cute.,1
Bob is not quiet and Anne is rough.,Anne was rough and Bob was not quiet.,1
Fiona is not small or the bear is not slow.,"If Fiona was not small, the bear would not have been slow.",1
the leopard is reckless or the cat is small.,"If the leopard is reckless, the cat is small.",1
the crocodile is not beautiful and the dinosaur is sleepy.,The dinosaur is sleepy and the crocodile is not beautiful.,1
"If the crocodile is not furry, then the bear is dull.",Crocodiles aren't furry or bears dull.,1
"If the tiger is lazy, then the squirrel is not slow.",The squirrel is not slow if the tiger isn't lazy.,0
"If the bald eagle is tiny, then the lion is not quiet.",The bald eagle is tiny or the lion is quiet.,1
"If Erin is not small, then Erin is not furry.","If Erin was furry, she'd be small.",0
"If the cat is huge, then Bob is dull.",Bob would be dull if the cat wasn't huge.,0
"If Gary is not powerful, then the lion is not heavy.","If Gary were powerful, the lion would not be heavy.",0
"If the dog is not wealthy, then Erin is cute.","If the dog was wealthy, Erin would be cute.",0
"If the leopard is tiny, then the squirrel is not cute.",The squirrel is not cute unless the leopard is tiny.,0
Alan is angry.,Alan is not unangry.,1
"If the tiger is high, then Charlie is awful.","If Charlie wasn't awful, the tiger wouldn't be high.",1
"If Harry is fierce, then Dave is tiny.","If Dave wasn't tiny, Harry wouldn't have been fierce.",0
the rabbit is kind or Gary is powerful.,Gary would be powerful if the bunny was kind.,1
"If Bob is rough, then the lion is not furry.",Bob's rough or a lion's not furry.,1
"If the cat is not tiny, then the crocodile is not small.","Crocodile not small, cat not tiny.",1
Charlie is not lazy and Alan is clever.,Charlie is not lazy and Alan isn't clever.,0
the wolf is strong.,The wolf is weak.,0
"If the rabbit is thin, then the crocodile is not wealthy.",A crocodile is not wealthy unless the rabbit is thin.,0
the cat is nice and the bald eagle is not kind.,The cat was nice and the bald eagle was kind.,0
Anne is not nice or the bald eagle is tiny.,"If Anne wasn't nice, the bald eagle would be tiny.",1
Harry is not boring and Anne is heavy.,Anne is heavy and Harry is not boring.,1
"If the mouse is not furry, then Bob is not small.","Bob is not small, the mouse is furry.",0
"If Erin is not reckless, then Fiona is not short.",Fiona is not short or Erin reckless.,0
"If Bob is tired, then the squirrel is not heavy.","If the squirrel is heavy, Bob is not tired.",0
Erin is not poor or the dog is wealthy.,Erin is not poor or the dog isn't wealthy.,0
"If Anne is strong, then the bear is powerful.",Anne is not strong if the bear isn't.,1
Anne is not smart and the bear is quiet.,Anne is not smart and the bear is quiet.,0
the crocodile is reckless or Gary is not funny.,Crocodiles are reckless or Gary is funny.,0
"If the cat is not high, then the rabbit is awful.",The bunny is awful when the cat is high.,0
Erin is horrible and Fiona is not sad.,Fiona is not sad and Erin is horrible.,1
the wolf is not lazy or the snake is slow.,The wolf is not lazy or the snake is slow.,0
the bear is furry or the rabbit is strong.,A strong rabbit is stronger than a furry bear.,1
the cat is quiet and Erin is clever.,Erin is clever and the cat is quiet.,1
"If the leopard is not rough, then the dog is powerful.","If the leopard is rough, the dog is powerful.",0
the crocodile is not tired and Anne is not beautiful.,Anne is not beautiful and the crocodile is not tired.,1
Gary is not round or Erin is cute.,Gary is not round or Erin isn't cute.,0
"If the dog is lazy, then the dinosaur is not round.",The dinosaur is not round unless the dog is lazy.,0
"If the rabbit is not short, then Fiona is big.",The rabbit isn't short or big Fiona.,1
Bob is rough or the dinosaur is tired.,"If Bob was rough, the dinosaur would get tired.",1
Harry is strong and the lion is reckless.,The Lion is reckless and Harry is strong.,1
Dave is not small or Anne is funny.,Dave is not small or Anne isn't funny.,0
"If the crocodile is dull, then the rabbit is not clever.",Crocodiles aren't dull unless the bunny is clever.,1
"If the dog is sad, then the cat is short.",Not sad for the dog if the cat isn't short.,1
"If Gary is short, then Harry is smart.",If Gary wasn't short he would have been smart.,0
"If Dave is strong, then the tiger is dull.","If Dave wasn't strong, the tiger would have been dull.",0
"If the snake is not huge, then Charlie is not little.",Charlie is not little if the snake is huge.,0
the crocodile is not fierce or Harry is not smart.,Crocodiles are not fierce or smart.,0
Fiona is round or the squirrel is not strong.,"If Fiona was round, the squirrel would not be strong.",1
"If Dave is not reckless, then Gary is clever.","If Dave was reckless, Gary would have been clever.",0
"If the bald eagle is nice, then Alan is boring.","If Alan wasn't boring, the bald eagle wouldn't be nice.",0
"If Dave is not furry, then the tiger is angry.",Dave isn't furry or angry with the Tiger.,1
the rabbit is beautiful and Anne is horrible.,The bunny is ugly and Anne is horrible.,0
"If the wolf is not sleepy, then the cat is not dull.",The wolf is sleepy if the cat is dull.,1
the snake is quiet or Dave is not lazy.,"If the snake was quiet, Dave would not be lazy.",1
the tiger is not funny and Erin is not high.,The tiger is not funny and Erin is high.,0
"If the bald eagle is not lovely, then the mouse is dull.","If the bald eagle was a lovely thing, the mouse would be dull.",0
the rabbit is sad and the squirrel is not awful.,The bunny was sad and the squirrel awful.,0
"If the tiger is short, then the lion is not reckless.","If the lion is not short of tiger, then the lion is not reckless.",0
the leopard is heavy or the mouse is not fierce.,The leopard is heavy or the mouse fierce.,0
the cat is powerful.,The cat is not powerless.,1
"If the wolf is not heavy, then Harry is bad.",Wolf isn't heavy or Harry bad.,1
the dog is thin or the cat is not funny.,The cat is not funny if the dog is thin.,1
"If Gary is sleepy, then Bob is funny.","If Gary wasn't sleepy, Bob would have been funny.",0
"If the tiger is dull, then the cat is not small.",The tiger would not be dull if the cat were small.,0
"If the leopard is tired, then Erin is not little.",Erin is not little if the leopard isn't tired.,0
Dave is not nice and the squirrel is bad.,Dave is not nice and the squirrel isn't bad.,0
Erin is horrible and Fiona is not sad.,Erin was horrible and Fiona sad.,0
Charlie is not thin or the wolf is not furry.,Charlie is not thin or the wolf is furry.,0
Erin is not angry or the bear is not high.,"If Erin was not angry, the bear would not be high.",1
Bob is nice or the snake is not nice.,nice to Bob or snake.,0
Harry is short or the snake is beautiful.,Harry is short or the snake is ugly.,0
"If the leopard is dull, then Bob is angry.",The leopard is dull or angry.,1
the snake is poor or the crocodile is not reckless.,The snake is poor or the crocodile is reckless.,0
the squirrel is not smart and the dinosaur is not slow.,The squirrel is not smart and the dinosaur is slow.,0
Bob is dull or Alan is not slow.,Alan is not slow if Bob is dull.,1
"If the wolf is not rough, then the cat is not funny.",wolf isn't rough or cat isn't funny.,1
the crocodile is not rough or the lion is angry.,Crocodiles are not rough or Lions angry.,0
"If the bald eagle is lovely, then the bear is quiet.","Bald Eagles are lovely, or Bears quiet.",1
Harry is not poor or Fiona is little.,If Harry was not poor Fiona would have been little.,1
"If the crocodile is thin, then the squirrel is not horrible.",The squirrel is not horrible unless the crocodile is thin.,0
"If the dinosaur is not poor, then the cat is not tired.",The dinosaurs are poor when the cats get tired.,1
"If the bald eagle is huge, then Bob is bad.",The bald eagle is huge or bad for Bob.,1
Anne is kind or the mouse is not cute.,Anne is kind or the mouse is cute.,0
"If Erin is high, then the wolf is sad.","If Erin wasn't high, the wolf would have been sad.",0
"If Charlie is not huge, then Harry is angry.","If Charlie was huge, Harry would be angry.",0
the cat is not horrible or the leopard is not awful.,The leopard is not awful if the cat is not horrible.,1
Erin is not furry or the dog is not strong.,"If Erin is not furry, then the dog is not strong.",1
Gary is quiet or Dave is horrible.,Gary is quiet or Dave isn't horrible.,0
"If the mouse is funny, then Dave is dull.",Dave is dull if the mouse isn't funny.,0
"If the lion is dull, then the mouse is not strong.",The lion would not be dull if the mouse was strong.,0
the mouse is not heavy and Erin is lazy.,Erin is lazy and the mouse is not heavy.,1
Gary is not slow and Fiona is not short.,Gary is not slow and Fiona is short.,0
"If Harry is dull, then the dinosaur is sleepy.",Harry is dull or the dinosaur is sleepy.,1
"If Alan is not nice, then the dog is high.",Alan would be nice if the dog was not high.,0
the wolf is angry or the cat is smart.,Wolf unangry or smart cat.,0
"If Charlie is funny, then the dinosaur is not thin.","If Charlie wasn't funny, the dinosaur was not thin.",0
"If the squirrel is not rough, then the dog is thin.",The squirrels are not rough or thin.,1
the dinosaur is quiet or the cat is tiny.,"If the dinosaur was quiet, the cat would be tiny.",1
Alan is not powerful or Harry is smart.,Harry would be smart if Alan were not powerful.,1
Gary is not round or Erin is cute.,"If Gary is not round, Erin would be cute.",1
"If the wolf is not clever, then Gary is lazy.",If the wolf was clever Gary would be lazy.,0
"If the dog is funny, then the bald eagle is not clever.",Whether the dog is funny or the bald eagle isn't clever.,1
"If the lion is sad, then the dog is beautiful.","The Lion is sad, not if the dog is beautiful.",1
"If the mouse is not short, then Gary is cute.",If the mouse was short Gary would be cute.,0
"If Anne is not powerful, then the crocodile is dull.","If Anne were powerful, the crocodile would have been dull.",0
"If the dog is high, then Anne is awful.",Anne would be awful without a dog high.,0
the bald eagle is not awful and Fiona is powerful.,Fiona is powerful and the Bald Eagle is not awful.,1
Harry is kind and the rabbit is rough.,Harry was kind and the rabbit wasn't rough.,0
"If the cat is angry, then the rabbit is horrible.","If the bunny wasn't horrible, the cat wouldn't be angry.",1
Fiona is beautiful.,Fiona isn't ugly.,1
the wolf is not clever or Harry is clever.,The wolf is not clever or Harry isn't clever.,0
Gary is lazy and Anne is not quiet.,Gary is lazy and Anne is quiet.,0
the cat is not lovely and the wolf is little.,The cat is not lovely and the wolf isn't little.,0
"If the mouse is awful, then the bear is not rough.",The bear is not rough unless the mouse is awful.,0
"If the wolf is dull, then Harry is wealthy.","If Harry wasn't wealthy, the wolf wouldn't be dull.",0
"If the rabbit is not short, then Fiona is big.",If the rabbit was short Fiona would be big.,0
"If Charlie is not quiet, then the tiger is dull.",Charlie wasn't quiet or the Tiger dull.,1
the bald eagle is thin and the tiger is strong.,The tiger is strong and the bald eagle is thin.,1
"If Erin is sad, then the bald eagle is not short.","Whether it's the sad or the bald eagle short, Erin is sad.",1
"If the bald eagle is not tired, then Dave is sleepy.","If Dave isn't sleepy, the bald eagle is tired.",1
Gary is little or the rabbit is powerful.,Gary isn't little or powerless as a rabbit.,1
Fiona is not wealthy and the snake is not kind.,Fiona is not wealthy and the snake is kind.,0
Charlie is not funny and the squirrel is strong.,The squirrel is strong and Charlie is not funny.,1
"If Alan is funny, then the bald eagle is not huge.","If Alan wasn't funny, the bald eagle would not be huge.",0
the mouse is round and the bald eagle is thin.,Bald Eagle Thin and Mouse Round,1
"If the lion is not clever, then Bob is fierce.","If Bob wasn't fierce, the lion would have been clever.",1
"If the crocodile is not high, then the bear is not round.",The bear is not round if the crocodile is high.,0
"If the mouse is not dull, then the bear is not rough.",The bear is not rough if the mouse is dull.,0
the crocodile is reckless and Gary is not funny.,Crocodiles are reckless and Gary is funny.,0
"If Gary is not furry, then the bald eagle is clever.","If Gary is furry, the bald eagle is clever.",0
"If Erin is small, then Bob is not round.","If Erin wasn't small, Bob wouldn't be round.",0
"If the rabbit is not clever, then the dog is not bad.","If the dog is bad, clever bunny.",1
the cat is rough and the bald eagle is reckless.,The bald eagle is reckless and the cat rough.,1
the bear is not beautiful or Fiona is not nice.,Fiona would not be nice if the bear was not beautiful.,1
"If the mouse is not boring, then Alan is furry.",Alan would be furry if the mouse bore.,0
the cat is not rough or the bald eagle is short.,"The bald eagle is short, if not rough for a cat.",1
"If the cat is smart, then Bob is not rough.",Bob is not rough if the cat isn't smart.,0
the snake is thin and the bear is dull.,The bear is dull and the snake is thin.,1
the lion is sleepy and the bear is not rough.,The bear is not rough and the lion is sleepy.,1
"If the crocodile is not small, then the leopard is not wealthy.","The leopard is not wealthy, the crocodile is not small.",1
"If the lion is quiet, then the leopard is not lovely.",Lions are quiet or leopards aren't lovely roots.,1
the crocodile is not cute or the cat is not huge.,Crocodile not cute or cat huge.,0
"If Dave is not powerful, then the bald eagle is not furry.","The Bald Eagle is not furry, Dave is not powerful.",1
the bald eagle is not horrible or Fiona is angry.,Bald Eagles are not horrible or Fiona is angry.,0
"If the dinosaur is slow, then the bear is sleepy.",The dinosaurs won't be slow if the bears aren't sleepy.,1
Harry is lovely or the dinosaur is small.,"Harry is lovely, or the dinosaur isn't small.",0
Gary is angry.,Gary is not unangry.,1
"If the wolf is not awful, then Gary is not round.",If the wolf was awful Gary would not be round.,0
"If the mouse is not furry, then Bob is not small.","Bob is not small, nor is the mouse furry.",1
the cat is not powerful and Erin is nice.,The cat is not powerful and Erin isn't nice.,0
"If Dave is not high, then Anne is nice.","If Dave was high, Anne would have been nice.",0
the wolf is not reckless and Anne is wealthy.,The wolf is not reckless and Anne is not wealthy.,0
Charlie is kind and the squirrel is not dull.,Charlie is kind and the squirrel is dull.,0
Erin is powerful.,Erin is not powerless.,1
"If Fiona is powerful, then the lion is poor.",Fiona would not be powerful if the Lion wasn't poor.,1
"If Bob is not nice, then the wolf is not horrible.","If Bob was nice, the wolf would not have been horrible.",0
the dog is powerful.,The dog is not powerless.,1
Bob is sad or Fiona is dull.,Fiona would be dull if Bob were sad.,1
the leopard is not fierce or Gary is not lazy.,"If the leopard is not fierce, Gary is not lazy.",1
"If the dog is not horrible, then Erin is reckless.","If the dog was horrible, Erin would be reckless.",0
Bob is not sleepy and Charlie is not rough.,Bob is not sleepy and Charlie is rough.,0
the rabbit is not little or the mouse is not reckless.,"If the bunny is not a little, the mouse is not reckless.",1
the squirrel is not rough and the dog is lazy.,The dog is lazy and the squirrel is not rough.,1
"If the bald eagle is kind, then Dave is not short.",bald eagle kind or Dave not short.,1
"If the wolf is poor, then Harry is round.",The wolf isn't poor if Harry wasn't round.,1
the snake is not wealthy and the wolf is sad.,The wolf is sad and the snake is not wealthy.,1
"If the crocodile is not heavy, then the dinosaur is not thin.",Crocodiles are heavy if dinosaurs are thin.,1
"If Charlie is round, then the bear is not thin.",The bear is not thin if Charlie isn't round.,0
the bald eagle is not tiny and the bald eagle is quiet.,The Bald Eagle was quiet and not tiny.,1
the bald eagle is poor and the leopard is not fierce.,"The leopard is not fierce, and the bald eagle is poor.",1
"If Harry is clever, then the tiger is sad.",Harry isn't clever if the Tiger isn't sad.,1
"If the bear is not wealthy, then the dog is not bad.","If the dog is bad, bears are wealthy.",1
