,Original_Sentence,Parsed_Sentence
10767,the wolf is not lazy or the snake is slow.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (CC or) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ slow)))) (. .))
10768,the bear is furry or the rabbit is strong.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ furry)))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ strong)))) (. .))
10769,the cat is quiet and Erin is clever.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ clever)))) (. .))
10770,"If the leopard is not rough, then the dog is powerful.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ powerful))) (. .))"
10771,the crocodile is not tired and Anne is not beautiful.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .))
10772,Gary is not round or Erin is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ round))))) (CC or) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ cute))) (. .))
10773,"If the dog is lazy, then the dinosaur is not round.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ lazy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))"
10774,"If the rabbit is not short, then Fiona is big.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ big))) (. .))"
10775,Bob is rough or the dinosaur is tired.,(S (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ rough)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ tired)))) (. .))
10776,Harry is strong and the lion is reckless.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ strong)))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ reckless)))) (. .))
10777,Dave is not small or Anne is funny.,(S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ small)) (CC or) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ funny)))) (. .))
10778,"If the crocodile is dull, then the rabbit is not clever.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))"
10779,"If the dog is sad, then the cat is short.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ sad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ short))) (. .))"
10780,"If Gary is short, then Harry is smart.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ short))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ smart))) (. .))"
10781,"If Dave is strong, then the tiger is dull.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
10782,"If the snake is not huge, then Charlie is not little.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .))"
10783,the crocodile is not fierce or Harry is not smart.,(S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (CC or) (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .))
10784,Fiona is round or the squirrel is not strong.,(S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ round))) (CC or) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))
10785,"If Dave is not reckless, then Gary is clever.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ reckless)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ clever))) (. .))"
10786,"If the bald eagle is nice, then Alan is boring.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ boring))) (. .))"
10787,"If Dave is not furry, then the tiger is angry.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ angry))) (. .))"
10788,the rabbit is beautiful and Anne is horrible.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ horrible)))) (. .))
10789,"If the wolf is not sleepy, then the cat is not dull.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))"
10790,the snake is quiet or Dave is not lazy.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC or) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (. .))
10791,the tiger is not funny and Erin is not high.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .))
10792,"If the bald eagle is not lovely, then the mouse is dull.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lovely)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
10793,the rabbit is sad and the squirrel is not awful.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (. .))
10794,"If the tiger is short, then the lion is not reckless.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ short))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))) (. .))"
10795,the leopard is heavy or the mouse is not fierce.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ heavy)))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))
10796,the cat is powerful.,(S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ powerful))) (. .))
10797,"If the wolf is not heavy, then Harry is bad.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ heavy)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ bad))) (. .))"
10798,the dog is thin or the cat is not funny.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ thin)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (. .))
10799,"If Gary is sleepy, then Bob is funny.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ funny))) (. .))"
10800,"If the tiger is dull, then the cat is not small.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ small))) (. .))"
10801,"If the leopard is tired, then Erin is not little.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (JJ little)) (. .))"
10802,Dave is not nice and the squirrel is bad.,(S (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ bad)))) (. .))
10803,Erin is horrible and Fiona is not sad.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ horrible)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (. .))
10804,Charlie is not thin or the wolf is not furry.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin))))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ furry)))) (. .))
10805,Erin is not angry or the bear is not high.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ angry))))) (CC or) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))
10806,Bob is nice or the snake is not nice.,(S (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ nice)))) (CC or) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .))
10807,Harry is short or the snake is beautiful.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ short)))) (CC or) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .))
10808,"If the leopard is dull, then Bob is angry.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ angry))) (. .))"
10809,the snake is poor or the crocodile is not reckless.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ poor)))) (CC or) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (. .))
10810,the squirrel is not smart and the dinosaur is not slow.,(S (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .))
10811,Bob is dull or Alan is not slow.,(S (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ dull)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .))
10812,"If the wolf is not rough, then the cat is not funny.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ funny))) (. .))"
10813,the crocodile is not rough or the lion is angry.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC or) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ angry)))) (. .))
10814,"If the bald eagle is lovely, then the bear is quiet.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ lovely))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ quiet))) (. .))"
10815,Harry is not poor or Fiona is little.,(S (NP (NNP Harry)) (VP (VP (VBZ is) (RB not) (ADJP (JJ poor))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (NP (JJ little))))) (. .))
10816,"If the crocodile is thin, then the squirrel is not horrible.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ thin))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ horrible))) (. .))"
10817,"If the dinosaur is not poor, then the cat is not tired.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ poor)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))"
10818,"If the bald eagle is huge, then Bob is bad.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ bad))) (. .))"
10819,Anne is kind or the mouse is not cute.,(S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ kind))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .))
10820,"If Erin is high, then the wolf is sad.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
10821,"If Charlie is not huge, then Harry is angry.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ angry))) (. .))"
10822,the cat is not horrible or the leopard is not awful.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ horrible)))) (CC or) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (. .))
10823,Erin is not furry or the dog is not strong.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ furry)))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (. .))
10824,Gary is quiet or Dave is horrible.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ quiet))) (CC or) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))
10825,"If the mouse is funny, then Dave is dull.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
10826,"If the lion is dull, then the mouse is not strong.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))"
10827,the mouse is not heavy and Erin is lazy.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ heavy))))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ lazy)))) (. .))
10828,Gary is not slow and Fiona is not short.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (. .))
10829,"If Harry is dull, then the dinosaur is sleepy.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ sleepy))) (. .))"
10830,"If Alan is not nice, then the dog is high.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ high))) (. .))"
10831,the wolf is angry or the cat is smart.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ angry)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ smart)))) (. .))
10832,"If Charlie is funny, then the dinosaur is not thin.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ thin))) (. .))"
10833,"If the squirrel is not rough, then the dog is thin.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ thin))) (. .))"
10834,the dinosaur is quiet or the cat is tiny.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .))
10835,Alan is not powerful or Harry is smart.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ powerful)))) (CC or) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ smart)))) (. .))
10836,Gary is not round or Erin is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ round))))) (CC or) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ cute))) (. .))
10837,"If the wolf is not clever, then Gary is lazy.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lazy))) (. .))"
10838,"If the dog is funny, then the bald eagle is not clever.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))"
10839,"If the lion is sad, then the dog is beautiful.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ sad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))"
10840,"If the mouse is not short, then Gary is cute.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ cute))) (. .))"
10841,"If Anne is not powerful, then the crocodile is dull.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
10842,"If the dog is high, then Anne is awful.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ awful))) (. .))"
10843,the bald eagle is not awful and Fiona is powerful.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ powerful)))) (. .))
10844,Harry is kind and the rabbit is rough.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ kind)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ rough)))) (. .))
10845,"If the cat is angry, then the rabbit is horrible.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))"
10846,Fiona is beautiful.,(S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))
10847,the wolf is not clever or Harry is clever.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (CC or) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ clever)))) (. .))
10848,Gary is lazy and Anne is not quiet.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lazy)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .))
10849,the cat is not lovely and the wolf is little.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ little)))) (. .))
10850,"If the mouse is awful, then the bear is not rough.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))"
10851,"If the wolf is dull, then Harry is wealthy.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ wealthy))) (. .))"
10852,"If the rabbit is not short, then Fiona is big.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ big))) (. .))"
10853,"If Charlie is not quiet, then the tiger is dull.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
10854,the bald eagle is thin and the tiger is strong.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ thin)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ strong)))) (. .))
10855,"If Erin is sad, then the bald eagle is not short.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ sad))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (. .))"
10856,"If the bald eagle is not tired, then Dave is sleepy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ sleepy))) (. .))"
10857,Gary is little or the rabbit is powerful.,(S (NP (NNP Gary)) (VP (VBZ is) (NP (JJ little))) (CC or) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ powerful))) (. .))
10858,Fiona is not wealthy and the snake is not kind.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .))
10859,Charlie is not funny and the squirrel is strong.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ strong)))) (. .))
10860,"If Alan is funny, then the bald eagle is not huge.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))"
10861,the mouse is round and the bald eagle is thin.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ round)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ thin)))) (. .))
10862,"If the lion is not clever, then Bob is fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ fierce))) (. .))"
10863,"If the crocodile is not high, then the bear is not round.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))"
10864,"If the mouse is not dull, then the bear is not rough.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))"
10865,the crocodile is reckless and Gary is not funny.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (. .))
10866,"If Gary is not furry, then the bald eagle is clever.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ clever))) (. .))"
10867,"If Erin is small, then Bob is not round.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))"
10868,"If the rabbit is not clever, then the dog is not bad.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
10869,the cat is rough and the bald eagle is reckless.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ reckless)))) (. .))
10870,the bear is not beautiful or Fiona is not nice.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .))
10871,"If the mouse is not boring, then Alan is furry.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ boring)))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ furry))) (. .))"
10872,the cat is not rough or the bald eagle is short.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ short)))) (. .))
10873,"If the cat is smart, then Bob is not rough.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ smart))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))"
