Sentences,Logic-words
the squirrel is huge or the rabbit is short.,or
the squirrel is not huge and the bald eagle is dull.,and
the squirrel is not huge or the bald eagle is dull.,or
the squirrel is short and Anne is not wealthy.,and
the squirrel is short or Anne is not wealthy.,or
the squirrel is not short and the mouse is rough.,and
the squirrel is not short or the mouse is rough.,or
the squirrel is thin and Anne is not nice.,and
the squirrel is thin or Anne is not nice.,or
the squirrel is not thin and the squirrel is boring.,and
the squirrel is not thin or the squirrel is boring.,or
the squirrel is little and the leopard is small.,and
the squirrel is little or the leopard is small.,or
the squirrel is not little and the mouse is not boring.,and
the squirrel is not little or the mouse is not boring.,or
the squirrel is tiny and Fiona is not slow.,and
the squirrel is tiny or Fiona is not slow.,or
the squirrel is not tiny and the tiger is sleepy.,and
the squirrel is not tiny or the tiger is sleepy.,or
the squirrel is wealthy and the cat is not reckless.,and
the squirrel is wealthy or the cat is not reckless.,or
the squirrel is not wealthy and the rabbit is not angry.,and
the squirrel is not wealthy or the rabbit is not angry.,or
the squirrel is poor and the snake is angry.,and
the squirrel is poor or the snake is angry.,or
the squirrel is not poor and Alan is not powerful.,and
the squirrel is not poor or Alan is not powerful.,or
the squirrel is dull and the bald eagle is not tired.,and
the squirrel is dull or the bald eagle is not tired.,or
the squirrel is not dull and the leopard is poor.,and
the squirrel is not dull or the leopard is poor.,or
the squirrel is rough and the lion is not sad.,and
the squirrel is rough or the lion is not sad.,or
the squirrel is not rough and the bear is not quiet.,and
the squirrel is not rough or the bear is not quiet.,or
the squirrel is bad and the bald eagle is sleepy.,and
the squirrel is bad or the bald eagle is sleepy.,or
the squirrel is not bad and the rabbit is not small.,and
the squirrel is not bad or the rabbit is not small.,or
the squirrel is sad and Anne is not awful.,and
the squirrel is sad or Anne is not awful.,or
the squirrel is not sad and Alan is not funny.,and
the squirrel is not sad or Alan is not funny.,or
Anne is kind and the mouse is not cute.,and
Anne is kind or the mouse is not cute.,or
Anne is not kind and the tiger is sleepy.,and
Anne is not kind or the tiger is sleepy.,or
Anne is quiet and Alan is sad.,and
Anne is quiet or Alan is sad.,or
Anne is not quiet and the rabbit is not kind.,and
Anne is not quiet or the rabbit is not kind.,or
Anne is round and Bob is not reckless.,and
Anne is round or Bob is not reckless.,or
Anne is not round and the dinosaur is furry.,and
Anne is not round or the dinosaur is furry.,or
Anne is nice and the crocodile is dull.,and
Anne is nice or the crocodile is dull.,or
Anne is not nice and the bald eagle is tiny.,and
Anne is not nice or the bald eagle is tiny.,or
Anne is smart and Erin is not small.,and
Anne is smart or Erin is not small.,or
Anne is not smart and the bear is quiet.,and
Anne is not smart or the bear is quiet.,or
Anne is clever and the bear is boring.,and
Anne is clever or the bear is boring.,or
Anne is not clever and Alan is slow.,and
Anne is not clever or Alan is slow.,or
Anne is dull and the mouse is powerful.,and
Anne is dull or the mouse is powerful.,or
Anne is not dull and the cat is not heavy.,and
Anne is not dull or the cat is not heavy.,or
Anne is rough and the dinosaur is tired.,and
Anne is rough or the dinosaur is tired.,or
Anne is not rough and the dinosaur is dull.,and
Anne is not rough or the dinosaur is dull.,or
Anne is lazy and Alan is huge.,and
Anne is lazy or Alan is huge.,or
Anne is not lazy and Gary is lazy.,and
Anne is not lazy or Gary is lazy.,or
Anne is slow and the lion is cute.,and
Anne is slow or the lion is cute.,or
Anne is not slow and the lion is funny.,and
Anne is not slow or the lion is funny.,or
Anne is sleepy and the squirrel is sleepy.,and
Anne is sleepy or the squirrel is sleepy.,or
Anne is not sleepy and the snake is horrible.,and
Anne is not sleepy or the snake is horrible.,or
Anne is boring and the leopard is sad.,and
Anne is boring or the leopard is sad.,or
Anne is not boring and the crocodile is not bad.,and
Anne is not boring or the crocodile is not bad.,or
Anne is tired and the dog is not kind.,and
Anne is tired or the dog is not kind.,or
Anne is not tired and Harry is not sleepy.,and
Anne is not tired or Harry is not sleepy.,or
Anne is reckless and Dave is rough.,and
Anne is reckless or Dave is rough.,or
Anne is not reckless and Anne is smart.,and
Anne is not reckless or Anne is smart.,or
Anne is furry and the crocodile is fierce.,and
Anne is furry or the crocodile is fierce.,or
Anne is not furry and the tiger is not rough.,and
Anne is not furry or the tiger is not rough.,or
Anne is small and the dinosaur is round.,and
Anne is small or the dinosaur is round.,or
Anne is not small and the rabbit is tiny.,and
Anne is not small or the rabbit is tiny.,or
Anne is cute and the squirrel is not boring.,and
Anne is cute or the squirrel is not boring.,or
Anne is not cute and the mouse is not wealthy.,and
Anne is not cute or the mouse is not wealthy.,or
Anne is lovely and the squirrel is not nice.,and
Anne is lovely or the squirrel is not nice.,or
Anne is not lovely and the dinosaur is not sad.,and
Anne is not lovely or the dinosaur is not sad.,or
Anne is beautiful and Erin is big.,and
Anne is beautiful or Erin is big.,or
Anne is not beautiful and Charlie is not dull.,and
Anne is not beautiful or Charlie is not dull.,or
Anne is funny and the rabbit is boring.,and
Anne is funny or the rabbit is boring.,or
Anne is not funny and the lion is not lovely.,and
Anne is not funny or the lion is not lovely.,or
Anne is big and the rabbit is not small.,and
Anne is big or the rabbit is not small.,or
Anne is not big and Erin is kind.,and
Anne is not big or Erin is kind.,or
Anne is strong and the wolf is beautiful.,and
Anne is strong or the wolf is beautiful.,or
Anne is not strong and Dave is not horrible.,and
Anne is not strong or Dave is not horrible.,or
Anne is awful and Bob is not huge.,and
Anne is awful or Bob is not huge.,or
Anne is not awful and the rabbit is sleepy.,and
Anne is not awful or the rabbit is sleepy.,or
Anne is fierce and Erin is poor.,and
Anne is fierce or Erin is poor.,or
Anne is not fierce and the bald eagle is bad.,and
Anne is not fierce or the bald eagle is bad.,or
Anne is heavy and the snake is nice.,and
Anne is heavy or the snake is nice.,or
Anne is not heavy and the tiger is not beautiful.,and
Anne is not heavy or the tiger is not beautiful.,or
Anne is horrible and the wolf is heavy.,and
Anne is horrible or the wolf is heavy.,or
Anne is not horrible and the cat is kind.,and
Anne is not horrible or the cat is kind.,or
Anne is powerful and Gary is not dull.,and
Anne is powerful or Gary is not dull.,or
Anne is not powerful and the dog is angry.,and
Anne is not powerful or the dog is angry.,or
Anne is angry and the mouse is kind.,and
Anne is angry or the mouse is kind.,or
Anne is not angry and the dog is not clever.,and
Anne is not angry or the dog is not clever.,or
Anne is high and Bob is lazy.,and
Anne is high or Bob is lazy.,or
Anne is not high and Dave is not kind.,and
Anne is not high or Dave is not kind.,or
Anne is huge and Harry is not short.,and
Anne is huge or Harry is not short.,or
Anne is not huge and Fiona is not boring.,and
Anne is not huge or Fiona is not boring.,or
Anne is short and the snake is poor.,and
Anne is short or the snake is poor.,or
Anne is not short and the lion is not clever.,and
Anne is not short or the lion is not clever.,or
Anne is thin and Fiona is not slow.,and
Anne is thin or Fiona is not slow.,or
Anne is not thin and the tiger is not sleepy.,and
Anne is not thin or the tiger is not sleepy.,or
Anne is little and the squirrel is not dull.,and
Anne is little or the squirrel is not dull.,or
Anne is not little and the squirrel is not wealthy.,and
Anne is not little or the squirrel is not wealthy.,or
Anne is tiny and the wolf is kind.,and
Anne is tiny or the wolf is kind.,or
Anne is not tiny and Alan is not fierce.,and
Anne is not tiny or Alan is not fierce.,or
Anne is wealthy and the snake is not tired.,and
Anne is wealthy or the snake is not tired.,or
Anne is not wealthy and Gary is not awful.,and
Anne is not wealthy or Gary is not awful.,or
Anne is poor and the dinosaur is tiny.,and
Anne is poor or the dinosaur is tiny.,or
Anne is not poor and Fiona is not sleepy.,and
Anne is not poor or Fiona is not sleepy.,or
Anne is dull and Dave is wealthy.,and
Anne is dull or Dave is wealthy.,or
Anne is not dull and the tiger is nice.,and
Anne is not dull or the tiger is nice.,or
Anne is rough and Harry is angry.,and
Anne is rough or Harry is angry.,or
Anne is not rough and the crocodile is not high.,and
Anne is not rough or the crocodile is not high.,or
Anne is bad and the dog is little.,and
Anne is bad or the dog is little.,or
Anne is not bad and Erin is tiny.,and
Anne is not bad or Erin is tiny.,or
Anne is sad and the dinosaur is short.,and
Anne is sad or the dinosaur is short.,or
Anne is not sad and the crocodile is not smart.,and
Anne is not sad or the crocodile is not smart.,or
Alan is kind and the lion is tired.,and
Alan is kind or the lion is tired.,or
Alan is not kind and the dinosaur is kind.,and
Alan is not kind or the dinosaur is kind.,or
Alan is quiet and the bear is rough.,and
Alan is quiet or the bear is rough.,or
Alan is not quiet and the rabbit is cute.,and
Alan is not quiet or the rabbit is cute.,or
Alan is round and the snake is short.,and
Alan is round or the snake is short.,or
Alan is not round and the mouse is poor.,and
Alan is not round or the mouse is poor.,or
Alan is nice and the bear is fierce.,and
Alan is nice or the bear is fierce.,or
Alan is not nice and the bear is lazy.,and
Alan is not nice or the bear is lazy.,or
Alan is smart and Bob is not sad.,and
Alan is smart or Bob is not sad.,or
Alan is not smart and the leopard is not heavy.,and
Alan is not smart or the leopard is not heavy.,or
Alan is clever and the crocodile is not rough.,and
Alan is clever or the crocodile is not rough.,or
Alan is not clever and the crocodile is not smart.,and
Alan is not clever or the crocodile is not smart.,or
Alan is dull and Charlie is not little.,and
Alan is dull or Charlie is not little.,or
Alan is not dull and Erin is not big.,and
Alan is not dull or Erin is not big.,or
Alan is rough and Bob is not awful.,and
Alan is rough or Bob is not awful.,or
Alan is not rough and the squirrel is horrible.,and
Alan is not rough or the squirrel is horrible.,or
Alan is lazy and the rabbit is not strong.,and
Alan is lazy or the rabbit is not strong.,or
Alan is not lazy and Anne is slow.,and
Alan is not lazy or Anne is slow.,or
Alan is slow and the bald eagle is not furry.,and
Alan is slow or the bald eagle is not furry.,or
Alan is not slow and the bear is reckless.,and
Alan is not slow or the bear is reckless.,or
Alan is sleepy and Dave is not dull.,and
Alan is sleepy or Dave is not dull.,or
Alan is not sleepy and the cat is not high.,and
Alan is not sleepy or the cat is not high.,or
Alan is boring and the crocodile is not kind.,and
Alan is boring or the crocodile is not kind.,or
Alan is not boring and Alan is reckless.,and
Alan is not boring or Alan is reckless.,or
Alan is tired and the squirrel is not bad.,and
Alan is tired or the squirrel is not bad.,or
Alan is not tired and Alan is funny.,and
Alan is not tired or Alan is funny.,or
Alan is reckless and the rabbit is poor.,and
Alan is reckless or the rabbit is poor.,or
Alan is not reckless and the wolf is not quiet.,and
Alan is not reckless or the wolf is not quiet.,or
Alan is furry and the bear is fierce.,and
Alan is furry or the bear is fierce.,or
Alan is not furry and the squirrel is not lovely.,and
Alan is not furry or the squirrel is not lovely.,or
Alan is small and Erin is lazy.,and
Alan is small or Erin is lazy.,or
Alan is not small and Charlie is not round.,and
Alan is not small or Charlie is not round.,or
Alan is cute and Dave is heavy.,and
Alan is cute or Dave is heavy.,or
Alan is not cute and the leopard is not smart.,and
Alan is not cute or the leopard is not smart.,or
Alan is lovely and the tiger is not boring.,and
Alan is lovely or the tiger is not boring.,or
Alan is not lovely and the bear is not clever.,and
Alan is not lovely or the bear is not clever.,or
Alan is beautiful and the lion is not tiny.,and
Alan is beautiful or the lion is not tiny.,or
Alan is not beautiful and Erin is not thin.,and
Alan is not beautiful or Erin is not thin.,or
Alan is funny and the bear is quiet.,and
Alan is funny or the bear is quiet.,or
Alan is not funny and Fiona is not rough.,and
Alan is not funny or Fiona is not rough.,or
Alan is big and the squirrel is wealthy.,and
Alan is big or the squirrel is wealthy.,or
Alan is not big and Dave is bad.,and
Alan is not big or Dave is bad.,or
Alan is strong and the snake is not heavy.,and
Alan is strong or the snake is not heavy.,or
Alan is not strong and the bald eagle is angry.,and
Alan is not strong or the bald eagle is angry.,or
Alan is awful and Dave is slow.,and
Alan is awful or Dave is slow.,or
Alan is not awful and Harry is sad.,and
Alan is not awful or Harry is sad.,or
Alan is fierce and Fiona is not wealthy.,and
Alan is fierce or Fiona is not wealthy.,or
Alan is not fierce and the tiger is tired.,and
Alan is not fierce or the tiger is tired.,or
Alan is heavy and Bob is not rough.,and
Alan is heavy or Bob is not rough.,or
Alan is not heavy and the rabbit is sleepy.,and
Alan is not heavy or the rabbit is sleepy.,or
Alan is horrible and the dog is tiny.,and
Alan is horrible or the dog is tiny.,or
Alan is not horrible and the squirrel is beautiful.,and
Alan is not horrible or the squirrel is beautiful.,or
Alan is powerful and the cat is not thin.,and
Alan is powerful or the cat is not thin.,or
Alan is not powerful and Harry is smart.,and
Alan is not powerful or Harry is smart.,or
Alan is angry and the snake is not bad.,and
Alan is angry or the snake is not bad.,or
Alan is not angry and the cat is not dull.,and
Alan is not angry or the cat is not dull.,or
Alan is high and Harry is not angry.,and
Alan is high or Harry is not angry.,or
Alan is not high and Fiona is not awful.,and
Alan is not high or Fiona is not awful.,or
Alan is huge and Harry is fierce.,and
Alan is huge or Harry is fierce.,or
Alan is not huge and the squirrel is not huge.,and
Alan is not huge or the squirrel is not huge.,or
Alan is short and the rabbit is not round.,and
Alan is short or the rabbit is not round.,or
Alan is not short and the cat is rough.,and
Alan is not short or the cat is rough.,or
Alan is thin and Gary is not poor.,and
Alan is thin or Gary is not poor.,or
Alan is not thin and the rabbit is tired.,and
Alan is not thin or the rabbit is tired.,or
Alan is little and the wolf is bad.,and
Alan is little or the wolf is bad.,or
Alan is not little and the cat is not dull.,and
Alan is not little or the cat is not dull.,or
Alan is tiny and the dinosaur is short.,and
Alan is tiny or the dinosaur is short.,or
Alan is not tiny and Bob is huge.,and
Alan is not tiny or Bob is huge.,or
Alan is wealthy and the dinosaur is not kind.,and
Alan is wealthy or the dinosaur is not kind.,or
Alan is not wealthy and the leopard is not awful.,and
Alan is not wealthy or the leopard is not awful.,or
Alan is poor and the bear is bad.,and
Alan is poor or the bear is bad.,or
Alan is not poor and Bob is huge.,and
Alan is not poor or Bob is huge.,or
Alan is dull and the lion is round.,and
Alan is dull or the lion is round.,or
Alan is not dull and Charlie is not cute.,and
Alan is not dull or Charlie is not cute.,or
Alan is rough and the leopard is not sad.,and
Alan is rough or the leopard is not sad.,or
Alan is not rough and Bob is not bad.,and
Alan is not rough or Bob is not bad.,or
Alan is bad and the dog is not beautiful.,and
Alan is bad or the dog is not beautiful.,or
Alan is not bad and the bald eagle is big.,and
Alan is not bad or the bald eagle is big.,or
Alan is sad and the dog is heavy.,and
Alan is sad or the dog is heavy.,or
Alan is not sad and Fiona is horrible.,and
Alan is not sad or Fiona is horrible.,or
Bob is kind and the squirrel is not clever.,and
Bob is kind or the squirrel is not clever.,or
Bob is not kind and Bob is dull.,and
Bob is not kind or Bob is dull.,or
Bob is quiet and the wolf is angry.,and
Bob is quiet or the wolf is angry.,or
Bob is not quiet and Anne is rough.,and
Bob is not quiet or Anne is rough.,or
Bob is round and the bear is angry.,and
Bob is round or the bear is angry.,or
Bob is not round and the squirrel is not strong.,and
Bob is not round or the squirrel is not strong.,or
Bob is nice and the snake is not nice.,and
Bob is nice or the snake is not nice.,or
Bob is not nice and the tiger is rough.,and
Bob is not nice or the tiger is rough.,or
Bob is smart and Gary is not thin.,and
Bob is smart or Gary is not thin.,or
Bob is not smart and Charlie is rough.,and
Bob is not smart or Charlie is rough.,or
Bob is clever and Charlie is kind.,and
Bob is clever or Charlie is kind.,or
Bob is not clever and Alan is not nice.,and
Bob is not clever or Alan is not nice.,or
Bob is dull and Alan is not slow.,and
Bob is dull or Alan is not slow.,or
Bob is not dull and the rabbit is heavy.,and
Bob is not dull or the rabbit is heavy.,or
Bob is rough and the dinosaur is tired.,and
Bob is rough or the dinosaur is tired.,or
Bob is not rough and the dog is not bad.,and
Bob is not rough or the dog is not bad.,or
Bob is lazy and Harry is not clever.,and
Bob is lazy or Harry is not clever.,or
Bob is not lazy and the dinosaur is not small.,and
Bob is not lazy or the dinosaur is not small.,or
Bob is slow and the dinosaur is slow.,and
Bob is slow or the dinosaur is slow.,or
Bob is not slow and Harry is not poor.,and
Bob is not slow or Harry is not poor.,or
Bob is sleepy and the crocodile is lazy.,and
Bob is sleepy or the crocodile is lazy.,or
Bob is not sleepy and Charlie is not rough.,and
Bob is not sleepy or Charlie is not rough.,or
Bob is boring and the bear is not powerful.,and
Bob is boring or the bear is not powerful.,or
Bob is not boring and the lion is lovely.,and
Bob is not boring or the lion is lovely.,or
Bob is tired and the leopard is small.,and
Bob is tired or the leopard is small.,or
Bob is not tired and Anne is tiny.,and
Bob is not tired or Anne is tiny.,or
Bob is reckless and Bob is beautiful.,and
Bob is reckless or Bob is beautiful.,or
Bob is not reckless and the wolf is not dull.,and
Bob is not reckless or the wolf is not dull.,or
Bob is furry and the bald eagle is not huge.,and
Bob is furry or the bald eagle is not huge.,or
Bob is not furry and Gary is not cute.,and
Bob is not furry or Gary is not cute.,or
Bob is small and the leopard is round.,and
Bob is small or the leopard is round.,or
Bob is not small and the rabbit is angry.,and
Bob is not small or the rabbit is angry.,or
Bob is cute and the mouse is wealthy.,and
Bob is cute or the mouse is wealthy.,or
Bob is not cute and the cat is not fierce.,and
Bob is not cute or the cat is not fierce.,or
Bob is lovely and the squirrel is not short.,and
Bob is lovely or the squirrel is not short.,or
Bob is not lovely and Fiona is sad.,and
Bob is not lovely or Fiona is sad.,or
Bob is beautiful and Fiona is not high.,and
Bob is beautiful or Fiona is not high.,or
Bob is not beautiful and the mouse is not fierce.,and
Bob is not beautiful or the mouse is not fierce.,or
Bob is funny and Gary is not awful.,and
Bob is funny or Gary is not awful.,or
Bob is not funny and Gary is fierce.,and
Bob is not funny or Gary is fierce.,or
Bob is big and the bald eagle is not wealthy.,and
Bob is big or the bald eagle is not wealthy.,or
Bob is not big and Gary is not nice.,and
Bob is not big or Gary is not nice.,or
Bob is strong and the leopard is not slow.,and
Bob is strong or the leopard is not slow.,or
Bob is not strong and the tiger is huge.,and
Bob is not strong or the tiger is huge.,or
Bob is awful and the bear is not kind.,and
Bob is awful or the bear is not kind.,or
Bob is not awful and Erin is not funny.,and
Bob is not awful or Erin is not funny.,or
Bob is fierce and the tiger is not rough.,and
Bob is fierce or the tiger is not rough.,or
Bob is not fierce and Erin is big.,and
Bob is not fierce or Erin is big.,or
Bob is heavy and Dave is not funny.,and
Bob is heavy or Dave is not funny.,or
Bob is not heavy and the leopard is not angry.,and
Bob is not heavy or the leopard is not angry.,or
Bob is horrible and Gary is not bad.,and
Bob is horrible or Gary is not bad.,or
Bob is not horrible and Dave is not nice.,and
Bob is not horrible or Dave is not nice.,or
Bob is powerful and the leopard is not awful.,and
Bob is powerful or the leopard is not awful.,or
Bob is not powerful and the bald eagle is round.,and
Bob is not powerful or the bald eagle is round.,or
Bob is angry and Charlie is not little.,and
Bob is angry or Charlie is not little.,or
Bob is not angry and the lion is fierce.,and
Bob is not angry or the lion is fierce.,or
Bob is high and the crocodile is fierce.,and
Bob is high or the crocodile is fierce.,or
Bob is not high and the bear is cute.,and
Bob is not high or the bear is cute.,or
Bob is huge and the squirrel is not nice.,and
Bob is huge or the squirrel is not nice.,or
Bob is not huge and the wolf is not quiet.,and
Bob is not huge or the wolf is not quiet.,or
Bob is short and the squirrel is fierce.,and
Bob is short or the squirrel is fierce.,or
Bob is not short and Fiona is dull.,and
Bob is not short or Fiona is dull.,or
Bob is thin and the rabbit is fierce.,and
Bob is thin or the rabbit is fierce.,or
Bob is not thin and Anne is not high.,and
Bob is not thin or Anne is not high.,or
Bob is little and the tiger is round.,and
Bob is little or the tiger is round.,or
Bob is not little and the snake is not big.,and
Bob is not little or the snake is not big.,or
Bob is tiny and the wolf is reckless.,and
Bob is tiny or the wolf is reckless.,or
Bob is not tiny and the mouse is not rough.,and
Bob is not tiny or the mouse is not rough.,or
Bob is wealthy and Charlie is big.,and
Bob is wealthy or Charlie is big.,or
Bob is not wealthy and Gary is dull.,and
Bob is not wealthy or Gary is dull.,or
Bob is poor and the tiger is boring.,and
Bob is poor or the tiger is boring.,or
Bob is not poor and the leopard is not rough.,and
Bob is not poor or the leopard is not rough.,or
Bob is dull and the mouse is heavy.,and
Bob is dull or the mouse is heavy.,or
Bob is not dull and Dave is tiny.,and
Bob is not dull or Dave is tiny.,or
Bob is rough and the cat is not rough.,and
Bob is rough or the cat is not rough.,or
Bob is not rough and Alan is cute.,and
Bob is not rough or Alan is cute.,or
Bob is bad and Charlie is not kind.,and
Bob is bad or Charlie is not kind.,or
Bob is not bad and Bob is angry.,and
Bob is not bad or Bob is angry.,or
Bob is sad and Fiona is dull.,and
Bob is sad or Fiona is dull.,or
Bob is not sad and Erin is huge.,and
Bob is not sad or Erin is huge.,or
Charlie is kind and the squirrel is not dull.,and
Charlie is kind or the squirrel is not dull.,or
Charlie is not kind and the mouse is not beautiful.,and
Charlie is not kind or the mouse is not beautiful.,or
Charlie is quiet and the rabbit is poor.,and
Charlie is quiet or the rabbit is poor.,or
Charlie is not quiet and the dog is powerful.,and
Charlie is not quiet or the dog is powerful.,or
Charlie is round and the snake is beautiful.,and
Charlie is round or the snake is beautiful.,or
Charlie is not round and Dave is not slow.,and
Charlie is not round or Dave is not slow.,or
Charlie is nice and Bob is not funny.,and
Charlie is nice or Bob is not funny.,or
Charlie is not nice and Anne is smart.,and
Charlie is not nice or Anne is smart.,or
Charlie is smart and Bob is not funny.,and
Charlie is smart or Bob is not funny.,or
Charlie is not smart and the lion is not poor.,and
Charlie is not smart or the lion is not poor.,or
Charlie is clever and the dog is not powerful.,and
Charlie is clever or the dog is not powerful.,or
Charlie is not clever and Erin is angry.,and
Charlie is not clever or Erin is angry.,or
Charlie is dull and Gary is not tiny.,and
Charlie is dull or Gary is not tiny.,or
Charlie is not dull and Charlie is cute.,and
Charlie is not dull or Charlie is cute.,or
Charlie is rough and Fiona is not big.,and
Charlie is rough or Fiona is not big.,or
Charlie is not rough and the rabbit is huge.,and
Charlie is not rough or the rabbit is huge.,or
Charlie is lazy and Harry is tired.,and
Charlie is lazy or Harry is tired.,or
Charlie is not lazy and Alan is clever.,and
Charlie is not lazy or Alan is clever.,or
Charlie is slow and Dave is quiet.,and
Charlie is slow or Dave is quiet.,or
Charlie is not slow and the bald eagle is big.,and
Charlie is not slow or the bald eagle is big.,or
Charlie is sleepy and the snake is not quiet.,and
Charlie is sleepy or the snake is not quiet.,or
Charlie is not sleepy and the mouse is lovely.,and
Charlie is not sleepy or the mouse is lovely.,or
Charlie is boring and Dave is fierce.,and
Charlie is boring or Dave is fierce.,or
Charlie is not boring and the cat is not poor.,and
Charlie is not boring or the cat is not poor.,or
Charlie is tired and Alan is tired.,and
Charlie is tired or Alan is tired.,or
Charlie is not tired and the squirrel is not sleepy.,and
Charlie is not tired or the squirrel is not sleepy.,or
Charlie is reckless and the leopard is wealthy.,and
Charlie is reckless or the leopard is wealthy.,or
Charlie is not reckless and the bear is smart.,and
Charlie is not reckless or the bear is smart.,or
Charlie is furry and Harry is sleepy.,and
Charlie is furry or Harry is sleepy.,or
Charlie is not furry and Harry is not big.,and
Charlie is not furry or Harry is not big.,or
Charlie is small and Alan is not angry.,and
Charlie is small or Alan is not angry.,or
Charlie is not small and Fiona is not poor.,and
Charlie is not small or Fiona is not poor.,or
Charlie is cute and the dinosaur is round.,and
Charlie is cute or the dinosaur is round.,or
Charlie is not cute and the tiger is smart.,and
Charlie is not cute or the tiger is smart.,or
Charlie is lovely and the bear is small.,and
Charlie is lovely or the bear is small.,or
Charlie is not lovely and the snake is beautiful.,and
Charlie is not lovely or the snake is beautiful.,or
Charlie is beautiful and the snake is round.,and
Charlie is beautiful or the snake is round.,or
Charlie is not beautiful and the cat is reckless.,and
Charlie is not beautiful or the cat is reckless.,or
Charlie is funny and the cat is not little.,and
Charlie is funny or the cat is not little.,or
Charlie is not funny and the squirrel is strong.,and
Charlie is not funny or the squirrel is strong.,or
Charlie is big and the crocodile is not big.,and
Charlie is big or the crocodile is not big.,or
Charlie is not big and the dinosaur is not beautiful.,and
Charlie is not big or the dinosaur is not beautiful.,or
Charlie is strong and the bear is not slow.,and
Charlie is strong or the bear is not slow.,or
Charlie is not strong and the tiger is slow.,and
Charlie is not strong or the tiger is slow.,or
Charlie is awful and the wolf is not quiet.,and
Charlie is awful or the wolf is not quiet.,or
Charlie is not awful and the snake is poor.,and
Charlie is not awful or the snake is poor.,or
Charlie is fierce and Fiona is fierce.,and
Charlie is fierce or Fiona is fierce.,or
Charlie is not fierce and Gary is not wealthy.,and
Charlie is not fierce or Gary is not wealthy.,or
Charlie is heavy and Dave is not heavy.,and
Charlie is heavy or Dave is not heavy.,or
Charlie is not heavy and the snake is not poor.,and
Charlie is not heavy or the snake is not poor.,or
Charlie is horrible and Alan is kind.,and
Charlie is horrible or Alan is kind.,or
Charlie is not horrible and Charlie is not lazy.,and
Charlie is not horrible or Charlie is not lazy.,or
Charlie is powerful and Dave is not heavy.,and
Charlie is powerful or Dave is not heavy.,or
Charlie is not powerful and the crocodile is not kind.,and
Charlie is not powerful or the crocodile is not kind.,or
Charlie is angry and Anne is not nice.,and
Charlie is angry or Anne is not nice.,or
Charlie is not angry and Alan is poor.,and
Charlie is not angry or Alan is poor.,or
Charlie is high and Charlie is heavy.,and
Charlie is high or Charlie is heavy.,or
Charlie is not high and Gary is lovely.,and
Charlie is not high or Gary is lovely.,or
Charlie is huge and Erin is quiet.,and
Charlie is huge or Erin is quiet.,or
Charlie is not huge and the rabbit is awful.,and
Charlie is not huge or the rabbit is awful.,or
Charlie is short and the bald eagle is cute.,and
Charlie is short or the bald eagle is cute.,or
Charlie is not short and the squirrel is clever.,and
Charlie is not short or the squirrel is clever.,or
Charlie is thin and the bear is sad.,and
Charlie is thin or the bear is sad.,or
Charlie is not thin and the wolf is not furry.,and
Charlie is not thin or the wolf is not furry.,or
Charlie is little and the lion is not boring.,and
Charlie is little or the lion is not boring.,or
Charlie is not little and the squirrel is little.,and
Charlie is not little or the squirrel is little.,or
Charlie is tiny and the rabbit is not rough.,and
Charlie is tiny or the rabbit is not rough.,or
Charlie is not tiny and Gary is beautiful.,and
Charlie is not tiny or Gary is beautiful.,or
Charlie is wealthy and the wolf is thin.,and
Charlie is wealthy or the wolf is thin.,or
Charlie is not wealthy and Charlie is tired.,and
Charlie is not wealthy or Charlie is tired.,or
Charlie is poor and the wolf is not reckless.,and
Charlie is poor or the wolf is not reckless.,or
Charlie is not poor and Fiona is wealthy.,and
Charlie is not poor or Fiona is wealthy.,or
Charlie is dull and Dave is not clever.,and
Charlie is dull or Dave is not clever.,or
Charlie is not dull and Bob is lovely.,and
Charlie is not dull or Bob is lovely.,or
Charlie is rough and the squirrel is nice.,and
Charlie is rough or the squirrel is nice.,or
Charlie is not rough and the leopard is tiny.,and
Charlie is not rough or the leopard is tiny.,or
Charlie is bad and Charlie is not sad.,and
Charlie is bad or Charlie is not sad.,or
Charlie is not bad and the tiger is heavy.,and
Charlie is not bad or the tiger is heavy.,or
Charlie is sad and the squirrel is powerful.,and
Charlie is sad or the squirrel is powerful.,or
Charlie is not sad and the mouse is not high.,and
Charlie is not sad or the mouse is not high.,or
Dave is kind and the wolf is not sad.,and
Dave is kind or the wolf is not sad.,or
Dave is not kind and the tiger is nice.,and
Dave is not kind or the tiger is nice.,or
Dave is quiet and the bald eagle is fierce.,and
Dave is quiet or the bald eagle is fierce.,or
Dave is not quiet and the lion is cute.,and
Dave is not quiet or the lion is cute.,or
Dave is round and Dave is short.,and
Dave is round or Dave is short.,or
Dave is not round and Bob is quiet.,and
Dave is not round or Bob is quiet.,or
Dave is nice and the cat is boring.,and
Dave is nice or the cat is boring.,or
Dave is not nice and the squirrel is bad.,and
Dave is not nice or the squirrel is bad.,or
Dave is smart and the leopard is not lovely.,and
Dave is smart or the leopard is not lovely.,or
Dave is not smart and Bob is slow.,and
Dave is not smart or Bob is slow.,or
Dave is clever and the squirrel is angry.,and
Dave is clever or the squirrel is angry.,or
Dave is not clever and Fiona is quiet.,and
Dave is not clever or Fiona is quiet.,or
Dave is dull and the wolf is nice.,and
Dave is dull or the wolf is nice.,or
Dave is not dull and Charlie is awful.,and
Dave is not dull or Charlie is awful.,or
Dave is rough and Harry is not little.,and
