,Original_Sentence,Parsed_Sentence,LReasoner_generated
9859,"If Fiona is reckless, then Alan is beautiful.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))","If it is not reckless, then it will be not Fiona."
9860,"If the wolf is high, then the mouse is not small.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ small))) (. .))","If it is not high, then it will be not the wolf."
9861,"If Alan is not dull, then the squirrel is not reckless.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))) (. .))","If it is dull, then it will be not Alan."
9862,the leopard is not smart and the wolf is not rough.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .)),"If it is smart, then it will be not the leopard."
9863,"If the leopard is powerful, then Gary is not funny.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ funny))) (. .))","If it is not powerful, then it will be not the leopard."
9864,"If the dog is smart, then the snake is huge.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ smart))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ huge))) (. .))","If it is not smart, then it will be not the dog."
9865,Fiona is kind and Charlie is powerful.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ kind)))) (CC and) (S (NNP Charlie) (VP (VBZ is) (ADJP (JJ powerful)))) (. .)),"If it is not kind, then it will be not Fiona."
9866,"If the leopard is lazy, then Erin is beautiful.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ lazy))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))","If it is not lazy, then it will be not the leopard."
9867,the crocodile is funny and the dog is not high.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ funny)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .)),"If it is not funny, then it will be not the crocodile."
9868,the dinosaur is not small or the wolf is not cute.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (. .)),"If it is small, then it will be not the dinosaur."
9869,the crocodile is high or Erin is not slow.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ high)))) (CC or) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ slow))) (. .)),"If it is not high, then it will be not the crocodile."
9870,"If the cat is not strong, then the tiger is tiny.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ tiny))) (. .))","If it is strong, then it will be not the cat."
9871,Anne is not tiny and Alan is not fierce.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ fierce)))) (. .)),"If it is tiny, then it will be not Anne."
9872,Gary is nice or Bob is thin.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ nice))) (CC or) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ thin))) (. .)),"If it is not nice, then it will be not Gary."
9873,"If Charlie is nice, then the leopard is not awful.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .))","If it is not nice, then it will be not Charlie."
9874,"If the bald eagle is funny, then the bear is funny.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ funny))) (. .))","If it is not funny, then it will be not the bald eagle."
9875,the leopard is not angry or Harry is not fierce.,(S (NP (DT the) (NN leopard)) (VBZ is) (RB not) (ADJP (JJ angry)) (CC or) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .)),"If it is Harry, then it will be not the leopard."
9876,"If Alan is reckless, then Harry is slow.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ slow))) (. .))","If it is not reckless, then it will be not Alan."
9877,Dave is rough and Harry is not little.,(S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ rough))) (CC and) (NP (NNP Harry)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .)),"If it is not rough, then it will be not Dave."
9878,"If the mouse is sad, then the cat is big.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ sad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ big))) (. .))","If it is not sad, then it will be not the mouse."
9879,"If the rabbit is not huge, then the tiger is not huge.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))","If it is huge, then it will be not the rabbit."
9880,"If Harry is kind, then the wolf is round.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ round))) (. .))","If it is not kind, then it will be not Harry."
9881,"If the wolf is nice, then the tiger is huge.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ huge))) (. .))","If it is not nice, then it will be not the wolf."
9882,Gary is thin or the bear is nice.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ thin)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is not thin, then it will be not Gary."
9883,Erin is small and Harry is not little.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ small)))) (CC and) (NP (NNP Harry)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .)),"If it is not small, then it will be not Erin."
9884,Anne is not awful and the rabbit is sleepy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ sleepy)))) (. .)),"If it is awful, then it will be not Anne."
9885,Charlie is smart and Bob is not funny.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ smart)))) (CC and) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ funny))) (. .)),"If it is not smart, then it will be not Charlie."
9886,"If Anne is reckless, then Alan is not lovely.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .))","If it is not reckless, then it will be not Anne."
9887,"If the snake is not short, then Harry is not cute.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .))","If it is short, then it will be not the snake."
9888,"If the squirrel is not smart, then Bob is strong.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ strong))) (. .))","If it is smart, then it will be not the squirrel."
9889,"If Bob is heavy, then Bob is not bad.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ heavy))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))","If it is not heavy, then it will be not Bob."
9890,Charlie is not heavy and the snake is not poor.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (JJ heavy)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (. .)),"If it is heavy, then it will be not Charlie."
9891,"If Harry is not fierce, then the cat is not kind.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ fierce)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))","If it is fierce, then it will be not Harry."
9892,the mouse is not wealthy or the wolf is poor.,(S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ poor)))) (. .)),"If it is wealthy, then it will be not the mouse."
9893,the wolf is dull or the crocodile is not beautiful.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ dull)))) (CC or) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .)),"If it is not dull, then it will be not the wolf."
9894,"If Charlie is not poor, then Harry is rough.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is poor, then it will be not Charlie."
9895,the leopard is not dull or the snake is not dull.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC or) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .)),"If it is dull, then it will be not the leopard."
9896,"If the leopard is not sleepy, then the lion is not furry.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ furry))) (. .))","If it is sleepy, then it will be not the leopard."
9897,the dog is strong and the snake is not rough.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ strong)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .)),"If it is not strong, then it will be not the dog."
9898,"If Gary is sad, then the squirrel is not rough.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ sad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is not sad, then it will be not Gary."
9899,the snake is reckless or the bear is not little.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC or) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (JJ little)) (. .)),"If it is not reckless, then it will be not the snake."
9900,Gary is not clever and the rabbit is kind.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever))))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is clever, then it will be not Gary."
9901,"If the dinosaur is strong, then the lion is lovely.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ lovely))) (. .))","If it is not strong, then it will be not the dinosaur."
9902,"If the leopard is not sad, then the dog is rough.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sad)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is sad, then it will be not the leopard."
9903,the tiger is not sleepy or Fiona is tired.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ tired)))) (. .)),"If it is sleepy, then it will be not the tiger."
9904,the dog is not heavy or the dinosaur is not sleepy.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ heavy))))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (. .)),"If it is heavy, then it will be not the dog."
9905,"If Bob is not small, then the snake is not thin.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ thin))) (. .))","If it is small, then it will be not Bob."
9906,"If Bob is nice, then the cat is not heavy.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))","If it is not nice, then it will be not Bob."
9907,Harry is not huge and the rabbit is not huge.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge))))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (. .)),"If it is huge, then it will be not Harry."
9908,the crocodile is huge and the squirrel is not powerful.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ huge)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ powerful)))) (. .)),"If it is not huge, then it will be not the crocodile."
9909,"If the crocodile is not tired, then Gary is not little.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .))","If it is tired, then it will be not the crocodile."
9910,the lion is poor and Alan is not heavy.,(S (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ poor)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is not poor, then it will be not the lion."
9911,"If the dog is short, then the leopard is not high.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ short))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))","If it is not short, then it will be not the dog."
9912,Erin is strong.,(S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ strong))) (. .)),"If it is not strong, then it will be not Erin."
9913,the mouse is quiet and the snake is quiet.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .)),"If it is not quiet, then it will be not the mouse."
9914,"If the crocodile is not furry, then the bear is dull.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ furry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ dull))) (. .))","If it is furry, then it will be not the crocodile."
9915,"If the leopard is not sad, then the dog is rough.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sad)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is sad, then it will be not the leopard."
9916,the bear is not poor and the squirrel is powerful.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ powerful)))) (. .)),"If it is poor, then it will be not the bear."
9917,Anne is angry or the mouse is kind.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ angry)))) (CC or) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is not angry, then it will be not Anne."
9918,the cat is not little and the tiger is not bad.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (NP (JJ little)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (. .)),"If it is little, then it will be not the cat."
9919,"If Erin is sleepy, then Fiona is not small.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ small))) (. .))","If it is not sleepy, then it will be not Erin."
9920,the wolf is horrible and the leopard is quiet.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ horrible)))) (CC and) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .)),"If it is not horrible, then it will be not the wolf."
9921,"If Gary is not rough, then Gary is not huge.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ rough)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))","If it is rough, then it will be not Gary."
9922,Fiona is not funny and the snake is not high.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny))))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .)),"If it is funny, then it will be not Fiona."
9923,the leopard is not big and the lion is huge.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ huge)))) (. .)),"If it is big, then it will be not the leopard."
9924,the tiger is not awful or the bear is not little.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ awful))))) (CC or) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .)),"If it is awful, then it will be not the tiger."
9925,Dave is not dull and Charlie is awful.,(S (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ dull))))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ awful)))) (. .)),"If it is dull, then it will be not Dave."
9926,the mouse is beautiful and Alan is beautiful.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .)),"If it is not beautiful, then it will be not the mouse."
9927,the mouse is not clever or Bob is not round.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (CC or) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (. .)),"If it is clever, then it will be not the mouse."
9928,"If Erin is not nice, then the bear is cute.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ cute))) (. .))","If it is nice, then it will be not Erin."
9929,"If Bob is sleepy, then Anne is small.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ small))) (. .))","If it is not sleepy, then it will be not Bob."
9930,"If the squirrel is little, then the snake is not kind.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (NP (JJ little))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))","If it is, then it will be not the squirrel."
9931,Harry is slow and Charlie is not short.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ slow)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (. .)),"If it is not slow, then it will be not Harry."
9932,"If the snake is sleepy, then the dinosaur is sad.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ sad))) (. .))","If it is not sleepy, then it will be not the snake."
9933,"If the squirrel is not big, then the cat is not little.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (JJ little)) (. .))","If it is big, then it will be not the squirrel."
9934,Anne is high or Bob is lazy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ high)))) (CC or) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ lazy))) (. .)),"If it is not high, then it will be not Anne."
9935,"If the bear is rough, then the dog is not high.","(S (SBAR (IN If) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))","If it is not rough, then it will be not the bear."
9936,Anne is not round and the dinosaur is furry.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ round))))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ furry)))) (. .)),"If it is round, then it will be not Anne."
9937,the cat is thin or the rabbit is not slow.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ thin)))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .)),"If it is not thin, then it will be not the cat."
9938,"If the dog is little, then Harry is boring.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ little))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is, then it will be not the dog."
9939,"If Alan is nice, then Alan is not poor.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ poor))) (. .))","If it is not nice, then it will be not Alan."
9940,"If Erin is rough, then the mouse is nice.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is not rough, then it will be not Erin."
9941,the lion is powerful or Fiona is dull.,(S (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ dull)))) (. .)),"If it is not powerful, then it will be not the lion."
9942,the squirrel is funny or the dinosaur is not nice.,(S (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ funny)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .)),"If it is not funny, then it will be not the squirrel."
9943,"If the rabbit is tired, then the tiger is not boring.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is not tired, then it will be not the rabbit."
9944,"If the dog is not small, then the bear is not boring.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is small, then it will be not the dog."
9945,Alan is not kind or the dinosaur is kind.,(S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is kind, then it will be not Alan."
9946,the dog is quiet or Fiona is not wealthy.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (. .)),"If it is not quiet, then it will be not the dog."
9947,Bob is reckless and Bob is beautiful.,(S (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .)),"If it is not reckless, then it will be not Bob."
9948,Harry is beautiful and Alan is sleepy.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ sleepy)))) (. .)),"If it is not beautiful, then it will be not Harry."
9949,the wolf is not nice or Anne is bad.,(S (NP (DT the) (NN wolf)) (VP (VP (VBZ is) (RB not) (ADJP (JJ nice))) (CC or) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ bad))))) (. .)),"If it is Anne, then it will be not the wolf."
9950,the bald eagle is not rough or the dog is not poor.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (NP (JJ rough)))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (. .)),"If it is rough, then it will be not the bald eagle."
9951,"If Charlie is not little, then the cat is powerful.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (NP (RB not) (NP (JJ little)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ powerful))) (. .))","If it is little, then it will be not Charlie."
9952,"If Charlie is cute, then the squirrel is tired.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ cute))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ tired))) (. .))","If it is not cute, then it will be not Charlie."
9953,"If Dave is not fierce, then the wolf is not rough.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ fierce)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is fierce, then it will be not Dave."
