sentence1,label,sentence2
"If the wolf is bad, then Anne is not wealthy.",0,"If it is bad, then it will be the wolf. "
the bald eagle is not poor or Charlie is not lazy.,1,"If it is poor, then it will be not the bald eagle."
"If the cat is sad, then Bob is awful.",0,
"If the cat is sad, then Bob is awful.",0,
Erin is not little or Erin is not lovely.,1,"If it is little or Erin is not lovely, then it will be not Erin."
the tiger is bad or the snake is poor.,0,"If it is not the tiger, then it will be bad. "
"If Harry is not poor, then Bob is not furry.",0,
"If Harry is not poor, then Bob is not furry.",0,"If it is not poor, then it will be Harry. "
"If Fiona is not wealthy, then Alan is beautiful.",1,"If it is wealthy, then it will be not Fiona."
"If Fiona is not wealthy, then Alan is beautiful.",1,"If it is wealthy, then it will be not Fiona."
Erin is short and Charlie is heavy.,1,"If it is not short, then it will be not Erin."
"If the wolf is quiet, then the snake is little.",0,"If it is not the wolf, then it will be quiet. "
"If the wolf is quiet, then the snake is little.",0,
"If the leopard is small, then Bob is rough.",0,"If it is small, then it will be the leopard. "
"If the leopard is small, then Bob is rough.",0,"If it is small, then it will be the leopard. "
"If the cat is heavy, then Erin is not smart.",1,"If it is not heavy, then it will be not the cat."
"If the cat is heavy, then Erin is not smart.",1,"If it is not heavy, then it will be not the cat."
"If the rabbit is little, then Bob is funny.",0,
"If the rabbit is little, then Bob is funny.",0,"If it is not , then it will be the rabbit. "
Alan is bad and the dog is not beautiful.,0,"If it is not Alan, then it will be bad. "
"If the snake is not round, then Dave is slow.",1,"If it is round, then it will be not the snake."
"If the snake is not round, then Dave is slow.",1,"If it is round, then it will be not the snake."
the leopard is not clever or the leopard is sad.,0,"If it is not clever, then it will be the leopard. "
Alan is beautiful and the lion is not tiny.,0,"If it is beautiful, then it will be Alan. "
the lion is poor or Alan is not heavy.,1,"If it is not poor, then it will be not the lion."
"If Harry is not lovely, then the cat is powerful.",1,"If it is lovely, then it will be not Harry."
"If Harry is not lovely, then the cat is powerful.",1,"If it is lovely, then it will be not Harry."
Fiona is tired or the dog is funny.,0,"If it is Fiona, then it will be not tired. "
"If the tiger is not fierce, then the wolf is not little.",0,"If it is the tiger, then it will be fierce. "
"If the lion is smart, then the mouse is not sad.",0,"If it is smart, then it will be the lion. "
"If the lion is smart, then the mouse is not sad.",0,"If it is not the lion, then it will be smart. "
Bob is big or the bald eagle is not wealthy.,1,"If it is not big, then it will be not Bob."
the mouse is not lovely and Fiona is beautiful.,1,"If it is lovely, then it will be not the mouse."
the rabbit is horrible and the cat is high.,1,"If it is not horrible, then it will be not the rabbit."
the mouse is not clever and Bob is not round.,0,"If it is the mouse, then it will be clever. "
Bob is angry or Charlie is not little.,0,"If it is not Bob, then it will be angry. "
Alan is beautiful or the lion is not tiny.,1,"If it is not beautiful, then it will be not Alan."
the cat is not sad or Charlie is horrible.,0,
"If Fiona is not powerful, then the bear is heavy.",0,"If it is Fiona, then it will be powerful. "
"If Fiona is not powerful, then the bear is heavy.",0,"If it is not powerful, then it will be Fiona. "
"If Dave is dull, then the dog is not thin.",0,"If it is dull, then it will be Dave. "
"If Dave is dull, then the dog is not thin.",0,"If it is dull, then it will be Dave. "
"If Anne is kind, then the leopard is nice.",0,"If it is not Anne, then it will be kind. "
"If Anne is kind, then the leopard is nice.",0,"If it is kind, then it will be Anne. "
"If Fiona is beautiful, then Bob is not dull.",1,"If it is not beautiful, then it will be not Fiona."
"If Fiona is beautiful, then Bob is not dull.",1,"If it is not beautiful, then it will be not Fiona."
"If Harry is awful, then Alan is not sad.",0,"If it is Harry, then it will be not awful. "
"If Harry is awful, then Alan is not sad.",0,"If it is not Harry, then it will be awful. "
"If the dog is not kind, then the leopard is not wealthy.",1,"If it is kind, then it will be not the dog."
"If the dog is not kind, then the leopard is not wealthy.",1,"If it is kind, then it will be not the dog."
"If Fiona is not sleepy, then Alan is sad.",0,"If it is Fiona, then it will be sleepy. "
"If Fiona is not sleepy, then Alan is sad.",0,"If it is not sleepy, then it will be Fiona. "
"If the snake is not rough, then the cat is nice.",0,
"If the snake is not rough, then the cat is nice.",0,"If it is not the snake, then it will be not rough. "
the crocodile is not funny and Fiona is rough.,1,"If it is funny, then it will be not the crocodile."
the dog is strong.,1,
"If Erin is angry, then the crocodile is horrible.",0,"If it is angry, then it will be Erin. "
"If Erin is angry, then the crocodile is horrible.",0,"If it is angry, then it will be Erin. "
"If Erin is angry, then the crocodile is horrible.",0,"If it is angry, then it will be Erin. "
"If the bald eagle is thin, then the dog is bad.",0,
"If the bald eagle is thin, then the dog is bad.",0,
the bald eagle is big and Erin is powerful.,1,"If it is not big, then it will be not the bald eagle."
the bald eagle is big and Erin is powerful.,1,"If it is not big, then it will be not the bald eagle."
the bald eagle is big and Erin is powerful.,1,"If it is not big, then it will be not the bald eagle."
the wolf is not tiny or the lion is not bad.,0,"If it is not the wolf, then it will be not tiny. "
"If the dog is not dull, then the squirrel is not tiny.",1,"If it is dull, then it will be not the dog."
"If the dog is not dull, then the squirrel is not tiny.",1,"If it is dull, then it will be not the dog."
"If Alan is round, then the dinosaur is round.",0,
"If Alan is round, then the dinosaur is round.",0,"If it is Alan, then it will be not round. "
"If the bear is nice, then Charlie is quiet.",0,
"If the bear is nice, then Charlie is quiet.",0,"If it is nice, then it will be the bear. "
the snake is not dull and the snake is lovely.,1,"If it is dull, then it will be not the snake."
Fiona is kind or Charlie is powerful.,1,"If it is not kind or Charlie is powerful, then it will be not Fiona."
Harry is angry or the tiger is bad.,0,"If it is Harry, then it will be not angry. "
the cat is funny or the snake is awful.,0,"If it is the cat, then it will be not funny. "
Bob is clever or Charlie is kind.,0,
"If Charlie is thin, then Erin is tired.",1,"If it is not thin, then it will be not Charlie."
"If Charlie is thin, then Erin is tired.",1,"If it is not thin, then it will be not Charlie."
Gary is not heavy or the wolf is smart.,0,
"If the squirrel is not dull, then the lion is smart.",0,"If it is not dull, then it will be the squirrel. "
"If the squirrel is not dull, then the lion is smart.",0,"If it is the squirrel, then it will be dull. "
the wolf is not rough or Fiona is not nice.,1,"If it is rough, then it will be not the wolf."
"If the dog is heavy, then Harry is not rough.",1,"If it is not heavy, then it will be not the dog."
"If the dog is heavy, then Harry is not rough.",1,"If it is not heavy, then it will be not the dog."
"If the bald eagle is little, then the bear is boring.",1,"If it is, then it will be not the bald eagle."
"If the bald eagle is little, then the bear is boring.",1,"If it is, then it will be not the bald eagle."
"If the bear is not thin, then the lion is not poor.",0,"If it is not thin, then it will be the bear. "
"If the bear is not thin, then the lion is not poor.",0,"If it is not the bear, then it will be not thin. "
"If Harry is not little, then Alan is nice.",1,"If it is little, then it will be not Harry."
"If Harry is not little, then Alan is nice.",1,"If it is little, then it will be not Harry."
"If the leopard is nice, then the rabbit is boring.",0,"If it is nice, then it will be the leopard. "
"If the leopard is nice, then the rabbit is boring.",0,"If it is nice, then it will be the leopard. "
Alan is not huge and the squirrel is not huge.,1,"If it is huge, then it will be not Alan."
"If Bob is beautiful, then the bald eagle is tiny.",1,"If it is not beautiful, then it will be not Bob."
"If Bob is beautiful, then the bald eagle is tiny.",1,"If it is not beautiful, then it will be not Bob."
"If Bob is beautiful, then the bald eagle is tiny.",1,"If it is not beautiful, then it will be not Bob."
Erin is not strong or Gary is not boring.,1,"If it is strong, then it will be not Erin."
the bear is dull and Bob is not horrible.,0,"If it is dull, then it will be the bear. "
"If the bear is dull, then Harry is not lovely.",0,
"If the bear is dull, then Harry is not lovely.",0,"If it is dull, then it will be the bear. "
"If Bob is tiny, then Gary is not short.",0,"If it is tiny, then it will be Bob. "
"If Bob is tiny, then Gary is not short.",0,"If it is Bob, then it will be not tiny. "
"If the mouse is slow, then Fiona is lazy.",1,"If it is not slow, then it will be not the mouse."
"If the mouse is slow, then Fiona is lazy.",1,"If it is not slow, then it will be not the mouse."
Bob is not clever or Alan is not nice.,0,
"If Charlie is huge, then the mouse is cute.",0,
the snake is quiet or Dave is not lazy.,0,"If it is the snake, then it will be not quiet. "
"If the wolf is not short, then Alan is lazy.",0,"If it is the wolf, then it will be short. "
"If the wolf is not short, then Alan is lazy.",0,"If it is not the wolf, then it will be not short. "
"If the rabbit is sleepy, then the crocodile is not thin.",0,"If it is sleepy, then it will be the rabbit. "
"If the rabbit is sleepy, then the crocodile is not thin.",0,"If it is sleepy, then it will be the rabbit. "
Harry is fierce or Gary is not poor.,1,"If it is not fierce, then it will be not Harry."
"If the leopard is not poor, then the dog is big.",0,"If it is not poor, then it will be the leopard. "
"If Bob is high, then Erin is not cute.",1,"If it is not high, then it will be not Bob."
"If Bob is high, then Erin is not cute.",1,"If it is not high, then it will be not Bob."
"If Anne is not poor, then the rabbit is not strong.",0,"If it is Anne, then it will be poor. "
"If Anne is not poor, then the rabbit is not strong.",0,
Fiona is not powerful or the mouse is not angry.,1,"If it is powerful, then it will be not Fiona."
the squirrel is beautiful or the rabbit is not dull.,0,"If it is not the squirrel, then it will be beautiful. "
"If Dave is not little, then Dave is sleepy.",0,
"If Dave is not little, then Dave is sleepy.",0,"If it is not little, then it will be Dave. "
the dog is boring or Erin is not clever.,0,"If it is not the dog, then it will be boring. "
the wolf is not heavy and the mouse is not powerful.,0,"If it is the wolf, then it will be heavy. "
"If Charlie is small, then the lion is not powerful.",1,"If it is not small, then it will be not Charlie."
"If Charlie is small, then the lion is not powerful.",1,"If it is not small, then it will be not Charlie."
the snake is sad and the squirrel is not nice.,1,"If it is not sad, then it will be not the snake."
the wolf is not boring or the tiger is not slow.,1,"If it is boring, then it will be not the wolf."
"If the dog is huge, then the cat is round.",1,"If it is not huge, then it will be not the dog."
"If the dog is huge, then the cat is round.",1,"If it is not huge, then it will be not the dog."
Dave is not nice or the squirrel is bad.,0,"If it is not the squirrel, then it will be Dave. "
"If Alan is furry, then Bob is powerful.",1,"If it is not furry, then it will be not Alan."
"If Alan is furry, then Bob is powerful.",1,"If it is not furry, then it will be not Alan."
"If Alan is furry, then Bob is powerful.",1,"If it is not furry, then it will be not Alan."
"If the bear is heavy, then the lion is sad.",1,"If it is not heavy, then it will be not the bear."
"If the bear is heavy, then the lion is sad.",1,"If it is not heavy, then it will be not the bear."
Anne is not furry or the tiger is not rough.,0,
the mouse is fierce and the bear is not big.,0,"If it is the mouse, then it will be not fierce. "
"If Charlie is lazy, then the dog is poor.",0,"If it is lazy, then it will be Charlie. "
"If Charlie is lazy, then the dog is poor.",0,
the bald eagle is powerful or the leopard is not clever.,0,"If it is powerful, then it will be the bald eagle. "
the tiger is not angry and the bear is cute.,0,
the squirrel is not funny or the bald eagle is reckless.,1,"If it is funny, then it will be not the squirrel."
Charlie is not smart or the lion is not poor.,1,"If it is smart, then it will be not Charlie."
"If Charlie is not little, then the cat is powerful.",0,"If it is not Charlie, then it will be not little. "
"If Charlie is not little, then the cat is powerful.",0,
the cat is not powerful and Erin is nice.,1,"If it is powerful, then it will be not the cat."
"If the cat is quiet, then the mouse is big.",0,"If it is not the cat, then it will be quiet. "
"If the cat is quiet, then the mouse is big.",0,"If it is quiet, then it will be the cat. "
Alan is not cute or the leopard is not smart.,1,"If it is cute, then it will be not Alan."
"If the cat is not strong, then the tiger is tiny.",0,"If it is not strong, then it will be the cat. "
"If the cat is not strong, then the tiger is tiny.",0,"If it is the cat, then it will be strong. "
the bear is clever and the dog is strong.,0,"If it is not the bear, then it will be clever. "
the bear is clever and the dog is strong.,0,"If it is the bear, then it will be not clever. "
"If Gary is not short, then Dave is dull.",1,"If it is short, then it will be not Gary."
"If Gary is not short, then Dave is dull.",1,"If it is short, then it will be not Gary."
"If Harry is not funny, then Harry is small.",1,"If it is funny, then it will be not Harry."
"If Harry is not funny, then Harry is small.",1,"If it is funny, then it will be not Harry."
the dog is not beautiful or Charlie is boring.,1,"If it is Charlie, then it will be not the dog."
"If the mouse is not rough, then Harry is not quiet.",0,"If it is the mouse, then it will be rough. "
"If the mouse is not rough, then Harry is not quiet.",0,"If it is not rough, then it will be the mouse. "
"If the wolf is not heavy, then Harry is bad.",0,"If it is not heavy, then it will be the wolf. "
"If the wolf is not heavy, then Harry is bad.",0,"If it is not heavy, then it will be the wolf. "
"If the dinosaur is not clever, then Harry is tired.",0,"If it is the dinosaur, then it will be clever. "
"If the dinosaur is not clever, then Harry is tired.",0,"If it is not clever, then it will be the dinosaur. "
the cat is high and Fiona is not short.,0,"If it is not the cat, then it will be high. "
"If Fiona is beautiful, then Bob is not dull.",1,"If it is not beautiful, then it will be not Fiona."
"If Fiona is beautiful, then Bob is not dull.",1,"If it is not beautiful, then it will be not Fiona."
Fiona is not small or the bear is not slow.,0,"If it is not small, then it will be Fiona. "
"If Dave is little, then the bear is beautiful.",0,"If it is not Dave, then it will be not . "
"If Dave is little, then the bear is beautiful.",0,
"If Dave is little, then the bear is beautiful.",0,"If it is not Dave, then it will be not . "
"If the cat is huge, then Bob is dull.",1,"If it is not huge, then it will be not the cat."
"If the cat is huge, then Bob is dull.",1,"If it is not huge, then it will be not the cat."
"If Bob is beautiful, then the bald eagle is tiny.",0,
"If Bob is beautiful, then the bald eagle is tiny.",0,"If it is beautiful, then it will be Bob. "
"If Bob is beautiful, then the bald eagle is tiny.",0,"If it is beautiful, then it will be Bob. "
the tiger is thin or Fiona is not big.,0,"If it is the tiger, then it will be not thin. "
Harry is not slow and Alan is not little.,1,"If it is slow, then it will be not Harry."
"If the lion is not thin, then the crocodile is bad.",0,"If it is not thin, then it will be the lion. "
"If the lion is not thin, then the crocodile is bad.",0,"If it is not the lion, then it will be not thin. "
the dog is quiet and Fiona is not wealthy.,1,"If it is not quiet, then it will be not the dog."
"If Fiona is sad, then the dinosaur is round.",0,
"If Fiona is sad, then the dinosaur is round.",0,"If it is sad, then it will be Fiona. "
Harry is wealthy and the lion is poor.,0,"If it is wealthy, then it will be Harry. "
"If Gary is not rough, then the dog is not rough.",0,
"If Gary is not rough, then the dog is not rough.",0,"If it is not rough, then it will be Gary. "
"If the dog is not boring, then the tiger is tired.",1,"If it is boring, then it will be not the dog."
"If the dog is not boring, then the tiger is tired.",1,"If it is boring, then it will be not the dog."
"If the wolf is kind, then the wolf is not dull.",0,"If it is not the wolf, then it will be kind. "
"If the wolf is kind, then the wolf is not dull.",0,"If it is kind, then it will be the wolf. "
Erin is tired and Fiona is not small.,1,"If it is not tired, then it will be not Erin."
"If the dog is rough, then the rabbit is powerful.",0,"If it is the dog, then it will be not rough. "
"If the dog is rough, then the rabbit is powerful.",0,
"If the dog is rough, then the rabbit is powerful.",0,"If it is the dog, then it will be not rough. "
"If the dog is rough, then the rabbit is powerful.",0,"If it is rough, then it will be the dog. "
the dinosaur is boring and the rabbit is not kind.,1,"If it is not boring, then it will be not the dinosaur."
"If Charlie is round, then the bear is not thin.",1,"If it is not round, then it will be not Charlie."
"If Charlie is round, then the bear is not thin.",1,"If it is not round, then it will be not Charlie."
the cat is nice and the bald eagle is not kind.,1,"If it is not nice, then it will be not the cat."
the bald eagle is quiet and the crocodile is not cute.,1,"If it is not quiet, then it will be not the bald eagle."
Gary is sleepy or the leopard is powerful.,0,"If it is sleepy, then it will be Gary. "
the lion is funny and the bald eagle is strong.,1,"If it is not funny, then it will be not the lion."
the lion is funny and the bald eagle is strong.,1,"If it is not funny, then it will be not the lion."
"If the rabbit is big, then the dog is not kind.",0,"If it is big, then it will be the rabbit. "
"If the rabbit is big, then the dog is not kind.",0,
"If Anne is dull, then Alan is not tired.",0,
"If Anne is dull, then Alan is not tired.",0,"If it is dull, then it will be Anne. "
the leopard is not fierce and Gary is not lazy.,1,"If it is fierce, then it will be not the leopard."
the snake is bad and the bear is not bad.,1,"If it is not bad, then it will be not the snake."
"If Erin is small, then Bob is not round.",1,"If it is not small, then it will be not Erin."
"If Erin is small, then Bob is not round.",1,"If it is not small, then it will be not Erin."
"If the dinosaur is not big, then the mouse is nice.",0,
"If the dinosaur is not big, then the mouse is nice.",0,"If it is the dinosaur, then it will be big. "
the crocodile is clever and the squirrel is small.,1,"If it is not clever, then it will be not the crocodile."
"If the squirrel is not short, then the tiger is not thin.",1,"If it is short, then it will be not the squirrel."
"If the squirrel is not short, then the tiger is not thin.",1,"If it is short, then it will be not the squirrel."
the leopard is angry or Gary is not wealthy.,0,"If it is angry, then it will be the leopard. "
"If the crocodile is angry, then Charlie is not funny.",1,"If it is not angry, then it will be not the crocodile."
"If the crocodile is angry, then Charlie is not funny.",1,"If it is not angry, then it will be not the crocodile."
"If Anne is not beautiful, then Gary is horrible.",0,"If it is Anne, then it will be beautiful. "
"If Anne is not beautiful, then Gary is horrible.",0,"If it is not beautiful, then it will be Anne. "
"If Fiona is little, then the bald eagle is round.",0,"If it is not , then it will be Fiona. "
"If Fiona is little, then the bald eagle is round.",0,"If it is not , then it will be Fiona. "
Harry is not little and the cat is furry.,1,"If it is little, then it will be not Harry."
"If Fiona is not small, then Dave is not fierce.",0,"If it is Fiona, then it will be small. "
"If Fiona is not small, then Dave is not fierce.",0,"If it is not Fiona, then it will be not small. "
"If Fiona is not clever, then the bald eagle is not reckless.",0,"If it is not clever, then it will be Fiona. "
"If Fiona is not clever, then the bald eagle is not reckless.",0,
"If Bob is dull, then the squirrel is not big.",1,"If it is not dull, then it will be not Bob."
"If Bob is dull, then the squirrel is not big.",1,"If it is not dull, then it will be not Bob."
"If the leopard is not tired, then Alan is huge.",1,"If it is tired, then it will be not the leopard."
"If the leopard is not tired, then Alan is huge.",1,"If it is tired, then it will be not the leopard."
"If the cat is not bad, then Erin is thin.",0,"If it is the cat, then it will be bad. "
"If the cat is not bad, then Erin is thin.",0,
the bear is tiny or the snake is not dull.,1,"If it is not tiny, then it will be not the bear."
Bob is reckless and Bob is beautiful.,0,"If it is reckless, then it will be Bob. "
Bob is reckless and Bob is beautiful.,0,"If it is not Bob, then it will be reckless. "
Bob is reckless and Bob is beautiful.,0,"If it is reckless, then it will be Bob. "
"If Anne is reckless, then Alan is not lovely.",0,"If it is reckless, then it will be Anne. "
the lion is beautiful or the dinosaur is short.,1,"If it is not beautiful, then it will be not the lion."
the lion is beautiful or the dinosaur is short.,1,"If it is not beautiful, then it will be not the lion."
"If the rabbit is strong, then Gary is slow.",0,"If it is not the rabbit, then it will be strong. "
"If the rabbit is strong, then Gary is slow.",0,"If it is not the rabbit, then it will be strong. "
the cat is not boring and the bear is not lovely.,0,"If it is not boring, then it will be the cat. "
"If the leopard is not fierce, then the squirrel is not dull.",1,"If it is fierce, then it will be not the leopard."
"If the leopard is not fierce, then the squirrel is not dull.",1,"If it is fierce, then it will be not the leopard."
the lion is not short and the squirrel is dull.,0,"If it is the lion, then it will be short. "
the squirrel is not boring and the snake is not high.,1,"If it is boring, then it will be not the squirrel."
Charlie is nice or Bob is not funny.,1,"If it is not nice, then it will be not Charlie."
"If the bald eagle is not big, then the bear is not smart.",1,"If it is big, then it will be not the bald eagle."
"If the bald eagle is not big, then the bear is not smart.",1,"If it is big, then it will be not the bald eagle."
the bear is not sad and Alan is strong.,1,"If it is sad, then it will be not the bear."
Harry is not kind or Alan is not tiny.,1,"If it is kind or Alan is not tiny, then it will be not Harry."
the crocodile is cute or the squirrel is not huge.,0,"If it is cute, then it will be the crocodile. "
the wolf is not rough and the snake is not tiny.,1,"If it is rough, then it will be not the wolf."
the squirrel is not sad or Alan is not funny.,0,"If it is the squirrel, then it will be sad. "
the snake is not sleepy and the cat is rough.,0,"If it is the snake, then it will be sleepy. "
"If the dog is little, then Harry is boring.",0,"If it is not , then it will be the dog. "
"If the dog is little, then Harry is boring.",0,"If it is not , then it will be the dog. "
Gary is not short or Bob is not small.,0,
"If Alan is not clever, then the cat is not bad.",0,"If it is Alan, then it will be clever. "
"If Alan is not clever, then the cat is not bad.",0,
Bob is not heavy and the leopard is not angry.,0,"If it is Bob, then it will be heavy. "
Harry is not horrible or the rabbit is not fierce.,1,"If it is horrible, then it will be not Harry."
the tiger is not angry or the bear is cute.,0,"If it is the tiger, then it will be angry. "
the mouse is tiny and Alan is quiet.,0,
the bear is sleepy or Alan is not fierce.,0,"If it is sleepy, then it will be the bear. "
"If the leopard is not high, then Gary is not poor.",0,"If it is not high, then it will be the leopard. "
"If the leopard is not high, then Gary is not poor.",0,"If it is not high, then it will be the leopard. "
the dinosaur is reckless or Gary is not nice.,0,
Anne is not angry or the dog is not clever.,0,
"If Bob is not round, then the cat is sad.",0,"If it is Bob, then it will be round. "
"If Bob is not round, then the cat is sad.",0,"If it is not round, then it will be Bob. "
the lion is not dull and the bald eagle is not lovely.,0,"If it is not dull, then it will be the lion. "
"If the bear is furry, then the bald eagle is little.",0,"If it is furry, then it will be the bear. "
"If the leopard is horrible, then Gary is not funny.",0,"If it is horrible, then it will be the leopard. "
"If the crocodile is strong, then Bob is not rough.",0,"If it is not the crocodile, then it will be strong. "
"If the crocodile is strong, then Bob is not rough.",0,"If it is strong, then it will be the crocodile. "
the bear is awful and the snake is boring.,0,"If it is the bear, then it will be not awful. "
the dog is heavy or the tiger is not little.,1,"If it is not heavy, then it will be not the dog."
"If the wolf is cute, then the squirrel is lovely.",0,"If it is cute, then it will be the wolf. "
the tiger is nice or the squirrel is not short.,0,"If it is nice, then it will be the tiger. "
"If the tiger is not awful, then Gary is not angry.",0,
"If the tiger is not awful, then Gary is not angry.",0,"If it is not awful, then it will be the tiger. "
"If the mouse is not funny, then Bob is wealthy.",1,"If it is funny, then it will be not the mouse."
"If the mouse is not funny, then Bob is wealthy.",1,"If it is funny, then it will be not the mouse."
"If Gary is rough, then Anne is not heavy.",0,
"If Gary is rough, then Anne is not heavy.",0,
the snake is not lovely or the squirrel is not smart.,0,"If it is not lovely, then it will be the snake. "
Dave is not smart or Bob is slow.,0,"If it is not smart or Bob is slow, then it will be Dave. "
"If the dog is lazy, then the dinosaur is not round.",0,"If it is lazy, then it will be the dog. "
"If the dog is lazy, then the dinosaur is not round.",0,
the bald eagle is not sleepy or the snake is not heavy.,1,"If it is sleepy, then it will be not the bald eagle."
the rabbit is not furry or Erin is not little.,1,"If it is furry, then it will be not the rabbit."
the dog is not high and Bob is not short.,1,"If it is high, then it will be not the dog."
Alan is not clever and the crocodile is not smart.,1,"If it is clever, then it will be not Alan."
the dinosaur is boring and the rabbit is not kind.,0,"If it is the dinosaur, then it will be not boring. "
the wolf is not powerful or the bear is not strong.,1,"If it is powerful, then it will be not the wolf."
Harry is heavy and the wolf is not lovely.,0,"If it is heavy, then it will be Harry. "
"If Fiona is not tiny, then Alan is not angry.",1,"If it is tiny, then it will be not Fiona."
"If Fiona is not tiny, then Alan is not angry.",1,"If it is tiny, then it will be not Fiona."
Harry is not fierce and the rabbit is clever.,0,"If it is not Harry, then it will be not fierce. "
Fiona is funny and Erin is angry.,1,"If it is not funny, then it will be not Fiona."
Fiona is funny and Erin is angry.,1,"If it is not funny, then it will be not Fiona."
Fiona is funny and Erin is angry.,1,"If it is not funny, then it will be not Fiona."
"If Alan is beautiful, then the snake is powerful.",0,"If it is beautiful, then it will be Alan. "
"If Alan is beautiful, then the snake is powerful.",0,"If it is beautiful, then it will be Alan. "
"If Alan is beautiful, then the snake is powerful.",0,"If it is beautiful, then it will be Alan. "
"If the snake is not bad, then the bear is not boring.",1,"If it is bad, then it will be not the snake."
"If the snake is not bad, then the bear is not boring.",1,"If it is bad, then it will be not the snake."
the leopard is reckless and the cat is small.,1,"If it is not reckless, then it will be not the leopard."
Alan is smart or Bob is not sad.,0,"If it is not sad, then it will be Alan. "
"If Gary is not clever, then the lion is funny.",0,"If it is not clever, then it will be Gary. "
"If Gary is not clever, then the lion is funny.",0,"If it is not clever, then it will be Gary. "
Alan is not funny or Fiona is not rough.,0,
"If the dog is not kind, then the leopard is not wealthy.",0,
"If the dog is not kind, then the leopard is not wealthy.",0,
"If the mouse is tired, then the bald eagle is quiet.",0,"If it is the mouse, then it will be not tired. "
"If the mouse is tired, then the bald eagle is quiet.",0,"If it is tired, then it will be the mouse. "
"If the wolf is not kind, then the mouse is not dull.",0,"If it is the wolf, then it will be kind. "
"If the wolf is not kind, then the mouse is not dull.",0,"If it is not the wolf, then it will be not kind. "
the dog is short or Alan is powerful.,1,"If it is not short, then it will be not the dog."
the dog is short or Alan is powerful.,1,"If it is not short, then it will be not the dog."
"If Gary is rough, then Anne is not heavy.",1,"If it is not rough, then it will be not Gary."
"If Gary is rough, then Anne is not heavy.",1,"If it is not rough, then it will be not Gary."
"If the cat is not poor, then Gary is not nice.",1,"If it is poor, then it will be not the cat."
"If the cat is not poor, then Gary is not nice.",1,"If it is poor, then it will be not the cat."
the cat is tiny and Charlie is not funny.,0,
the snake is rough or Charlie is not furry.,0,"If it is rough, then it will be the snake. "
the squirrel is not lazy and the leopard is wealthy.,1,"If it is lazy, then it will be not the squirrel."
"If Harry is rough, then Charlie is horrible.",0,"If it is Harry, then it will be not rough. "
"If Harry is rough, then Charlie is horrible.",0,"If it is not Harry, then it will be rough. "
the dinosaur is not clever or the wolf is awful.,0,
"If the squirrel is kind, then Anne is big.",0,"If it is kind, then it will be the squirrel. "
"If the squirrel is kind, then Anne is big.",0,"If it is kind, then it will be the squirrel. "
"If the squirrel is not cute, then Alan is poor.",0,
"If the squirrel is not cute, then Alan is poor.",0,
the bald eagle is not strong or Harry is furry.,0,"If it is not the bald eagle, then it will be not strong. "
"If Bob is not dull, then the rabbit is awful.",0,"If it is not Bob, then it will be not dull. "
"If Bob is not dull, then the rabbit is awful.",0,"If it is not dull, then it will be Bob. "
"If the rabbit is not boring, then Charlie is small.",1,"If it is boring, then it will be not the rabbit."
"If the rabbit is not boring, then Charlie is small.",1,"If it is boring, then it will be not the rabbit."
"If Bob is funny, then Gary is not awful.",0,"If it is funny, then it will be Bob. "
"If Bob is funny, then Gary is not awful.",0,
"If Fiona is boring, then the wolf is beautiful.",1,"If it is not boring, then it will be not Fiona."
"If Fiona is boring, then the wolf is beautiful.",1,"If it is not boring, then it will be not Fiona."
"If Fiona is boring, then the wolf is beautiful.",1,"If it is not boring, then it will be not Fiona."
Bob is not slow and Harry is not poor.,0,
"If the mouse is rough, then the mouse is not big.",1,"If it is not rough, then it will be not the mouse."
"If the mouse is rough, then the mouse is not big.",1,"If it is not rough, then it will be not the mouse."
the dinosaur is smart or the squirrel is cute.,0,"If it is smart, then it will be the dinosaur. "
Bob is sleepy and the crocodile is lazy.,1,"If it is not sleepy, then it will be not Bob."
"If Fiona is not furry, then Anne is heavy.",1,"If it is furry, then it will be not Fiona."
"If Fiona is not furry, then Anne is heavy.",1,"If it is furry, then it will be not Fiona."
"If the tiger is cute, then the bald eagle is rough.",1,"If it is not cute, then it will be not the tiger."
"If the tiger is cute, then the bald eagle is rough.",1,"If it is not cute, then it will be not the tiger."
the bald eagle is smart and the crocodile is rough.,0,"If it is smart, then it will be the bald eagle. "
"If Charlie is small, then the lion is not powerful.",0,
"If Charlie is small, then the lion is not powerful.",0,
Anne is short or the snake is poor.,0,
the snake is not awful and the crocodile is short.,0,
"If the dog is not poor, then the mouse is boring.",0,"If it is not poor, then it will be the dog. "
"If the dog is not poor, then the mouse is boring.",0,"If it is not poor, then it will be the dog. "
"If the squirrel is not beautiful, then the mouse is not angry.",1,"If it is beautiful, then it will be not the squirrel."
"If the squirrel is not beautiful, then the mouse is not angry.",1,"If it is beautiful, then it will be not the squirrel."
"If the leopard is not strong, then Erin is kind.",1,"If it is strong, then it will be not the leopard."
"If the leopard is not strong, then Erin is kind.",1,"If it is strong, then it will be not the leopard."
"If Dave is not fierce, then the wolf is not rough.",1,"If it is fierce, then it will be not Dave."
"If Dave is not fierce, then the wolf is not rough.",1,"If it is fierce, then it will be not Dave."
"If the wolf is not high, then the wolf is slow.",0,
"If the wolf is not high, then the wolf is slow.",0,"If it is the wolf, then it will be high. "
the tiger is not rough or the tiger is not furry.,1,"If it is rough, then it will be not the tiger."
