,Original_Sentence,Parsed_Sentence,LReasoner_generated_positive_samples,Positive_samples_labels
13935,Harry is not poor or Fiona is little.,(S (NP (NNP Harry)) (VP (VP (VBZ is) (RB not) (ADJP (JJ poor))) (CC or) (S (NP (NNP Fiona)) (VP (VBZ is) (NP (JJ little))))) (. .)),"If it is Fiona, then it will be not Harry.",1
13936,Harry is dull or Charlie is thin.,(S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ dull)) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ thin)))) (. .)),"If it is not dull or Charlie is thin, then it will be not Harry.",1
13937,Harry is dull or Charlie is thin.,(S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ dull)) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ thin)))) (. .)),"If it is not dull or Charlie is thin, then it will be not Harry.",1
13938,Harry is not dull or Dave is not tired.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC or) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .)),"If it is dull, then it will be not Harry.",1
13939,Harry is not dull or Dave is not tired.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC or) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .)),"If it is dull, then it will be not Harry.",1
13940,Harry is rough or the crocodile is not angry.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ rough)))) (CC or) (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ angry))) (. .)),"If it is not rough, then it will be not Harry.",1
13941,Harry is rough or the crocodile is not angry.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ rough)))) (CC or) (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ angry))) (. .)),"If it is not rough, then it will be not Harry.",1
13942,Harry is not rough or the squirrel is huge.,(S (NP (NNP Harry)) (VP (VBZ is) (RB not) (NP (NP (JJ rough)) (CC or) (NP (DT the) (NN squirrel))) (VP (VBZ is) (ADJP (JJ huge)))) (. .)),"If it is rough or the squirrel is huge, then it will be not Harry.",1
13943,Harry is not rough or the squirrel is huge.,(S (NP (NNP Harry)) (VP (VBZ is) (RB not) (NP (NP (JJ rough)) (CC or) (NP (DT the) (NN squirrel))) (VP (VBZ is) (ADJP (JJ huge)))) (. .)),"If it is rough or the squirrel is huge, then it will be not Harry.",1
13944,Harry is bad or the cat is rough.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ bad)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ rough)))) (. .)),"If it is not bad, then it will be not Harry.",1
13945,Harry is bad or the cat is rough.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ bad)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ rough)))) (. .)),"If it is not bad, then it will be not Harry.",1
13946,Harry is not bad or the dog is not big.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (. .)),"If it is bad, then it will be not Harry.",1
13947,Harry is not bad or the dog is not big.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (. .)),"If it is bad, then it will be not Harry.",1
13948,Harry is sad or Anne is not smart.,(S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ sad)) (CC or) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is sad or Anne is smart, then it will be not Harry.",1
13949,Harry is sad or Anne is not smart.,(S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ sad)) (CC or) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is sad or Anne is smart, then it will be not Harry.",1
13950,Harry is not sad or Anne is big.,(S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ sad)) (CC or) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ big)))) (. .)),"If it is sad or Anne is big, then it will be not Harry.",1
13951,Harry is not sad or Anne is big.,(S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ sad)) (CC or) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ big)))) (. .)),"If it is sad or Anne is big, then it will be not Harry.",1
13952,Gary is kind or the squirrel is not sad.,(S (NP (NNP Gary)) (VBZ is) (NP (ADJP (JJ kind)) (CC or) (NP (DT the) (NN squirrel))) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .)),"If it is not kind or the squirrel, then it will be not Gary.",1
13953,Gary is kind or the squirrel is not sad.,(S (NP (NNP Gary)) (VBZ is) (NP (ADJP (JJ kind)) (CC or) (NP (DT the) (NN squirrel))) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .)),"If it is not kind or the squirrel, then it will be not Gary.",1
13954,Gary is not kind or the dog is not rough.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .)),"If it is kind, then it will be not Gary.",1
13955,Gary is not kind or the dog is not rough.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .)),"If it is kind, then it will be not Gary.",1
13956,Gary is quiet or Dave is horrible.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ quiet))) (CC or) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ horrible))) (. .)),"If it is not quiet, then it will be not Gary.",1
13957,Gary is quiet or Dave is horrible.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ quiet))) (CC or) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ horrible))) (. .)),"If it is not quiet, then it will be not Gary.",1
13958,Gary is not quiet or the wolf is not tiny.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (. .)),"If it is quiet, then it will be not Gary.",1
13959,Gary is not quiet or the wolf is not tiny.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (. .)),"If it is quiet, then it will be not Gary.",1
13960,Gary is round or the wolf is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ round)))) (CC or) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ cute))) (. .)),"If it is not round, then it will be not Gary.",1
13961,Gary is round or the wolf is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ round)))) (CC or) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ cute))) (. .)),"If it is not round, then it will be not Gary.",1
13962,Gary is not round or Erin is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ round))))) (CC or) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ cute))) (. .)),"If it is round, then it will be not Gary.",1
13963,Gary is not round or Erin is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ round))))) (CC or) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ cute))) (. .)),"If it is round, then it will be not Gary.",1
13964,Gary is nice or Bob is thin.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ nice))) (CC or) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ thin))) (. .)),"If it is not nice, then it will be not Gary.",1
13965,Gary is nice or Bob is thin.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ nice))) (CC or) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ thin))) (. .)),"If it is not nice, then it will be not Gary.",1
13966,Gary is not nice or the bear is not bad.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (. .)),"If it is nice, then it will be not Gary.",1
13967,Gary is not nice or the bear is not bad.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (. .)),"If it is nice, then it will be not Gary.",1
13968,Gary is smart or the lion is horrible.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ smart))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ horrible))) (. .)),"If it is not smart, then it will be not Gary.",1
13969,Gary is smart or the lion is horrible.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ smart))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ horrible))) (. .)),"If it is not smart, then it will be not Gary.",1
13970,Gary is not smart or Gary is not lovely.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ smart))) (CC or) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .)),"If it is smart, then it will be not Gary.",1
13971,Gary is not smart or Gary is not lovely.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ smart))) (CC or) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .)),"If it is smart, then it will be not Gary.",1
13972,Gary is clever or Anne is not dull.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ clever)))) (CC or) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .)),"If it is not clever, then it will be not Gary.",1
13973,Gary is clever or Anne is not dull.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ clever)))) (CC or) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .)),"If it is not clever, then it will be not Gary.",1
13974,Gary is not clever or the rabbit is kind.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever))))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is clever, then it will be not Gary.",1
13975,Gary is not clever or the rabbit is kind.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever))))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is clever, then it will be not Gary.",1
13976,Gary is dull or the tiger is beautiful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ dull)))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .)),"If it is not dull, then it will be not Gary.",1
13977,Gary is dull or the tiger is beautiful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ dull)))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .)),"If it is not dull, then it will be not Gary.",1
13978,Gary is not dull or Charlie is nice.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ dull)) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is dull or Charlie is nice, then it will be not Gary.",1
13979,Gary is not dull or Charlie is nice.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ dull)) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is dull or Charlie is nice, then it will be not Gary.",1
13980,Gary is rough or Harry is not dull.,(S (NP (NP (NNP Gary)) (VBZ is) (NP (ADJP (JJ rough)) (CC or) (NP (NNP Harry)))) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .)),"If it is dull, then it will be not Gary is rough or Harry.",1
13981,Gary is rough or Harry is not dull.,(S (NP (NP (NNP Gary)) (VBZ is) (NP (ADJP (JJ rough)) (CC or) (NP (NNP Harry)))) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .)),"If it is dull, then it will be not Gary is rough or Harry.",1
13982,Gary is not rough or the lion is not slow.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (NP (JJ rough)))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ slow))) (. .)),"If it is rough, then it will be not Gary.",1
13983,Gary is not rough or the lion is not slow.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (NP (JJ rough)))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ slow))) (. .)),"If it is rough, then it will be not Gary.",1
13984,Gary is lazy or Anne is not quiet.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lazy)))) (CC or) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .)),"If it is not lazy, then it will be not Gary.",1
13985,Gary is lazy or Anne is not quiet.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lazy)))) (CC or) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .)),"If it is not lazy, then it will be not Gary.",1
13986,Gary is not lazy or the cat is nice.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is lazy, then it will be not Gary.",1
13987,Gary is not lazy or the cat is nice.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is lazy, then it will be not Gary.",1
13988,Gary is slow or the lion is not reckless.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ slow)))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))) (. .)),"If it is not slow, then it will be not Gary.",1
13989,Gary is slow or the lion is not reckless.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ slow)))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))) (. .)),"If it is not slow, then it will be not Gary.",1
13990,Gary is not slow or Fiona is not short.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (. .)),"If it is slow, then it will be not Gary.",1
13991,Gary is not slow or Fiona is not short.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (. .)),"If it is slow, then it will be not Gary.",1
13992,Gary is sleepy or the leopard is powerful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ sleepy)))) (CC or) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ powerful)))) (. .)),"If it is not sleepy, then it will be not Gary.",1
13993,Gary is sleepy or the leopard is powerful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ sleepy)))) (CC or) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ powerful)))) (. .)),"If it is not sleepy, then it will be not Gary.",1
13994,Gary is not sleepy or the mouse is not nice.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .)),"If it is sleepy, then it will be not Gary.",1
13995,Gary is not sleepy or the mouse is not nice.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .)),"If it is sleepy, then it will be not Gary.",1
13996,Gary is boring or Alan is not bad.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ boring)))) (CC or) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .)),"If it is not boring, then it will be not Gary.",1
13997,Gary is boring or Alan is not bad.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ boring)))) (CC or) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .)),"If it is not boring, then it will be not Gary.",1
13998,Gary is not boring or the mouse is not heavy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (CC or) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is boring, then it will be not Gary.",1
13999,Gary is not boring or the mouse is not heavy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (CC or) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is boring, then it will be not Gary.",1
14000,Gary is tired or Dave is not reckless.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ tired)))) (CC or) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (. .)),"If it is not tired, then it will be not Gary.",1
14001,Gary is tired or Dave is not reckless.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ tired)))) (CC or) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (. .)),"If it is not tired, then it will be not Gary.",1
14002,Gary is not tired or the mouse is thin.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ thin))) (. .)),"If it is tired, then it will be not Gary.",1
14003,Gary is not tired or the mouse is thin.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ thin))) (. .)),"If it is tired, then it will be not Gary.",1
14004,Gary is reckless or Harry is not sleepy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC or) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (. .)),"If it is not reckless, then it will be not Gary.",1
14005,Gary is reckless or Harry is not sleepy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC or) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (. .)),"If it is not reckless, then it will be not Gary.",1
14006,Gary is not reckless or the dinosaur is not boring.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ reckless))))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (. .)),"If it is reckless, then it will be not Gary.",1
14007,Gary is not reckless or the dinosaur is not boring.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ reckless))))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (. .)),"If it is reckless, then it will be not Gary.",1
14008,Gary is furry or the leopard is bad.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ furry)))) (CC or) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ bad))) (. .)),"If it is not furry, then it will be not Gary.",1
14009,Gary is furry or the leopard is bad.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ furry)))) (CC or) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ bad))) (. .)),"If it is not furry, then it will be not Gary.",1
14010,Gary is not furry or Harry is furry.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ furry)) (CC or) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ furry)))) (. .)),"If it is furry or Harry is furry, then it will be not Gary.",1
14011,Gary is not furry or Harry is furry.,(S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ furry)) (CC or) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ furry)))) (. .)),"If it is furry or Harry is furry, then it will be not Gary.",1
14012,Gary is small or the mouse is not sad.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ small)))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .)),"If it is not small, then it will be not Gary.",1
14013,Gary is small or the mouse is not sad.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ small)))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .)),"If it is not small, then it will be not Gary.",1
14014,Gary is not small or the tiger is dull.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC or) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ dull))) (. .)),"If it is small, then it will be not Gary.",1
14015,Gary is not small or the tiger is dull.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC or) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ dull))) (. .)),"If it is small, then it will be not Gary.",1
14016,Gary is cute or the dog is not heavy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ cute)))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is not cute, then it will be not Gary.",1
14017,Gary is cute or the dog is not heavy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ cute)))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is not cute, then it will be not Gary.",1
14018,Gary is not cute or Gary is not tired.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute))))) (CC or) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .)),"If it is cute, then it will be not Gary.",1
14019,Gary is not cute or Gary is not tired.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute))))) (CC or) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .)),"If it is cute, then it will be not Gary.",1
14020,Gary is lovely or the bald eagle is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lovely)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ cute)))) (. .)),"If it is not lovely, then it will be not Gary.",1
14021,Gary is lovely or the bald eagle is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lovely)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ cute)))) (. .)),"If it is not lovely, then it will be not Gary.",1
14022,Gary is not lovely or the bald eagle is not beautiful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .)),"If it is lovely, then it will be not Gary.",1
14023,Gary is not lovely or the bald eagle is not beautiful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .)),"If it is lovely, then it will be not Gary.",1
14024,Gary is beautiful or the dinosaur is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ cute)))) (. .)),"If it is not beautiful, then it will be not Gary.",1
14025,Gary is beautiful or the dinosaur is cute.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ cute)))) (. .)),"If it is not beautiful, then it will be not Gary.",1
14026,Gary is not beautiful or the wolf is beautiful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful))))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .)),"If it is beautiful, then it will be not Gary.",1
14027,Gary is not beautiful or the wolf is beautiful.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful))))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .)),"If it is beautiful, then it will be not Gary.",1
14028,Gary is funny or the tiger is not huge.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ funny)))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (. .)),"If it is not funny, then it will be not Gary.",1
14029,Gary is funny or the tiger is not huge.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ funny)))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (. .)),"If it is not funny, then it will be not Gary.",1
14030,Gary is not funny or the mouse is not fierce.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .)),"If it is funny, then it will be not Gary.",1
14031,Gary is not funny or the mouse is not fierce.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .)),"If it is funny, then it will be not Gary.",1
14032,Gary is big or Dave is not wealthy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ big)))) (CC or) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (. .)),"If it is not big, then it will be not Gary.",1
14033,Gary is big or Dave is not wealthy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ big)))) (CC or) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (. .)),"If it is not big, then it will be not Gary.",1
14034,Gary is not big or the lion is not smart.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (CC or) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is big, then it will be not Gary.",1
14035,Gary is not big or the lion is not smart.,(S (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (CC or) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is big, then it will be not Gary.",1
14036,Gary is strong or Fiona is poor.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ strong)))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ poor))) (. .)),"If it is not strong, then it will be not Gary.",1
